Market Capitalisation Categorisation,Purchase Price Categorisation,File Date,Ticker,Sector,Market,Stock Name,Market Capitalisation,Purchase Price,Rank
Large,Large,01/09/2023,HSC,Capital Goods,NYSE,Harsco Corporation,1350000000.00,74003.42,3
Huge,Small,01/09/2023,WFC,Finance,NYSE,Wells Fargo & Company,269310000000.00,12409.03,3
Large,Small,01/09/2023,FCB,Finance,NYSE,"FCB Financial Holdings, Inc.",2010000000.00,23794.80,5
Small,Medium,01/09/2023,AIRT,Transportation,NASDAQ,"Air T, Inc.",38810000.00,46681.40,3
Medium,Small,01/09/2023,ANW,Energy,NYSE,Aegean Marine Petroleum Network Inc.,224840000.00,23757.20,4
Medium,Large,01/09/2023,LAND,Consumer Services,NASDAQ,Gladstone Land Corporation,133560000.00,74019.01,3
Medium,Medium,01/09/2023,FTSM,n/a,NASDAQ,First Trust Enhanced Short Maturity ETF,966470000.00,48815.24,4
Small,Very Large,01/09/2023,MILN,n/a,NASDAQ,Global X Millennials Thematic ETF,4360000.00,97859.67,5
Medium,Very Large,01/09/2023,MPO,Energy,NYSE,"MIDSTATES PETROLEUM COMPANY, INC.",364190000.00,97778.79,3
Medium,Small,01/09/2023,EOI,n/a,NYSE,Eaton Vance Enhance Equity Income Fund,534710000.00,23974.86,3
Small,Small,01/09/2023,AEY,Consumer Services,NASDAQ,"ADDvantage Technologies Group, Inc.",16610000.00,21828.43,5
Large,Small,01/09/2023,MIK,Consumer Services,NASDAQ,"The Michaels Companies, Inc.",3530000000.00,23962.95,3
Large,Very Large,01/09/2023,MTX,Basic Industries,NYSE,Minerals Technologies Inc.,2500000000.00,99097.44,5
Small,Small,01/09/2023,IRMD,Health Care,NASDAQ,iRadimed Corporation,92990000.00,22445.24,4
Huge,Small,01/09/2023,WFC,Finance,NYSE,Wells Fargo & Company,269310000000.00,24028.29,1
Medium,Large,01/09/2023,DLNG,Consumer Services,NYSE,Dynagas LNG Partners LP,517440000.00,73826.53,5
Medium,Small,01/09/2023,PEBK,Finance,NASDAQ,"Peoples Bancorp of North Carolina, Inc.",175040000.00,23666.18,5
Small,Medium,01/09/2023,BIOP,Health Care,NASDAQ,"Bioptix, Inc",19420000.00,48518.18,2
Large,Small,01/09/2023,HAL,Energy,NYSE,Halliburton Company,38420000000.00,24045.08,2
Small,Medium,01/09/2023,SRTS,Health Care,NASDAQ,"Sensus Healthcare, Inc.",52750000.00,45440.72,4
Large,Very Large,01/09/2023,LKFN,Finance,NASDAQ,Lakeland Financial Corporation,1160000000.00,99910.52,1
Medium,Medium,01/09/2023,TSBK,Finance,NASDAQ,"Timberland Bancorp, Inc.",177780000.00,48621.11,5
Small,Small,01/09/2023,NTIC,Capital Goods,NASDAQ,Northern Technologies International Corporation,73300000.00,24487.17,1
Huge,Small,01/09/2023,CMCSA,Consumer Services,NASDAQ,Comcast Corporation,195790000000.00,1022.75,4
Large,Medium,01/09/2023,AMKR,Technology,NASDAQ,"Amkor Technology, Inc.",2520000000.00,48968.44,4
Medium,Large,01/09/2023,MLR,Capital Goods,NYSE,"Miller Industries, Inc.",289480000.00,74252.84,2
Medium,Very Large,01/09/2023,NBB,n/a,NYSE,Nuveen Build America Bond Fund,555700000.00,96635.42,4
Small,Large,01/09/2023,OPHC,Finance,NASDAQ,"OptimumBank Holdings, Inc.",2910000.00,72535.21,5
Medium,Very Large,01/09/2023,KIO,n/a,NYSE,KKR Income Opportunities Fund,271700000.00,98969.32,2
Huge,Small,01/09/2023,VZ,Public Utilities,NYSE,Verizon Communications Inc.,190220000000.00,23351.82,2
Large,Large,01/09/2023,CPLA,Consumer Services,NASDAQ,Capella Education Company,1040000000.00,74975.01,1
Small,Medium,01/09/2023,XOMA,Health Care,NASDAQ,XOMA Corporation,48400000.00,49899.45,1
Small,Very Large,01/09/2023,ONCS,Health Care,NASDAQ,OncoSec Medical Incorporated,21800000.00,98784.35,2
Huge,Large,01/09/2023,BA,Capital Goods,NYSE,Boeing Company (The),118570000000.00,67164.75,1
Huge,Very Large,01/09/2023,KHC,Consumer Non-Durables,NASDAQ,The Kraft Heinz Company,108870000000.00,78750.16,2
Medium,Large,01/09/2023,FTEO,n/a,NASDAQ,"FRONTEO, Inc.",254840000.00,73963.06,4
Large,Large,01/09/2023,JUNO,Health Care,NASDAQ,"Juno Therapeutics, Inc.",2470000000.00,73434.46,5
Medium,Very Large,01/09/2023,JHD,n/a,NYSE,Nuveen High Income December 2019 Target Term Fund,277100000.00,99770.29,1
Small,Very Large,01/09/2023,JYNT,Miscellaneous,NASDAQ,The Joint Corp.,48270000.00,97883.17,3
Large,Large,01/09/2023,EFII,Technology,NASDAQ,"Electronics for Imaging, Inc.",2300000000.00,73756.89,4
Huge,Large,01/09/2023,PEP,Consumer Non-Durables,NYSE,"Pepsico, Inc.",166930000000.00,63465.25,3
Medium,Small,01/09/2023,ATAX,Finance,NASDAQ,"America First Multifamily Investors, L.P.",358500000.00,24639.19,1
Small,Large,01/09/2023,SSFN,Finance,NASDAQ,Stewardship Financial Corp,83390000.00,74424.70,1
Medium,Medium,01/09/2023,DLTH,Consumer Services,NASDAQ,Duluth Holdings Inc.,558540000.00,48944.21,3
Large,Very Large,01/09/2023,YEXT,Technology,NYSE,"Yext, Inc.",1200000000.00,99229.80,4
Small,Large,01/09/2023,PQ,Energy,NYSE,Petroquest Energy Inc,46900000.00,73110.06,3
Small,Medium,01/09/2023,FKO,n/a,NASDAQ,First Trust South Korea AlphaDEX Fund,5410000.00,45330.21,5
Medium,Very Large,01/09/2023,FOF,n/a,NYSE,"Cohen & Steers Closed-End Opportunity Fund, Inc.",351000000.00,96261.32,5
Large,Large,01/09/2023,CPRT,Consumer Durables,NASDAQ,"Copart, Inc.",7200000000.00,74248.21,2
Medium,Small,01/01/2023,JHD,n/a,NYSE,Nuveen High Income December 2019 Target Term Fund,277100000.00,24418.39,2
Small,Small,01/01/2023,LINK,Technology,NASDAQ,"Interlink Electronics, Inc.",60660000.00,23502.42,4
Large,Large,01/01/2023,CSOD,Technology,NASDAQ,"Cornerstone OnDemand, Inc.",2090000000.00,74079.42,5
Medium,Medium,01/01/2023,CBA,n/a,NYSE,ClearBridge American Energy MLP Fund Inc.,508590000.00,48507.84,5
Small,Large,01/01/2023,VSTM,Health Care,NASDAQ,"Verastem, Inc.",74720000.00,74416.07,3
Large,Medium,01/01/2023,SHOP,Technology,NYSE,Shopify Inc.,7350000000.00,49796.86,1
Small,Small,01/01/2023,PANL,Transportation,NASDAQ,Pangaea Logistics Solutions Ltd.,99120000.00,24071.47,1
Large,Medium,01/01/2023,AR,Energy,NYSE,Antero Resources Corporation,7130000000.00,49504.15,3
Small,Medium,01/01/2023,IZEA,Consumer Services,NASDAQ,IZEA Inc.,12380000.00,48496.19,1
Small,Very Large,01/01/2023,FLKS,Health Care,NASDAQ,"Flex Pharma, Inc.",64330000.00,96663.47,3
Huge,Very Large,01/01/2023,BP,Energy,NYSE,BP p.l.c.,117990000000.00,86921.67,1
Huge,Small,01/01/2023,BA,Capital Goods,NYSE,Boeing Company (The),118570000000.00,15340.41,2
Large,Very Large,01/01/2023,HLS,Health Care,NYSE,HealthSouth Corporation,4240000000.00,99572.76,2
Medium,Small,01/01/2023,ACP,n/a,NYSE,Avenue Income Credit Strategies Fund,185390000.00,23996.86,3
Large,Very Large,01/01/2023,SLF,Finance,NYSE,Sun Life Financial Inc.,20990000000.00,99652.96,1
Medium,Very Large,01/01/2023,KCAP,n/a,NASDAQ,"KCAP Financial, Inc.",128800000.00,99956.14,1
Huge,Small,01/01/2023,RY,Finance,NYSE,Royal Bank Of Canada,103480000000.00,3052.98,3
Medium,Very Large,01/01/2023,FEM,n/a,NASDAQ,First Trust Emerging Markets AlphaDEX Fund,274060000.00,98925.10,3
Small,Medium,01/01/2023,EGT,Consumer Durables,NASDAQ,Entertainment Gaming Asia Incorporated,33920000.00,43712.69,4
Medium,Very Large,01/01/2023,CAMT,Capital Goods,NASDAQ,Camtek Ltd.,197240000.00,98851.52,5
Small,Small,01/01/2023,PAGG,n/a,NASDAQ,PowerShares Global Agriculture Portfolio,22370000.00,23587.50,3
Medium,Medium,01/01/2023,FGP,Consumer Services,NYSE,"Ferrellgas Partners, L.P.",508110000.00,49493.75,2
Small,Very Large,01/01/2023,ELTK,Technology,NASDAQ,Eltek Ltd.,6800000.00,96189.86,4
Medium,Medium,01/01/2023,WLFC,Consumer Durables,NASDAQ,Willis Lease Finance Corporation,170650000.00,48648.41,4
Large,Medium,01/01/2023,LUX,Health Care,NYSE,"Luxottica Group, S.p.A.",29050000000.00,49426.81,4
Small,Large,01/01/2023,BLH,n/a,NYSE,Blackrock New York Municipal 2018 Term Trust,53990000.00,74802.50,1
Large,Large,01/01/2023,OSK,Capital Goods,NYSE,Oshkosh Corporation,5070000000.00,74935.82,2
Small,Very Large,01/01/2023,FCAN,n/a,NASDAQ,First Trust Canada AlphaDEX Fund,5610000.00,99610.74,1
Small,Small,01/01/2023,SCON,Technology,NASDAQ,Superconductor Technologies Inc.,17480000.00,23763.24,2
Medium,Medium,01/01/2023,MSFG,Finance,NASDAQ,"MainSource Financial Group, Inc.",861230000.00,49784.38,1
Medium,Medium,01/01/2023,PKOH,Capital Goods,NASDAQ,Park-Ohio Holdings Corp.,480350000.00,49364.16,3
Large,Very Large,01/01/2023,ANTM,Health Care,NYSE,"Anthem, Inc.",50340000000.00,99259.06,5
Large,Small,01/01/2023,BSAC,Finance,NYSE,Banco Santander Chile,11960000000.00,24647.37,4
Small,Large,01/01/2023,OPHT,Health Care,NASDAQ,Ophthotech Corporation,93930000.00,74136.15,5
Small,Medium,01/01/2023,HIHO,Capital Goods,NASDAQ,Highway Holdings Limited,12900000.00,45683.50,3
Small,Large,01/01/2023,AETI,Energy,NASDAQ,"American Electric Technologies, Inc.",12310000.00,74611.89,2
Medium,Small,01/01/2023,GAM,n/a,NYSE,"General American Investors, Inc.",923880000.00,24861.42,1
Small,Small,01/01/2023,ONCS,Health Care,NASDAQ,OncoSec Medical Incorporated,21800000.00,23002.82,5
Small,Medium,01/01/2023,LPTX,Health Care,NASDAQ,"LEAP THERAPEUTICS, INC.",54950000.00,43500.13,5
Large,Medium,01/01/2023,FTAI,n/a,NYSE,Fortress Transportation and Infrastructure Investors LLC,1190000000.00,49694.92,2
Large,Small,01/01/2023,MBI,Finance,NYSE,"MBIA, Inc.",1140000000.00,24797.53,3
Large,Large,01/01/2023,PLAY,Consumer Services,NASDAQ,"Dave & Buster's Entertainment, Inc.",2840000000.00,74621.72,3
Small,Very Large,01/01/2023,MN,Finance,NYSE,"Manning & Napier, Inc.",63230000.00,95514.58,5
Medium,Very Large,01/01/2023,LLEX,Energy,NASDAQ,"Lilis Energy, Inc.",267730000.00,98911.08,4
Medium,Large,01/01/2023,KMG,Basic Industries,NYSE,"KMG Chemicals, Inc.",581400000.00,73116.32,5
Medium,Large,01/01/2023,EXA,Technology,NASDAQ,Exa Corporation,203270000.00,74152.06,2
Huge,Medium,01/01/2023,XOM,Energy,NYSE,Exxon Mobil Corporation,353770000000.00,39345.93,1
Small,Very Large,01/01/2023,EPIX,Health Care,NASDAQ,ESSA Pharma Inc.,19790000.00,98758.62,2
Medium,Small,01/01/2023,QDEL,Health Care,NASDAQ,Quidel Corporation,854720000.00,22312.37,5
Large,Small,01/01/2023,INVH,Finance,NYSE,Invitation Homes Inc.,6590000000.00,24575.10,5
Large,Medium,01/01/2023,BWP,Public Utilities,NYSE,Boardwalk Pipeline Partners L.P.,4380000000.00,49357.51,5
Large,Small,01/01/2023,DRE,Consumer Services,NYSE,Duke Realty Corporation,10250000000.00,24954.71,1
Medium,Large,01/01/2023,EVBS,Finance,NASDAQ,"Eastern Virginia Bankshares, Inc.",142790000.00,74337.53,1
Large,Large,01/01/2023,DOC,Consumer Services,NYSE,Physicians Realty Trust,3260000000.00,74155.03,4
Small,Large,01/01/2023,RPRX,Health Care,NASDAQ,Repros Therapeutics Inc.,9140000.00,74395.33,4
Large,Very Large,01/01/2023,EGO,Basic Industries,NYSE,Eldorado Gold Corporation,1970000000.00,99358.56,4
Large,Small,01/01/2023,GXP,Public Utilities,NYSE,Great Plains Energy Inc,6450000000.00,24803.63,2
Large,Very Large,01/01/2023,KEX,Consumer Services,NYSE,Kirby Corporation,3480000000.00,99539.57,3
Medium,Large,01/01/2023,JPI,n/a,NYSE,Nuveen Preferred and Income Term Fund,560060000.00,73970.74,3
Medium,Small,01/01/2023,RYAM,Basic Industries,NYSE,Rayonier Advanced Materials Inc.,705420000.00,23253.12,4
Small,Medium,01/01/2023,CWAY,Finance,NASDAQ,"Coastway Bancorp, Inc.",91140000.00,47391.07,2
Medium,Very Large,01/01/2023,CCN,Finance,NASDAQ,CardConnect Corp.,472080000.00,99811.53,2
Large,Large,01/01/2023,A,Capital Goods,NYSE,"Agilent Technologies, Inc.",19120000000.00,74995.16,1
Huge,Medium,01/01/2023,JNJ,Health Care,NYSE,Johnson & Johnson,361920000000.00,27289.36,2
Huge,Small,01/01/2023,UNH,Health Care,NYSE,UnitedHealth Group Incorporated,175030000000.00,23687.36,1
Medium,Large,01/01/2023,GPAC,Health Care,NASDAQ,Global Partner Acquisition Corp.,193670000.00,73954.07,4
