,Category,Function/Method/Concept,year,week,_merge
1377,Other,list/dict comprehension,2022.0,33.0,in regex match
1378,Other,Mapping values with dictionary,2022.0,33.0,in regex match
1379,Other,```zip```,2022.0,33.0,in regex match
1380,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2022.0,33.0,in regex match
1381,Pandas - Dates,```read_csv``` or ```read_excel``` with parse_dates,2022.0,33.0,in regex match
1382,Pandas - Joining,```concat```,2022.0,33.0,in regex match
1383,Pandas - Joining,```merge_asof```,2022.0,33.0,in regex match
1384,Pandas - Other,```assign```,2022.0,33.0,in regex match
1385,Pandas - Other,```sort_values```,2022.0,33.0,in regex match
1386,Pandas - Reshaping,```extract```,2022.0,33.0,in regex match
1387,Pandas - Reshaping,"```transpose```, ```T```",2022.0,33.0,in regex match
1388,Pandas - Selection/slicing,slicing a DataFrame,2022.0,33.0,in regex match
1389,Rounding,Basic,2022.0,33.0,in regex match
1390,String Functions,Count matches,2022.0,33.0,in regex match
1391,String Functions,```replace```,2022.0,33.0,in regex match
1392,String Functions,String slicing,2022.0,33.0,in regex match
1393,Other,f strings / format,2022.0,34.0,in regex match
1394,Other,Function,2022.0,34.0,in regex match
1395,Other,Function (recursive),2022.0,34.0,in regex match
1396,Other,list/dict comprehension,2022.0,34.0,in regex match
1397,Other,Loops,2022.0,34.0,in regex match
1398,Other,user input,2022.0,34.0,in regex match
1399,Pandas - Aggregation,```rank```,2022.0,34.0,in regex match
1400,Pandas - Dates,```read_csv``` or ```read_excel``` with parse_dates,2022.0,34.0,in regex match
1401,Pandas - Other,```astype```,2022.0,34.0,in regex match
1402,Pandas - Other,```sort_values```,2022.0,34.0,in regex match
1403,Pandas - Reshaping,```extract```,2022.0,34.0,in regex match
1404,Pandas - Reshaping,"```transpose```, ```T```",2022.0,34.0,in regex match
1405,Pandas - Selection/slicing,slicing a DataFrame,2022.0,34.0,in regex match
1406,String Functions,"Changing case (```upper```, ```lower```, ```title```, etc.)",2022.0,34.0,in regex match
1407,String Functions,Count matches,2022.0,34.0,in regex match
1408,String Functions,```join```,2022.0,34.0,in regex match
1409,String Functions,String slicing,2022.0,34.0,in regex match
1410,String Functions,```strip```,2022.0,34.0,in regex match
1411,Other,Function,2022.0,35.0,in regex match
1412,Other,Function (recursive),2022.0,35.0,in regex match
1413,Other,Loops,2022.0,35.0,in regex match
1414,Other,user input,2022.0,35.0,in regex match
1415,Pandas - Aggregation,Named Aggregation,2022.0,35.0,in regex match
1416,Pandas - Dates,```read_csv``` or ```read_excel``` with parse_dates,2022.0,35.0,in regex match
1417,Pandas - Joining,```concat```,2022.0,35.0,in regex match
1418,Pandas - Other,```astype```,2022.0,35.0,in regex match
1419,Pandas - Reshaping,```extract```,2022.0,35.0,in regex match
1420,Pandas - Reshaping,```melt```,2022.0,35.0,in regex match
1421,Pandas - Reshaping,"```pivot```, ```pivot_table```",2022.0,35.0,in regex match
1422,Pandas - Reshaping,"```transpose```, ```T```",2022.0,35.0,in regex match
1423,Pandas - Selection/slicing,```drop```,2022.0,35.0,in regex match
1424,Pandas - Selection/slicing,"```idmax```, ```idmin```",2022.0,35.0,in regex match
1425,Pandas - Selection/slicing,slicing a DataFrame,2022.0,35.0,in regex match
1426,Rounding,Basic,2022.0,35.0,in regex match
1427,String Functions,"Changing case (```upper```, ```lower```, ```title```, etc.)",2022.0,35.0,in regex match
1428,String Functions,Count matches,2022.0,35.0,in regex match
1429,String Functions,```replace```,2022.0,35.0,in regex match
1430,String Functions,String slicing,2022.0,35.0,in regex match
1431,String Functions,```strip```,2022.0,35.0,in regex match
1432,Pandas - Dates,```date_range```,2022.0,36.0,in regex match
1433,Pandas - Dates,```read_csv``` or ```read_excel``` with parse_dates,2022.0,36.0,in regex match
1434,Pandas - Joining,```merge```,2022.0,36.0,in regex match
1435,Pandas - Other,```assign```,2022.0,36.0,in regex match
1436,Pandas - Other,"```fillna```, ```ffill```, ```bfill```",2022.0,36.0,in regex match
1437,Pandas - Reshaping,"```transpose```, ```T```",2022.0,36.0,in regex match
1438,Pandas - Selection/slicing,```drop```,2022.0,36.0,in regex match
1439,Pandas - Selection/slicing,```drop_duplicates```,2022.0,36.0,in regex match
1440,String Functions,Count matches,2022.0,36.0,in regex match
1441,Other,```decimal``` module,2021.0,11.0,in actual
1442,Other,f strings / format,2019.0,4.0,in actual
1443,Other,f strings / format,2020.0,8.0,in actual
1444,Other,f strings / format,2021.0,12.0,in actual
1445,Other,f strings / format,2021.0,17.0,in actual
1446,Other,f strings / format,2021.0,36.0,in actual
1447,Other,f strings / format,2021.0,41.0,in actual
1448,Other,f strings / format,2021.0,42.0,in actual
1449,Other,f strings / format,2021.0,46.0,in actual
1450,Other,f strings / format,2021.0,51.0,in actual
1451,Other,f strings / format,2022.0,13.0,in actual
1452,Other,f strings / format,2022.0,16.0,in actual
1453,Other,f strings / format,2022.0,27.0,in actual
1454,Other,f strings / format,2022.0,28.0,in actual
1455,Other,"list methods (```sort```, ```reverse```, ```append```, ```union```, etc.)",2021.0,34.0,in actual
1456,Other,"list methods (```sort```, ```reverse```, ```append```, ```union```, etc.)",2021.0,15.0,in actual
1457,Other,Loops,2021.0,51.0,in actual
1458,Other,Loops,2022.0,22.0,in actual
1459,Other,Mapping values with dictionary,2020.0,8.0,in actual
1460,Other,Mapping values with dictionary,2021.0,14.0,in actual
1461,Other,Mapping values with dictionary,2021.0,32.0,in actual
1462,Other,Mapping values with dictionary,2021.0,47.0,in actual
1463,Other,Mapping values with dictionary,2022.0,23.0,in actual
1464,Other,unpacking a sequence *,2021.0,41.0,in actual
1465,Other,```zip```,2021.0,12.0,in actual
1466,Other,```zip```,2021.0,43.0,in actual
1467,Other,```zip```,2022.0,10.0,in actual
1468,Other,```zip```,2022.0,19.0,in actual
1469,Other,```zip```,2022.0,20.0,in actual
1470,Other,```zip```,2022.0,22.0,in actual
1471,Pandas - Aggregation,Named Aggregation,2021.0,24.0,in actual
1472,Pandas - Aggregation,Named Aggregation,2021.0,30.0,in actual
1473,Pandas - Aggregation,```groupby``` with filter,2022.0,6.0,in actual
1474,Pandas - Dates,Date Calculations,2019.0,4.0,in actual
1475,Pandas - Dates,Date Calculations,2020.0,4.0,in actual
1476,Pandas - Dates,Date Calculations,2021.0,2.0,in actual
1477,Pandas - Dates,Date Calculations,2021.0,8.0,in actual
1478,Pandas - Dates,Date Calculations,2021.0,10.0,in actual
1479,Pandas - Dates,Date Calculations,2021.0,18.0,in actual
1480,Pandas - Dates,Date Calculations,2021.0,21.0,in actual
1481,Pandas - Dates,Date Calculations,2021.0,33.0,in actual
1482,Pandas - Dates,Date Calculations,2022.0,1.0,in actual
1483,Pandas - Dates,Date Calculations,2022.0,2.0,in actual
1484,Pandas - Dates,Date Calculations,2022.0,15.0,in actual
1485,Pandas - Dates,"```DateOffset```, ```offsets```",2021.0,15.0,in actual
1486,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2019.0,4.0,in actual
1487,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2020.0,4.0,in actual
1488,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2020.0,6.0,in actual
1489,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2020.0,9.0,in actual
1490,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2021.0,1.0,in actual
1491,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2021.0,3.0,in actual
1492,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2021.0,12.0,in actual
1493,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2021.0,29.0,in actual
1494,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2021.0,32.0,in actual
1495,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2021.0,36.0,in actual
1496,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2021.0,47.0,in actual
1497,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2021.0,49.0,in actual
1498,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2021.0,50.0,in actual
1499,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2022.0,1.0,in actual
1500,Pandas - Dates,"Dateparts (```dt.month```, ```dt.quarter```, etc.)",2022.0,9.0,in actual
1501,Pandas - Dates,```date_range```,2021.0,24.0,in actual
1502,Pandas - Dates,```date_range```,2021.0,37.0,in actual
1503,Pandas - Dates,```date_range```,2021.0,42.0,in actual
1504,Pandas - Dates,```date_range```,2021.0,44.0,in actual
1505,Pandas - Dates,```date_range```,2021.0,15.0,in actual
1506,Pandas - Dates,```dt.strftime```,2020.0,2.0,in actual
1507,Pandas - Dates,```dt.strftime```,2020.0,6.0,in actual
1508,Pandas - Dates,```dt.strftime```,2021.0,24.0,in actual
1509,Pandas - Joining,```concat```,2020.0,3.0,in actual
1510,Pandas - Joining,```concat```,2020.0,7.0,in actual
1511,Pandas - Joining,```concat```,2021.0,3.0,in actual
1512,Pandas - Joining,```concat```,2021.0,4.0,in actual
1513,Pandas - Joining,```concat```,2021.0,12.0,in actual
1514,Pandas - Joining,```concat```,2021.0,13.0,in actual
1515,Pandas - Joining,```concat```,2021.0,25.0,in actual
1516,Pandas - Joining,```concat```,2021.0,26.0,in actual
1517,Pandas - Joining,```concat```,2021.0,28.0,in actual
1518,Pandas - Joining,```concat```,2021.0,33.0,in actual
1519,Pandas - Joining,```concat```,2021.0,43.0,in actual
1520,Pandas - Joining,```concat```,2021.0,45.0,in actual
1521,Pandas - Joining,```concat```,2021.0,46.0,in actual
1522,Pandas - Joining,```concat```,2021.0,50.0,in actual
1523,Pandas - Joining,```merge```,2021.0,8.0,in actual
1524,Pandas - Joining,```merge_asof```,2021.0,8.0,in actual
1525,Pandas - Other,```assign```,2021.0,51.0,in actual
1526,Pandas - Other,```assign```,2022.0,10.0,in actual
1527,Pandas - Other,"```cut```, ```qcut```",2021.0,23.0,in actual
1528,Pandas - Other,```factorize```,2021.0,51.0,in actual
1529,Pandas - Reshaping,```melt```,2020.0,3.0,in actual
1530,Pandas - Reshaping,```melt```,2021.0,3.0,in actual
1531,Pandas - Reshaping,```melt```,2021.0,4.0,in actual
1532,Pandas - Reshaping,```melt```,2021.0,6.0,in actual
1533,Pandas - Reshaping,```melt```,2021.0,27.0,in actual
1534,Pandas - Reshaping,"```pivot```, ```pivot_table```",2021.0,31.0,in actual
1535,Pandas - Reshaping,"```pivot```, ```pivot_table```",2021.0,39.0,in actual
1536,Pandas - Reshaping,"```pivot```, ```pivot_table```",2021.0,16.0,in actual
1537,Pandas - Reshaping,"```pivot```, ```pivot_table```",2021.0,21.0,in actual
1538,Pandas - Selection/slicing,"```idmax```, ```idmin```",2021.0,36.0,in actual
1539,Pandas - Selection/slicing,slicing a DataFrame,2019.0,4.0,in actual
1540,Pandas - Selection/slicing,slicing a DataFrame,2020.0,2.0,in actual
1541,Pandas - Selection/slicing,slicing a DataFrame,2020.0,5.0,in actual
1542,Pandas - Selection/slicing,slicing a DataFrame,2020.0,7.0,in actual
1543,Pandas - Selection/slicing,slicing a DataFrame,2021.0,9.0,in actual
1544,Pandas - Selection/slicing,slicing a DataFrame,2021.0,10.0,in actual
1545,Pandas - Selection/slicing,slicing a DataFrame,2021.0,29.0,in actual
1546,Pandas - Selection/slicing,slicing a DataFrame,2022.0,7.0,in actual
1547,Pandas - Selection/slicing,slicing a DataFrame,2022.0,23.0,in actual
1548,Rounding,Basic,2021.0,20.0,in actual
1549,String Functions,String slicing,2021.0,9.0,in actual
1550,String Functions,```strip```,2021.0,16.0,in actual
