Flag,Player,Session,Score,Session Date
Actual,Player 11,Cardio,10,07/04/2022
Actual,Player 11,Cardio,9,11/04/2022
Actual,Player 11,Cardio,3,12/04/2022
Actual,Player 11,Cardio,6,13/04/2022
Carried over,Player 11,Cardio,5,15/04/2022
Actual,Player 11,Cardio,5,14/04/2022
Carried over,Player 11,Cardio,3,19/04/2022
Actual,Player 11,Cardio,3,18/04/2022
Actual,Player 11,Cardio,3,20/04/2022
Carried over,Player 11,Cardio,9,22/04/2022
Actual,Player 11,Cardio,9,21/04/2022
Actual,Player 11,Cardio,6,25/04/2022
Actual,Player 11,Cardio,6,26/04/2022
Carried over,Player 11,Cardio,9,28/04/2022
Actual,Player 11,Cardio,9,27/04/2022
Carried over,Player 11,Cardio,9,02/05/2022
Actual,Player 11,Cardio,9,29/04/2022
Actual,Player 11,Cardio,6,03/05/2022
Carried over,Player 11,Cardio,5,05/05/2022
Actual,Player 11,Cardio,5,04/05/2022
Carried over,Player 11,Cardio,8,09/05/2022
Actual,Player 11,Cardio,8,06/05/2022
Actual,Player 11,Cardio,5,10/05/2022
Carried over,Player 11,Cardio,7,16/05/2022
Carried over,Player 11,Cardio,7,13/05/2022
Carried over,Player 11,Cardio,7,12/05/2022
Actual,Player 11,Cardio,7,11/05/2022
Carried over,Player 11,Cardio,3,18/05/2022
Actual,Player 11,Cardio,3,17/05/2022
Carried over,Player 11,Cardio,3,20/05/2022
Actual,Player 11,Cardio,3,19/05/2022
Actual,Player 11,Cardio,9,23/05/2022
Actual,Player 11,Cardio,9,24/05/2022
Actual,Player 11,Cardio,8,25/05/2022
Actual,Player 11,Cardio,3,26/05/2022
Actual,Player 11,Cardio,4,27/05/2022
Actual,Player 11,Cardio,7,30/05/2022
Actual,Player 11,Cardio,10,31/05/2022
Carried over,Player 11,Cardio,3,03/06/2022
Carried over,Player 11,Cardio,3,02/06/2022
Actual,Player 11,Cardio,3,01/06/2022
Actual,Player 11,Cardio,4,06/06/2022
Actual,Player 11,Cardio,4,07/06/2022
Carried over,Player 11,Cardio,5,10/06/2022
Carried over,Player 11,Cardio,5,09/06/2022
Actual,Player 11,Cardio,5,08/06/2022
Actual,Player 11,Cardio,8,13/06/2022
Actual,Player 11,Cardio,5,14/06/2022
Actual,Player 11,Cardio,8,15/06/2022
Carried over,Player 11,Cardio,6,20/06/2022
Carried over,Player 11,Cardio,6,17/06/2022
Actual,Player 11,Cardio,6,16/06/2022
Actual,Player 11,Cardio,3,21/06/2022
Carried over,Player 11,Cardio,10,24/06/2022
Carried over,Player 11,Cardio,10,23/06/2022
Actual,Player 11,Cardio,10,22/06/2022
Actual,Player 11,Cardio,10,27/06/2022
Actual,Player 11,Cardio,7,28/06/2022
Actual,Player 11,Cardio,5,29/06/2022
Actual,Player 11,Cardio,4,30/06/2022
Actual,Player 11,Cardio,9,01/07/2022
Carried over,Player 11,Cardio,3,05/07/2022
Actual,Player 11,Cardio,3,04/07/2022
Actual,Player 11,Cardio,4,06/07/2022
Carried over,Player 11,Cardio,3,11/07/2022
Carried over,Player 11,Cardio,3,08/07/2022
Actual,Player 11,Cardio,3,07/07/2022
Actual,Player 11,Cardio,10,12/07/2022
Actual,Player 11,Cardio,7,13/07/2022
Actual,Player 11,Cardio,5,14/07/2022
Actual,Player 11,Cardio,5,15/07/2022
Actual,Player 11,Cardio,8,18/07/2022
Actual,Player 11,Cardio,9,19/07/2022
Carried over,Player 11,Cardio,4,21/07/2022
Actual,Player 11,Cardio,4,20/07/2022
Actual,Player 11,Cardio,9,22/07/2022
Actual,Player 11,Cardio,7,25/07/2022
Actual,Player 11,Cardio,8,26/07/2022
Carried over,Player 11,Cardio,6,28/07/2022
Actual,Player 11,Cardio,6,27/07/2022
Actual,Player 2,Strength Building,9,03/01/2022
Actual,Player 2,Strength Building,8,04/01/2022
Actual,Player 2,Strength Building,7,05/01/2022
Carried over,Player 2,Strength Building,5,07/01/2022
Actual,Player 2,Strength Building,5,06/01/2022
Actual,Player 2,Strength Building,9,10/01/2022
Actual,Player 2,Strength Building,5,11/01/2022
Actual,Player 2,Strength Building,4,12/01/2022
Actual,Player 2,Strength Building,3,13/01/2022
Actual,Player 2,Strength Building,10,14/01/2022
Actual,Player 2,Strength Building,4,17/01/2022
Actual,Player 2,Strength Building,7,18/01/2022
Actual,Player 2,Strength Building,4,19/01/2022
Actual,Player 2,Strength Building,10,20/01/2022
Actual,Player 2,Strength Building,9,21/01/2022
Carried over,Player 2,Strength Building,8,25/01/2022
Actual,Player 2,Strength Building,8,24/01/2022
Carried over,Player 2,Strength Building,10,27/01/2022
Actual,Player 2,Strength Building,10,26/01/2022
Actual,Player 2,Strength Building,6,28/01/2022
Actual,Player 2,Strength Building,3,31/01/2022
Actual,Player 2,Strength Building,6,01/02/2022
Actual,Player 2,Strength Building,3,02/02/2022
Actual,Player 2,Strength Building,4,03/02/2022
Carried over,Player 2,Strength Building,9,08/02/2022
Carried over,Player 2,Strength Building,9,07/02/2022
Actual,Player 2,Strength Building,9,04/02/2022
Actual,Player 2,Strength Building,9,09/02/2022
Actual,Player 2,Strength Building,6,10/02/2022
Carried over,Player 2,Strength Building,4,16/02/2022
Carried over,Player 2,Strength Building,4,15/02/2022
Carried over,Player 2,Strength Building,4,14/02/2022
Actual,Player 2,Strength Building,4,11/02/2022
Actual,Player 2,Strength Building,8,17/02/2022
Actual,Player 2,Strength Building,7,18/02/2022
Carried over,Player 2,Strength Building,5,23/02/2022
Carried over,Player 2,Strength Building,5,22/02/2022
Actual,Player 2,Strength Building,5,21/02/2022
Actual,Player 2,Strength Building,6,24/02/2022
Carried over,Player 2,Strength Building,3,03/03/2022
Carried over,Player 2,Strength Building,3,02/03/2022
Carried over,Player 2,Strength Building,3,01/03/2022
Carried over,Player 2,Strength Building,3,28/02/2022
Actual,Player 2,Strength Building,3,25/02/2022
Actual,Player 2,Strength Building,5,04/03/2022
Actual,Player 2,Strength Building,6,07/03/2022
Carried over,Player 2,Strength Building,10,09/03/2022
Actual,Player 2,Strength Building,10,08/03/2022
Carried over,Player 2,Strength Building,9,11/03/2022
Actual,Player 2,Strength Building,9,10/03/2022
Actual,Player 2,Strength Building,5,14/03/2022
Carried over,Player 2,Strength Building,7,16/03/2022
Actual,Player 2,Strength Building,7,15/03/2022
Actual,Player 2,Strength Building,7,17/03/2022
Carried over,Player 2,Strength Building,4,21/03/2022
Actual,Player 2,Strength Building,4,18/03/2022
Actual,Player 2,Strength Building,7,22/03/2022
Actual,Player 2,Strength Building,3,23/03/2022
Actual,Player 2,Strength Building,7,24/03/2022
Actual,Player 2,Strength Building,8,25/03/2022
Actual,Player 2,Strength Building,6,28/03/2022
Carried over,Player 2,Strength Building,8,04/04/2022
Carried over,Player 2,Strength Building,8,01/04/2022
Carried over,Player 2,Strength Building,8,31/03/2022
Carried over,Player 2,Strength Building,8,30/03/2022
Actual,Player 2,Strength Building,8,29/03/2022
Actual,Player 2,Strength Building,6,05/04/2022
Actual,Player 2,Strength Building,8,06/04/2022
Actual,Player 2,Strength Building,7,07/04/2022
Carried over,Player 2,Strength Building,4,12/04/2022
Carried over,Player 2,Strength Building,4,11/04/2022
Actual,Player 2,Strength Building,4,08/04/2022
Actual,Player 2,Strength Building,3,13/04/2022
Actual,Player 2,Strength Building,3,14/04/2022
Actual,Player 2,Strength Building,7,15/04/2022
Actual,Player 2,Strength Building,8,18/04/2022
Carried over,Player 2,Strength Building,8,20/04/2022
Actual,Player 2,Strength Building,8,19/04/2022
Carried over,Player 2,Strength Building,10,22/04/2022
Actual,Player 2,Strength Building,10,21/04/2022
Actual,Player 2,Strength Building,3,25/04/2022
Actual,Player 2,Strength Building,4,26/04/2022
Actual,Player 2,Strength Building,3,27/04/2022
Carried over,Player 2,Strength Building,7,29/04/2022
Actual,Player 2,Strength Building,7,28/04/2022
Carried over,Player 2,Strength Building,4,03/05/2022
Actual,Player 2,Strength Building,4,02/05/2022
Actual,Player 2,Strength Building,9,04/05/2022
Carried over,Player 2,Strength Building,10,06/05/2022
Actual,Player 2,Strength Building,10,05/05/2022
Actual,Player 2,Strength Building,6,09/05/2022
Actual,Player 2,Strength Building,9,10/05/2022
Carried over,Player 2,Strength Building,4,13/05/2022
Carried over,Player 2,Strength Building,4,12/05/2022
Actual,Player 2,Strength Building,4,11/05/2022
Actual,Player 2,Strength Building,5,16/05/2022
Carried over,Player 2,Strength Building,9,19/05/2022
Carried over,Player 2,Strength Building,9,18/05/2022
Actual,Player 2,Strength Building,9,17/05/2022
Actual,Player 2,Strength Building,9,20/05/2022
Actual,Player 2,Strength Building,3,23/05/2022
Actual,Player 2,Strength Building,6,24/05/2022
Actual,Player 2,Strength Building,3,25/05/2022
Actual,Player 2,Strength Building,5,26/05/2022
Actual,Player 2,Strength Building,8,27/05/2022
Carried over,Player 2,Strength Building,6,02/06/2022
Carried over,Player 2,Strength Building,6,01/06/2022
Carried over,Player 2,Strength Building,6,31/05/2022
Actual,Player 2,Strength Building,6,30/05/2022
Actual,Player 2,Strength Building,6,03/06/2022
Carried over,Player 2,Strength Building,3,08/06/2022
Carried over,Player 2,Strength Building,3,07/06/2022
Actual,Player 2,Strength Building,3,06/06/2022
Actual,Player 2,Strength Building,6,09/06/2022
Carried over,Player 2,Strength Building,6,14/06/2022
Carried over,Player 2,Strength Building,6,13/06/2022
Actual,Player 2,Strength Building,6,10/06/2022
Actual,Player 2,Strength Building,3,15/06/2022
Actual,Player 2,Strength Building,4,16/06/2022
Carried over,Player 2,Strength Building,7,22/06/2022
Carried over,Player 2,Strength Building,7,21/06/2022
Carried over,Player 2,Strength Building,7,20/06/2022
Actual,Player 2,Strength Building,7,17/06/2022
Actual,Player 2,Strength Building,7,23/06/2022
Actual,Player 2,Strength Building,5,24/06/2022
Actual,Player 2,Strength Building,10,27/06/2022
Actual,Player 2,Strength Building,6,28/06/2022
Carried over,Player 2,Strength Building,5,30/06/2022
Actual,Player 2,Strength Building,5,29/06/2022
Carried over,Player 2,Strength Building,5,04/07/2022
Actual,Player 2,Strength Building,5,01/07/2022
Carried over,Player 2,Strength Building,6,06/07/2022
Actual,Player 2,Strength Building,6,05/07/2022
Actual,Player 2,Strength Building,9,07/07/2022
Carried over,Player 2,Strength Building,6,11/07/2022
Actual,Player 2,Strength Building,6,08/07/2022
Carried over,Player 2,Strength Building,10,13/07/2022
Actual,Player 2,Strength Building,10,12/07/2022
Actual,Player 2,Strength Building,7,14/07/2022
Carried over,Player 2,Strength Building,8,18/07/2022
Actual,Player 2,Strength Building,8,15/07/2022
Actual,Player 2,Strength Building,4,19/07/2022
Actual,Player 2,Strength Building,4,20/07/2022
Actual,Player 2,Strength Building,9,21/07/2022
Actual,Player 2,Strength Building,4,22/07/2022
Carried over,Player 2,Strength Building,3,26/07/2022
Actual,Player 2,Strength Building,3,25/07/2022
Actual,Player 2,Strength Building,10,27/07/2022
Actual,Player 2,Strength Building,5,28/07/2022
Carried over,Player 4,Strength Building,7,04/01/2022
Actual,Player 4,Strength Building,7,03/01/2022
Actual,Player 4,Strength Building,10,05/01/2022
Carried over,Player 4,Strength Building,3,07/01/2022
Actual,Player 4,Strength Building,3,06/01/2022
Actual,Player 4,Strength Building,9,10/01/2022
Carried over,Player 4,Strength Building,7,14/01/2022
Carried over,Player 4,Strength Building,7,13/01/2022
Carried over,Player 4,Strength Building,7,12/01/2022
Actual,Player 4,Strength Building,7,11/01/2022
Actual,Player 4,Strength Building,3,17/01/2022
Actual,Player 4,Strength Building,7,18/01/2022
Actual,Player 4,Strength Building,8,19/01/2022
Actual,Player 4,Strength Building,9,20/01/2022
Carried over,Player 4,Strength Building,7,24/01/2022
Actual,Player 4,Strength Building,7,21/01/2022
Actual,Player 4,Strength Building,5,25/01/2022
Actual,Player 4,Strength Building,8,26/01/2022
Actual,Player 4,Strength Building,5,27/01/2022
Actual,Player 4,Strength Building,7,28/01/2022
Carried over,Player 4,Strength Building,6,03/02/2022
Carried over,Player 4,Strength Building,6,02/02/2022
Carried over,Player 4,Strength Building,6,01/02/2022
Actual,Player 4,Strength Building,6,31/01/2022
Carried over,Player 4,Strength Building,6,08/02/2022
Carried over,Player 4,Strength Building,6,07/02/2022
Actual,Player 4,Strength Building,6,04/02/2022
Carried over,Player 4,Strength Building,7,11/02/2022
Carried over,Player 4,Strength Building,7,10/02/2022
Actual,Player 4,Strength Building,7,09/02/2022
Actual,Player 4,Strength Building,7,14/02/2022
Actual,Player 4,Strength Building,3,15/02/2022
Actual,Player 4,Strength Building,7,16/02/2022
Actual,Player 4,Strength Building,7,17/02/2022
Carried over,Player 4,Strength Building,5,21/02/2022
Actual,Player 4,Strength Building,5,18/02/2022
Actual,Player 4,Strength Building,10,22/02/2022
Carried over,Player 4,Strength Building,9,24/02/2022
Actual,Player 4,Strength Building,9,23/02/2022
Actual,Player 4,Strength Building,6,25/02/2022
Actual,Player 4,Strength Building,5,28/02/2022
Carried over,Player 4,Strength Building,5,02/03/2022
Actual,Player 4,Strength Building,5,01/03/2022
Actual,Player 4,Strength Building,7,03/03/2022
Actual,Player 4,Strength Building,7,04/03/2022
Actual,Player 4,Strength Building,9,07/03/2022
Actual,Player 4,Strength Building,3,08/03/2022
Actual,Player 4,Strength Building,3,09/03/2022
Actual,Player 4,Strength Building,6,10/03/2022
Carried over,Player 4,Strength Building,6,14/03/2022
Actual,Player 4,Strength Building,6,11/03/2022
Actual,Player 4,Strength Building,3,15/03/2022
Actual,Player 4,Strength Building,7,16/03/2022
Actual,Player 4,Strength Building,6,17/03/2022
Actual,Player 4,Strength Building,5,18/03/2022
Actual,Player 4,Strength Building,4,21/03/2022
Carried over,Player 4,Strength Building,9,23/03/2022
Actual,Player 4,Strength Building,9,22/03/2022
Actual,Player 4,Strength Building,4,24/03/2022
Actual,Player 4,Strength Building,5,25/03/2022
Actual,Player 4,Strength Building,9,28/03/2022
Actual,Player 4,Strength Building,9,29/03/2022
Carried over,Player 4,Strength Building,5,01/04/2022
Carried over,Player 4,Strength Building,5,31/03/2022
Actual,Player 4,Strength Building,5,30/03/2022
Actual,Player 4,Strength Building,10,04/04/2022
Carried over,Player 4,Strength Building,6,06/04/2022
Actual,Player 4,Strength Building,6,05/04/2022
Actual,Player 4,Strength Building,10,07/04/2022
Actual,Player 4,Strength Building,7,08/04/2022
Carried over,Player 4,Strength Building,3,13/04/2022
Carried over,Player 4,Strength Building,3,12/04/2022
Actual,Player 4,Strength Building,3,11/04/2022
Actual,Player 4,Strength Building,8,14/04/2022
Actual,Player 4,Strength Building,9,15/04/2022
Actual,Player 4,Strength Building,6,18/04/2022
Actual,Player 4,Strength Building,5,19/04/2022
Carried over,Player 4,Strength Building,4,21/04/2022
Actual,Player 4,Strength Building,4,20/04/2022
Actual,Player 4,Strength Building,8,22/04/2022
Actual,Player 4,Strength Building,8,25/04/2022
Carried over,Player 4,Strength Building,7,27/04/2022
Actual,Player 4,Strength Building,7,26/04/2022
Actual,Player 4,Strength Building,8,28/04/2022
Carried over,Player 4,Strength Building,8,02/05/2022
Actual,Player 4,Strength Building,8,29/04/2022
Actual,Player 4,Strength Building,3,03/05/2022
Carried over,Player 4,Strength Building,5,05/05/2022
Actual,Player 4,Strength Building,5,04/05/2022
Actual,Player 4,Strength Building,3,06/05/2022
Carried over,Player 4,Strength Building,5,11/05/2022
Carried over,Player 4,Strength Building,5,10/05/2022
Actual,Player 4,Strength Building,5,09/05/2022
Carried over,Player 4,Strength Building,5,13/05/2022
Actual,Player 4,Strength Building,5,12/05/2022
Carried over,Player 4,Strength Building,3,19/05/2022
Carried over,Player 4,Strength Building,3,18/05/2022
Carried over,Player 4,Strength Building,3,17/05/2022
Actual,Player 4,Strength Building,3,16/05/2022
Carried over,Player 4,Strength Building,5,23/05/2022
Actual,Player 4,Strength Building,5,20/05/2022
Actual,Player 4,Strength Building,8,24/05/2022
Carried over,Player 4,Strength Building,7,27/05/2022
Carried over,Player 4,Strength Building,7,26/05/2022
Actual,Player 4,Strength Building,7,25/05/2022
Actual,Player 4,Strength Building,4,30/05/2022
Actual,Player 4,Strength Building,7,31/05/2022
Actual,Player 4,Strength Building,4,01/06/2022
Actual,Player 4,Strength Building,4,02/06/2022
Carried over,Player 4,Strength Building,9,07/06/2022
Carried over,Player 4,Strength Building,9,06/06/2022
Actual,Player 4,Strength Building,9,03/06/2022
Actual,Player 4,Strength Building,8,08/06/2022
Actual,Player 4,Strength Building,6,09/06/2022
Actual,Player 4,Strength Building,5,10/06/2022
Actual,Player 4,Strength Building,3,13/06/2022
Actual,Player 4,Strength Building,8,14/06/2022
Actual,Player 4,Strength Building,10,15/06/2022
Carried over,Player 4,Strength Building,9,20/06/2022
Carried over,Player 4,Strength Building,9,17/06/2022
Actual,Player 4,Strength Building,9,16/06/2022
Actual,Player 4,Strength Building,3,21/06/2022
Carried over,Player 4,Strength Building,3,27/06/2022
Carried over,Player 4,Strength Building,3,24/06/2022
Carried over,Player 4,Strength Building,3,23/06/2022
Actual,Player 4,Strength Building,3,22/06/2022
Carried over,Player 4,Strength Building,6,29/06/2022
Actual,Player 4,Strength Building,6,28/06/2022
Actual,Player 4,Strength Building,3,30/06/2022
Actual,Player 4,Strength Building,3,01/07/2022
Actual,Player 4,Strength Building,9,04/07/2022
Actual,Player 4,Strength Building,5,05/07/2022
Actual,Player 4,Strength Building,3,06/07/2022
Actual,Player 4,Strength Building,9,07/07/2022
Actual,Player 4,Strength Building,9,08/07/2022
Actual,Player 4,Strength Building,10,11/07/2022
Carried over,Player 4,Strength Building,10,13/07/2022
Actual,Player 4,Strength Building,10,12/07/2022
Actual,Player 4,Strength Building,6,14/07/2022
Actual,Player 4,Strength Building,3,15/07/2022
Actual,Player 4,Strength Building,8,18/07/2022
Actual,Player 4,Strength Building,6,19/07/2022
Actual,Player 4,Strength Building,5,20/07/2022
Actual,Player 4,Strength Building,9,21/07/2022
Actual,Player 4,Strength Building,10,22/07/2022
Actual,Player 4,Strength Building,6,25/07/2022
Carried over,Player 4,Strength Building,4,28/07/2022
Carried over,Player 4,Strength Building,4,27/07/2022
Actual,Player 4,Strength Building,4,26/07/2022
Actual,Player 7,Strength Building,6,31/01/2022
Actual,Player 7,Strength Building,10,01/02/2022
Carried over,Player 7,Strength Building,4,04/02/2022
Carried over,Player 7,Strength Building,4,03/02/2022
Actual,Player 7,Strength Building,4,02/02/2022
Actual,Player 7,Strength Building,9,07/02/2022
Actual,Player 7,Strength Building,3,08/02/2022
Actual,Player 7,Strength Building,3,09/02/2022
Carried over,Player 7,Strength Building,4,11/02/2022
Actual,Player 7,Strength Building,4,10/02/2022
Actual,Player 7,Strength Building,6,14/02/2022
Actual,Player 7,Strength Building,5,15/02/2022
Carried over,Player 7,Strength Building,10,18/02/2022
Carried over,Player 7,Strength Building,10,17/02/2022
Actual,Player 7,Strength Building,10,16/02/2022
Carried over,Player 7,Strength Building,5,22/02/2022
Actual,Player 7,Strength Building,5,21/02/2022
Carried over,Player 7,Strength Building,4,24/02/2022
Actual,Player 7,Strength Building,4,23/02/2022
Actual,Player 7,Strength Building,3,25/02/2022
Actual,Player 7,Strength Building,6,28/02/2022
Carried over,Player 7,Strength Building,6,02/03/2022
Actual,Player 7,Strength Building,6,01/03/2022
Carried over,Player 7,Strength Building,3,09/03/2022
Carried over,Player 7,Strength Building,3,08/03/2022
Carried over,Player 7,Strength Building,3,07/03/2022
Carried over,Player 7,Strength Building,3,04/03/2022
Actual,Player 7,Strength Building,3,03/03/2022
Carried over,Player 7,Strength Building,4,14/03/2022
Carried over,Player 7,Strength Building,4,11/03/2022
Actual,Player 7,Strength Building,4,10/03/2022
Carried over,Player 7,Strength Building,10,16/03/2022
Actual,Player 7,Strength Building,10,15/03/2022
Actual,Player 7,Strength Building,5,17/03/2022
Actual,Player 7,Strength Building,6,18/03/2022
Carried over,Player 7,Strength Building,4,22/03/2022
Actual,Player 7,Strength Building,4,21/03/2022
Carried over,Player 7,Strength Building,7,24/03/2022
Actual,Player 7,Strength Building,7,23/03/2022
Actual,Player 7,Strength Building,3,25/03/2022
Actual,Player 7,Strength Building,6,28/03/2022
Actual,Player 7,Strength Building,10,29/03/2022
Actual,Player 7,Strength Building,8,30/03/2022
Actual,Player 7,Strength Building,10,31/03/2022
Actual,Player 7,Strength Building,6,01/04/2022
Carried over,Player 7,Strength Building,6,05/04/2022
Actual,Player 7,Strength Building,6,04/04/2022
Actual,Player 7,Strength Building,7,06/04/2022
Actual,Player 7,Strength Building,10,07/04/2022
Carried over,Player 7,Strength Building,5,11/04/2022
Actual,Player 7,Strength Building,5,08/04/2022
Carried over,Player 7,Strength Building,10,15/04/2022
Carried over,Player 7,Strength Building,10,14/04/2022
Carried over,Player 7,Strength Building,10,13/04/2022
Actual,Player 7,Strength Building,10,12/04/2022
Actual,Player 7,Strength Building,4,18/04/2022
Carried over,Player 7,Strength Building,5,20/04/2022
Actual,Player 7,Strength Building,5,19/04/2022
Actual,Player 7,Strength Building,8,21/04/2022
Actual,Player 7,Strength Building,6,22/04/2022
Actual,Player 7,Strength Building,4,25/04/2022
Carried over,Player 7,Strength Building,4,27/04/2022
Actual,Player 7,Strength Building,4,26/04/2022
Actual,Player 7,Strength Building,7,28/04/2022
Carried over,Player 7,Strength Building,3,02/05/2022
Actual,Player 7,Strength Building,3,29/04/2022
Actual,Player 7,Strength Building,6,03/05/2022
Actual,Player 7,Strength Building,10,04/05/2022
Actual,Player 7,Strength Building,8,05/05/2022
Actual,Player 7,Strength Building,8,06/05/2022
Actual,Player 7,Strength Building,5,09/05/2022
Actual,Player 7,Strength Building,4,10/05/2022
Actual,Player 7,Strength Building,10,11/05/2022
Actual,Player 7,Strength Building,9,12/05/2022
Carried over,Player 7,Strength Building,5,16/05/2022
Actual,Player 7,Strength Building,5,13/05/2022
Actual,Player 7,Strength Building,5,17/05/2022
Actual,Player 7,Strength Building,9,18/05/2022
Actual,Player 7,Strength Building,7,19/05/2022
Actual,Player 7,Strength Building,6,20/05/2022
Actual,Player 7,Strength Building,5,23/05/2022
Carried over,Player 7,Strength Building,4,25/05/2022
Actual,Player 7,Strength Building,4,24/05/2022
Actual,Player 7,Strength Building,3,26/05/2022
Carried over,Player 7,Strength Building,8,30/05/2022
Actual,Player 7,Strength Building,8,27/05/2022
Carried over,Player 7,Strength Building,10,01/06/2022
Actual,Player 7,Strength Building,10,31/05/2022
Carried over,Player 7,Strength Building,3,03/06/2022
Actual,Player 7,Strength Building,3,02/06/2022
Actual,Player 7,Strength Building,5,06/06/2022
Actual,Player 7,Strength Building,10,07/06/2022
Actual,Player 7,Strength Building,5,08/06/2022
Actual,Player 7,Strength Building,4,09/06/2022
Actual,Player 7,Strength Building,5,10/06/2022
Actual,Player 7,Strength Building,3,13/06/2022
Carried over,Player 7,Strength Building,3,15/06/2022
Actual,Player 7,Strength Building,3,14/06/2022
Carried over,Player 7,Strength Building,5,17/06/2022
Actual,Player 7,Strength Building,5,16/06/2022
Actual,Player 7,Strength Building,4,20/06/2022
Carried over,Player 7,Strength Building,10,24/06/2022
Carried over,Player 7,Strength Building,10,23/06/2022
Carried over,Player 7,Strength Building,10,22/06/2022
Actual,Player 7,Strength Building,10,21/06/2022
Actual,Player 7,Strength Building,6,27/06/2022
Actual,Player 7,Strength Building,8,28/06/2022
Carried over,Player 7,Strength Building,9,01/07/2022
Carried over,Player 7,Strength Building,9,30/06/2022
Actual,Player 7,Strength Building,9,29/06/2022
Actual,Player 7,Strength Building,5,04/07/2022
Actual,Player 7,Strength Building,8,05/07/2022
Actual,Player 7,Strength Building,5,06/07/2022
Actual,Player 7,Strength Building,6,07/07/2022
Carried over,Player 7,Strength Building,10,11/07/2022
Actual,Player 7,Strength Building,10,08/07/2022
Carried over,Player 7,Strength Building,7,13/07/2022
Actual,Player 7,Strength Building,7,12/07/2022
Carried over,Player 7,Strength Building,3,18/07/2022
Carried over,Player 7,Strength Building,3,15/07/2022
Actual,Player 7,Strength Building,3,14/07/2022
Actual,Player 7,Strength Building,6,19/07/2022
Carried over,Player 7,Strength Building,3,22/07/2022
Carried over,Player 7,Strength Building,3,21/07/2022
Actual,Player 7,Strength Building,3,20/07/2022
Actual,Player 7,Strength Building,6,25/07/2022
Actual,Player 7,Strength Building,10,26/07/2022
Carried over,Player 7,Strength Building,10,28/07/2022
Actual,Player 7,Strength Building,10,27/07/2022
Carried over,Player 8,Agility,7,04/01/2022
Actual,Player 8,Agility,7,03/01/2022
Actual,Player 8,Agility,5,05/01/2022
Actual,Player 8,Agility,8,06/01/2022
Actual,Player 8,Agility,10,07/01/2022
Actual,Player 8,Agility,7,10/01/2022
Actual,Player 8,Agility,8,11/01/2022
Actual,Player 8,Agility,9,12/01/2022
Carried over,Player 8,Agility,10,18/01/2022
Carried over,Player 8,Agility,10,17/01/2022
Carried over,Player 8,Agility,10,14/01/2022
Actual,Player 8,Agility,10,13/01/2022
Actual,Player 8,Agility,4,19/01/2022
Actual,Player 8,Agility,3,20/01/2022
Actual,Player 8,Agility,5,21/01/2022
Actual,Player 8,Agility,3,24/01/2022
Carried over,Player 8,Agility,9,26/01/2022
Actual,Player 8,Agility,9,25/01/2022
Actual,Player 8,Agility,5,27/01/2022
Actual,Player 8,Agility,3,28/01/2022
Carried over,Player 8,Agility,7,02/02/2022
Carried over,Player 8,Agility,7,01/02/2022
Actual,Player 8,Agility,7,31/01/2022
Actual,Player 8,Agility,6,03/02/2022
Actual,Player 8,Agility,4,04/02/2022
Actual,Player 8,Agility,5,07/02/2022
Actual,Player 8,Agility,5,08/02/2022
Carried over,Player 8,Agility,4,11/02/2022
Carried over,Player 8,Agility,4,10/02/2022
Actual,Player 8,Agility,4,09/02/2022
Actual,Player 8,Agility,10,14/02/2022
Carried over,Player 8,Agility,5,16/02/2022
Actual,Player 8,Agility,5,15/02/2022
Actual,Player 8,Agility,4,17/02/2022
Actual,Player 8,Agility,4,18/02/2022
Actual,Player 8,Agility,4,21/02/2022
Actual,Player 8,Agility,5,22/02/2022
Actual,Player 8,Agility,6,23/02/2022
Actual,Player 8,Agility,4,24/02/2022
Actual,Player 8,Agility,5,25/02/2022
Actual,Player 8,Agility,4,28/02/2022
Carried over,Player 8,Agility,7,03/03/2022
Carried over,Player 8,Agility,7,02/03/2022
Actual,Player 8,Agility,7,01/03/2022
Actual,Player 8,Agility,8,04/03/2022
Actual,Player 8,Agility,9,07/03/2022
Actual,Player 8,Agility,10,08/03/2022
Carried over,Player 8,Agility,4,10/03/2022
Actual,Player 8,Agility,4,09/03/2022
Actual,Player 8,Agility,3,11/03/2022
Actual,Player 8,Agility,5,14/03/2022
Actual,Player 8,Agility,3,15/03/2022
Actual,Player 8,Agility,6,16/03/2022
Actual,Player 8,Agility,3,17/03/2022
Actual,Player 8,Agility,5,18/03/2022
Actual,Player 8,Agility,8,21/03/2022
Actual,Player 8,Agility,3,22/03/2022
Actual,Player 8,Agility,3,23/03/2022
Carried over,Player 8,Agility,3,25/03/2022
Actual,Player 8,Agility,3,24/03/2022
Actual,Player 8,Agility,3,28/03/2022
Actual,Player 8,Agility,9,29/03/2022
Actual,Player 8,Agility,7,30/03/2022
Carried over,Player 8,Agility,10,01/04/2022
Actual,Player 8,Agility,10,31/03/2022
Actual,Player 8,Agility,5,04/04/2022
Carried over,Player 8,Agility,9,06/04/2022
Actual,Player 8,Agility,9,05/04/2022
Actual,Player 8,Agility,4,07/04/2022
Actual,Player 8,Agility,4,08/04/2022
Actual,Player 8,Agility,5,11/04/2022
Actual,Player 8,Agility,5,12/04/2022
Actual,Player 8,Agility,9,13/04/2022
Actual,Player 8,Agility,7,14/04/2022
Actual,Player 8,Agility,9,15/04/2022
Actual,Player 8,Agility,10,18/04/2022
Actual,Player 8,Agility,10,19/04/2022
