Document Index (generated),conn_country,Album Name,Artist Name,Track Name,ms_played,reason_end,reason_start,shuffle,skipped,spotify_track_uri,ts
14026,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,...To Be Loved,181250,trackdone,trackdone,False,False,spotify:track:50kypkfAkqg0d2YXQwe7mt,2015-06-05T23:51:41Z
15682,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,...To Be Loved,181250,trackdone,trackdone,False,False,spotify:track:50kypkfAkqg0d2YXQwe7mt,2015-06-06T12:09:36Z
14818,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,...To Be Loved,181250,trackdone,trackdone,False,False,spotify:track:50kypkfAkqg0d2YXQwe7mt,2015-06-07T20:22:41Z
5979,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,...To Be Loved,181250,trackdone,trackdone,False,False,spotify:track:50kypkfAkqg0d2YXQwe7mt,2015-06-08T14:50:39Z
10791,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,...To Be Loved,181250,trackdone,trackdone,False,False,spotify:track:50kypkfAkqg0d2YXQwe7mt,2015-06-16T17:25:21Z
10202,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,...To Be Loved,181250,trackdone,trackdone,False,False,spotify:track:50kypkfAkqg0d2YXQwe7mt,2015-06-16T20:40:47Z
11808,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,...To Be Loved,181250,trackdone,trackdone,False,False,spotify:track:50kypkfAkqg0d2YXQwe7mt,2015-06-17T16:15:32Z
12367,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,Getting Away With Murder,190562,trackdone,trackdone,False,False,spotify:track:2gW7jNoJ9GxSrMWV2A5Aqr,2015-03-18T01:26:30Z
6415,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,Last Resort,200437,trackdone,trackdone,False,False,spotify:track:4V05j7HDUU2bZQwDOeIySh,2015-02-10T19:45:51Z
5232,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,Scars,208169,trackdone,trackdone,False,False,spotify:track:3To8Litlj8OXR4nZjkuKYx,2015-02-09T13:08:26Z
2041,GB,To Be Loved: The Best Of Papa Roach,Papa Roach,Scars,208169,trackdone,trackdone,False,False,spotify:track:3To8Litlj8OXR4nZjkuKYx,2015-02-19T16:07:01Z
8789,GB,Warriors,Papa Roach,Warriors,175882,trackdone,trackdone,False,False,spotify:track:1exJxBoxU6M2HmaarKMD0K,2015-03-14T15:56:18Z
8472,GB,Brand New Eyes,Paramore,Brick by Boring Brick,253946,trackdone,trackdone,False,False,spotify:track:6GPpocnUJbzMNMTJDLYCim,2015-12-30T21:03:17Z
13569,GB,Paramore,Paramore,Ain't It Fun,296520,trackdone,trackdone,False,False,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,2015-12-29T21:23:23Z
4304,GB,Paramore,Paramore,Ain't It Fun,296520,trackdone,trackdone,False,False,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,2016-01-01T02:48:19Z
12128,GB,Paramore,Paramore,Ain't It Fun,296520,trackdone,trackdone,False,False,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,2016-01-01T13:44:02Z
14155,GB,Paramore,Paramore,Still into You,216013,trackdone,trackdone,False,False,spotify:track:1yjY7rpaAQvKwpdUliHx0d,2015-12-29T22:57:51Z
3488,GB,Riot!,Paramore,Misery Business,211520,trackdone,trackdone,False,False,spotify:track:3l9CW99AHtExIRV4hW2N5m,2016-02-13T22:42:51Z
8754,GB,Kisskiss,Parov Stelar,Kisskiss,329690,trackdone,trackdone,False,False,spotify:track:2hASHtzYJcWPvNKq80jPrJ,2015-01-20T17:56:10Z
1809,GB,The Art Of Sampling,Parov Stelar,Jimmy's Gang - Radio Edit,195996,trackdone,trackdone,False,False,spotify:track:2wR7LnthqDyTGbubGJXu8j,2015-01-20T15:07:22Z
3469,GB,The Art Of Sampling,Parov Stelar,She Ain't Got No Money (feat. Lukas Graham),200124,trackdone,trackdone,False,False,spotify:track:4GW1kPIbzEZXlw5cGvfzBQ,2015-01-20T20:37:15Z
4266,GB,The Princess Part One,Parov Stelar,Song For The Crickets,331153,trackdone,trackdone,False,False,spotify:track:3484cI3gVVnaoRLGfDfex2,2015-01-20T15:18:44Z
9982,GB,The Princess Part One,Parov Stelar,The Princess,186069,trackdone,trackdone,False,False,spotify:track:1XKVklnNFXUd7ygc0bTake,2015-01-20T17:32:41Z
5299,GB,The Princess Part One,Parov Stelar,This Game feat. Anduze,186696,trackdone,trackdone,False,False,spotify:track:3qDFTDkyo1Rw57T3i8VbIF,2015-01-16T00:09:22Z
7964,GB,The Princess Part Two,Parov Stelar,Baska Brother,327549,trackdone,trackdone,False,False,spotify:track:0ALesDZZ99vDeaVIejIN2K,2015-01-15T22:59:08Z
6361,GB,"Classic Songs, My Way",Paul Anka,Mr. Brightside,229484,trackdone,trackdone,False,False,spotify:track:0Y4hUrzJ5OdFUnX2IXkhrw,2015-01-21T01:54:31Z
1002,GB,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Paul Anka,Diana,0,trackdone,trackdone,False,False,spotify:track:4chlGZQX5uPYpRLp3NezmX,2015-02-18T12:35:25Z
5207,GB,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Paul Anka,Diana,0,trackdone,trackdone,False,False,spotify:track:4chlGZQX5uPYpRLp3NezmX,2015-02-18T12:35:25Z
9404,GB,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Paul Anka,Diana,138317,trackdone,trackdone,False,False,spotify:track:4chlGZQX5uPYpRLp3NezmX,2015-02-23T16:36:59Z
12632,GB,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Paul Anka,Diana,138317,trackdone,trackdone,False,False,spotify:track:4chlGZQX5uPYpRLp3NezmX,2015-02-26T21:18:27Z
2002,GB,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Paul Anka,Diana,138317,trackdone,trackdone,False,False,spotify:track:4chlGZQX5uPYpRLp3NezmX,2015-02-28T01:58:12Z
14038,GB,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Paul Anka,Diana,138317,trackdone,trackdone,False,False,spotify:track:4chlGZQX5uPYpRLp3NezmX,2015-03-13T18:50:02Z
6852,GB,Chronicles,Paul Dinletir,Sands of Time,232106,trackdone,trackdone,False,False,spotify:track:6YC4qkhiryxKiuObpoBSW9,2015-12-14T22:15:40Z
12974,GB,As Time Goes By,Paul Kuhn and The Best,Move,218560,trackdone,trackdone,False,False,spotify:track:5LdNbjWOhofvMPZ7yy6V9O,2015-06-28T21:53:16Z
5285,GB,Samba Prelúdio,Paula Morelenbaum,Um a Zero,157173,trackdone,trackdone,False,False,spotify:track:6z3FYByufav39T7qkQ16bv,2015-06-28T17:31:35Z
12657,GB,gene,Pay money To my Pain,Voice,485880,trackdone,trackdone,False,False,spotify:track:4r6GBboJe2MAsLzaM2O7IB,2016-01-20T18:39:22Z
8404,GB,Signs Of Life,Penguin Cafe Orchestra,Perpetuum Mobile,267885,trackdone,trackdone,False,False,spotify:track:70YuSyPRfWnBkwxsRbS3ZH,2015-03-29T21:14:25Z
8697,GB,About Time,Pennywise,Same Old Story,162946,trackdone,trackdone,False,False,spotify:track:0MzZh977KEwxcqgs7lPAGJ,2015-12-24T23:03:39Z
11711,GB,About Time,Pennywise,Same Old Story,162946,trackdone,trackdone,False,False,spotify:track:0MzZh977KEwxcqgs7lPAGJ,2015-12-28T15:18:11Z
3106,GB,Full Circle,Pennywise,Society,204786,trackdone,trackdone,False,False,spotify:track:1Syl1VDsZ2z1raR131fMCA,2015-12-26T01:35:50Z
5001,GB,Straight Ahead,Pennywise,Alien,247133,trackdone,trackdone,False,False,spotify:track:3Xd3IXnA2rmyVawJL9tPVm,2015-12-26T15:13:28Z
8220,GB,Straight Ahead,Pennywise,Alien,247133,trackdone,trackdone,False,False,spotify:track:3Xd3IXnA2rmyVawJL9tPVm,2015-12-28T13:23:17Z
9429,GB,The Fuse,Pennywise,6th Avenue Nightmare,159706,trackdone,trackdone,False,False,spotify:track:4rp7ApQkFSVMOfu2kUnu3A,2015-12-27T15:01:11Z
6698,GB,The Fuse,Pennywise,Disconnect,178315,trackdone,trackdone,False,False,spotify:track:7B9o27ROPrLtUATuO5qXxf,2015-12-25T18:39:12Z
8515,GB,The Fuse,Pennywise,Premeditated Murder,160666,trackdone,trackdone,False,False,spotify:track:0GvruCd6OeIxI7MRdWMwSw,2015-12-25T18:25:35Z
10926,GB,The Fuse,Pennywise,Premeditated Murder,160666,trackdone,trackdone,False,False,spotify:track:0GvruCd6OeIxI7MRdWMwSw,2015-12-27T13:12:28Z
9481,GB,The Fuse,Pennywise,Yell Out,154440,trackdone,trackdone,False,False,spotify:track:2wIsv7gKyhG6yT773zDSsV,2015-12-26T16:52:37Z
7459,GB,Yesterdays,Pennywise,Public Defender,128996,trackdone,trackdone,False,False,spotify:track:4dSJgac89rAXukUJjF9O3T,2015-12-25T12:34:46Z
12338,GB,Yesterdays,Pennywise,She's A Winner,205189,trackdone,trackdone,False,False,spotify:track:4o1uUW9KjfvIJndTxhpbeS,2015-12-26T00:26:10Z
1425,GB,Yesterdays,Pennywise,Thanksgiving,170268,trackdone,trackdone,False,False,spotify:track:2Q1zoHjhTAtivyIoAdNnQA,2015-12-24T20:40:33Z
4654,GB,Yesterdays,Pennywise,Thanksgiving,170268,trackdone,trackdone,False,False,spotify:track:2Q1zoHjhTAtivyIoAdNnQA,2015-12-25T11:22:35Z
1205,GB,Yesterdays,Pennywise,What You Deserve,167640,trackdone,trackdone,False,False,spotify:track:2haGfY3fLCBKIu2jWYUjuG,2015-12-28T16:00:57Z
13601,GB,Erased Tapes Collection II,Peter Broderick,And It's Alright (Nils Frahm Remix),274259,trackdone,trackdone,False,False,spotify:track:6lQXjG7e6ET4a2KxVpOuNL,2015-03-13T17:31:38Z
15388,GB,Home,Peter Broderick,With the Notes In My Ears,160365,trackdone,trackdone,False,False,spotify:track:0vHbrExIbCaBIClpNEJ2O5,2015-02-24T14:58:23Z
10157,GB,Home,Peter Broderick,With the Notes In My Ears,160365,trackdone,trackdone,False,False,spotify:track:0vHbrExIbCaBIClpNEJ2O5,2015-03-02T02:22:53Z
6385,GB,Excusez-Moi,Peter White,Dreamwalk,356040,trackdone,trackdone,False,False,spotify:track:1tDdDgGz1q5CqmteYO7Dni,2016-02-25T15:55:01Z
15265,GB,Excusez-Moi,Peter White,Dreamwalk,356040,trackdone,trackdone,False,False,spotify:track:1tDdDgGz1q5CqmteYO7Dni,2016-02-25T23:58:59Z
5497,GB,Glassworks - Expanded Edition,Philip Glass,Glassworks: I. Opening,384861,trackdone,trackdone,False,False,spotify:track:4gdwUYVnVv8u0t6XaYob4v,2015-03-04T00:43:45Z
15171,GB,Glassworks - Expanded Edition,Philip Glass,Glassworks: I. Opening,384861,trackdone,trackdone,False,False,spotify:track:4gdwUYVnVv8u0t6XaYob4v,2015-03-17T14:11:16Z
13827,GB,Glassworks - Expanded Edition,Philip Glass,Glassworks: VI. Closing,357589,trackdone,trackdone,False,False,spotify:track:6nXArMkjtAdWNGr0jEUH5E,2015-02-26T15:08:05Z
13251,GB,Koyaanisqatsi,Philip Glass,Koyaanisqatsi,210155,trackdone,trackdone,False,False,spotify:track:1s73GUjd9LKHWoVuUolJDg,2015-03-04T16:03:04Z
5794,GB,Koyaanisqatsi,Philip Glass,Koyaanisqatsi,212192,trackdone,trackdone,False,False,spotify:track:1s73GUjd9LKHWoVuUolJDg,2015-02-23T16:40:34Z
15475,GB,Koyaanisqatsi,Philip Glass,Koyaanisqatsi,212192,trackdone,trackdone,False,False,spotify:track:1s73GUjd9LKHWoVuUolJDg,2015-02-24T22:00:19Z
8258,GB,Koyaanisqatsi,Philip Glass,Vessels,486321,trackdone,trackdone,False,False,spotify:track:7zgkfmmXhS7vwgk1EKqGUM,2015-02-27T22:50:35Z
8751,GB,Philip Glass: Solo Piano,Philip Glass,Metamorphosis: Five,0,trackdone,trackdone,False,False,spotify:track:1MavyfnbAqc50cuj6s4hqF,2015-03-03T22:00:25Z
12038,GB,Philip Glass: Solo Piano,Philip Glass,Metamorphosis: Four,420963,trackdone,trackdone,False,False,spotify:track:5USjy2og3AaFy63UGCFeNL,2015-02-19T02:01:57Z
9336,GB,Philip Glass: Solo Piano,Philip Glass,Metamorphosis: One,339721,trackdone,trackdone,False,False,spotify:track:4MQjH7bUOKCZlJXtAlfzDK,2015-02-19T01:00:44Z
7950,GB,Philip Glass: Solo Piano,Philip Glass,Metamorphosis: One,339721,trackdone,trackdone,False,False,spotify:track:4MQjH7bUOKCZlJXtAlfzDK,2015-02-21T04:22:48Z
10525,GB,Philip Glass: Solo Piano,Philip Glass,Metamorphosis: One,339721,trackdone,trackdone,False,False,spotify:track:4MQjH7bUOKCZlJXtAlfzDK,2015-03-04T22:37:08Z
2322,GB,Philip Glass: Solo Piano,Philip Glass,Metamorphosis: One,339721,trackdone,trackdone,False,False,spotify:track:4MQjH7bUOKCZlJXtAlfzDK,2015-03-16T14:30:15Z
15651,GB,Philip Glass: Solo Piano,Philip Glass,Metamorphosis: Three,332511,trackdone,trackdone,False,False,spotify:track:1SC1isE8WyjWV9WizZhJnb,2015-03-01T17:51:20Z
9204,GB,The Essential Philip Glass - Deluxe Edition,Philip Glass,Four,423888,trackdone,trackdone,False,False,spotify:track:45bOgQ4NwAPgdHumnhPAMh,2015-03-01T18:11:37Z
8750,GB,The Hours (Music from the Motion Picture Soundtrack),Philip Glass,I'm Going to Make a Cake,244479,trackdone,trackdone,False,False,spotify:track:2FJJLuC9R3x3SRJ5jblmMO,2015-02-21T19:42:47Z
5344,GB,The Hours (Music from the Motion Picture Soundtrack),Philip Glass,I'm Going to Make a Cake,244479,trackdone,trackdone,False,False,spotify:track:2FJJLuC9R3x3SRJ5jblmMO,2015-02-24T14:55:40Z
4754,GB,The Hours (Music from the Motion Picture Soundtrack),Philip Glass,I'm Going to Make a Cake,244479,trackdone,trackdone,False,False,spotify:track:2FJJLuC9R3x3SRJ5jblmMO,2015-02-26T14:18:53Z
15906,GB,The Hours (Music from the Motion Picture Soundtrack),Philip Glass,The Hours,0,trackdone,trackdone,False,False,spotify:track:2vHxeotyQDiCsKaYsaDG5P,2015-02-23T02:09:47Z
6655,GB,The Hours (Music from the Motion Picture Soundtrack),Philip Glass,The Kiss,237060,trackdone,trackdone,False,False,spotify:track:1s3s2xBrZCIh3JVkFj2YSZ,2015-02-23T13:49:22Z
2327,GB,The Hours (Music from the Motion Picture Soundtrack),Philip Glass,The Poet Acts,0,trackdone,trackdone,False,False,spotify:track:0XiMoe7Dh3CcF5sYNWIwYR,2015-02-26T16:29:55Z
7126,GB,The Hours (Music from the Motion Picture Soundtrack),Philip Glass,The Poet Acts,223215,trackdone,trackdone,False,False,spotify:track:0XiMoe7Dh3CcF5sYNWIwYR,2015-03-11T16:13:01Z
7542,GB,Mannequins,Picture Me Broken,Mannequins,224440,trackdone,trackdone,False,False,spotify:track:5bfrgrkugnxImS2KhAf9uS,2015-09-27T13:59:39Z
7367,GB,In The Moment,Pieces Of A Dream,In The Moment,329466,trackdone,trackdone,False,False,spotify:track:3GWOPV0aiXKYarVhaPnUP5,2016-02-27T15:33:58Z
11644,GB,Brush It Off,Plan Three,Brush It Off,0,trackdone,trackdone,False,False,spotify:track:0KyQpI05aH1C4kwHYDeLjF,2015-02-01T02:04:59Z
6591,GB,Brush It Off,Plan Three,Brush It Off,265482,trackdone,trackdone,False,False,spotify:track:0KyQpI05aH1C4kwHYDeLjF,2015-01-29T00:47:41Z
15447,GB,Onyx,Pop Evil,Monster You Made,0,trackdone,trackdone,False,False,spotify:track:5fmE8M3a0fUKxDB6RK1tjW,2015-01-26T22:52:48Z
3183,GB,Onyx,Pop Evil,Monster You Made,80971,trackdone,trackdone,False,False,spotify:track:5fmE8M3a0fUKxDB6RK1tjW,2015-02-01T12:24:54Z
13232,GB,Onyx,Pop Evil,Monster You Made,221805,trackdone,trackdone,False,False,spotify:track:5fmE8M3a0fUKxDB6RK1tjW,2015-01-22T23:31:28Z
5370,GB,Onyx,Pop Evil,Monster You Made,221805,trackdone,trackdone,False,False,spotify:track:5fmE8M3a0fUKxDB6RK1tjW,2015-02-13T17:39:33Z
7914,GB,The Indifference Engine,Professor Elemental,Cup of Brown Joy (Tea Bag Remix),189204,trackdone,trackdone,False,False,spotify:track:1tqDhEkvg2RvDTdwKWYz5r,2015-02-17T18:08:05Z
12877,GB,The Greatest Hits: This Is My Life,Propellerheads Feat. Miss Shirley Bassey,History Repeating,244000,trackdone,trackdone,False,False,spotify:track:05mdiAnALU200LER7TId7R,2016-02-26T23:57:57Z
12707,GB,100 Rock,Puddle Of Mudd,Blurry,304600,trackdone,trackdone,False,False,spotify:track:5NNgxgTAVynnCxUz0XgSLI,2016-02-05T18:46:30Z
12841,GB,Come Clean,Puddle Of Mudd,Blurry,303881,trackdone,trackdone,False,False,spotify:track:1YrJCGCuGZQFBwTb6gwIEM,2015-03-24T13:56:36Z
5391,GB,Come Clean,Puddle Of Mudd,Blurry,303920,trackdone,trackdone,False,False,spotify:track:1YrJCGCuGZQFBwTb6gwIEM,2015-05-31T12:52:30Z
14838,GB,Come Clean,Puddle Of Mudd,Blurry,303920,trackdone,trackdone,False,False,spotify:track:1YrJCGCuGZQFBwTb6gwIEM,2015-05-31T22:01:59Z
9238,GB,Come Clean,Puddle Of Mudd,Blurry,303920,trackdone,trackdone,False,False,spotify:track:1YrJCGCuGZQFBwTb6gwIEM,2015-06-06T18:37:48Z
11847,GB,Come Clean,Puddle Of Mudd,Blurry,303920,trackdone,trackdone,False,False,spotify:track:1YrJCGCuGZQFBwTb6gwIEM,2015-06-27T23:05:42Z
4584,GB,Come Clean,Puddle Of Mudd,Control,230013,trackdone,trackdone,False,False,spotify:track:23ZVCBYRdK8txTiTG2Oq6o,2015-06-01T00:39:12Z
2157,GB,Come Clean,Puddle Of Mudd,Control,230013,trackdone,trackdone,False,False,spotify:track:23ZVCBYRdK8txTiTG2Oq6o,2015-06-05T18:10:57Z
6351,GB,Life On Display,Puddle Of Mudd,Heel Over Head,245440,trackdone,trackdone,False,False,spotify:track:25sZPcYu4DvZ94pVuFlRNF,2015-06-17T13:43:10Z
8449,GB,Life On Display,Puddle Of Mudd,Spin You Around,267000,trackdone,trackdone,False,False,spotify:track:4SwRq3y0Jsizt4kuShbEkV,2015-06-07T01:58:59Z
12678,GB,Life On Display,Puddle Of Mudd,Spin You Around,267000,trackdone,trackdone,False,False,spotify:track:4SwRq3y0Jsizt4kuShbEkV,2015-06-08T20:39:38Z
14507,GB,Life On Display,Puddle Of Mudd,Spin You Around,267000,trackdone,trackdone,False,False,spotify:track:4SwRq3y0Jsizt4kuShbEkV,2015-06-10T11:13:05Z
6914,GB,Re(Disc)overed,Puddle Of Mudd,Gimme Shelter,305826,trackdone,trackdone,False,False,spotify:track:7olmCTzjNrW3SECjpiuRGy,2015-05-31T19:25:22Z
3739,GB,Hi Hi Puffy AmiYumi,Puffy AmiYumi,TEEN TITANS THEME,186440,trackdone,trackdone,False,False,spotify:track:6AiA5Nde68xpC5F1sTKdzX,2015-11-30T11:06:35Z
3938,GB,Big Band Bossa Nova,Quincy Jones,Soul Bossa Nova,164773,trackdone,trackdone,False,False,spotify:track:0GrCQKtss5KErFHWfwUKwD,2016-02-26T22:40:58Z
6237,GB,Anime Collection Naruto,RMaster,Wind - Karaoke - From Naruto,214555,trackdone,trackdone,False,False,spotify:track:61WcQJjwU31awPrETVhcIH,2016-01-13T23:35:14Z
15716,GB,Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,Settle For Nothing,286666,trackdone,trackdone,False,False,spotify:track:1CbG6oKKrYEw3W1DnddDFv,2016-01-30T15:23:51Z
5483,GB,Game Of Thrones,Ramin Djawadi,Game Of Thrones - Main Title,106280,trackdone,trackdone,False,False,spotify:track:7JD5OoA5hGBJDCBecoGlCy,2015-11-25T10:06:52Z
10280,GB,Love That Girl,Raphael Saadiq,Love That Girl,186413,trackdone,trackdone,False,False,spotify:track:62d74NoujsoEDNWWiZxFYz,2016-02-26T22:44:05Z
8218,GB,High Life,Ray Collins' Hot Club,High Life,210053,trackdone,trackdone,False,False,spotify:track:2a9HZTMq4vflegpiPKaojS,2015-11-25T17:41:31Z
8567,GB,Tohuwabohu,Ray Collins' Hot Club,Yeah Yeah Baby You’re Right,195786,trackdone,trackdone,False,False,spotify:track:7aIhcfHRxIl8Yx6kvGU6ip,2015-11-25T15:53:19Z
13883,GB,End Of Silence,Red,Breathe Into Me,214386,trackdone,trackdone,False,False,spotify:track:5BrxQCdse2b424hlurCvGz,2015-01-24T17:43:35Z
10805,GB,By the Way,Red Hot Chili Peppers,By the Way,216933,trackdone,trackdone,False,False,spotify:track:1f2V8U1BiWaC9aJWmpOARe,2015-05-30T21:31:30Z
12494,GB,Californication,Red Hot Chili Peppers,Around the World,238733,trackdone,trackdone,False,False,spotify:track:0aGQHMr7bc23Y9Ts84ffop,2016-01-30T18:08:58Z
13783,GB,Stadium Arcadium,Red Hot Chili Peppers,Hump de Bump,213320,trackdone,trackdone,False,False,spotify:track:5f2ZVFERwwh3asebmurZEf,2016-01-30T19:04:27Z
1794,GB,Light It Up,Rev Theory,Broken Bones,266526,trackdone,trackdone,False,False,spotify:track:4871nNWGGeXzrEtVg0kvoA,2015-01-24T17:48:05Z
11866,GB,Dreamwalker,Reza Khan,Dreamwalker,269313,trackdone,trackdone,False,False,spotify:track:3KQOb4kR63Fzr0hyISkfPw,2016-02-29T10:29:31Z
15857,GB,Napoleon: Total War,Richard Beddow,The Mamluks attack,139569,trackdone,trackdone,False,False,spotify:track:3mrVp7C9uJkaJzDabQdTjX,2015-07-16T16:57:28Z
15837,GB,The Sunny Side of the Moon: The Best of Richard Cheese,Richard Cheese,Down With The Sickness,128234,trackdone,trackdone,False,False,spotify:track:6V3Tes7Vmn37Hdhrn5nZVv,2015-02-17T20:30:29Z
7723,GB,Appeal To Reason,Rise Against,Re-Education (Through Labor),222432,trackdone,trackdone,False,False,spotify:track:6c1Bdvp208X0jbLmFnWbkC,2015-02-08T14:57:58Z
8011,GB,Appeal To Reason,Rise Against,Savior,242280,trackdone,trackdone,False,False,spotify:track:1vcxF91pWs9uNwDROuiCPB,2015-12-31T12:51:16Z
14629,GB,Appeal To Reason,Rise Against,Savior,242280,trackdone,trackdone,False,False,spotify:track:1vcxF91pWs9uNwDROuiCPB,2016-01-03T00:52:47Z
3604,GB,Appeal To Reason,Rise Against,Savior,242285,trackdone,trackdone,False,False,spotify:track:1vcxF91pWs9uNwDROuiCPB,2015-02-10T22:10:28Z
7587,GB,Appeal To Reason,Rise Against,Savior,242285,trackdone,trackdone,False,False,spotify:track:1vcxF91pWs9uNwDROuiCPB,2015-02-13T13:11:44Z
8344,GB,Appeal To Reason / Siren Song Of The Counter Culture / The Sufferer & The Witness,Rise Against,Prayer Of The Refugee,199392,trackdone,trackdone,False,False,spotify:track:7DFJHZ0v1QH2jaOutqAJGb,2015-02-19T14:03:48Z
8261,GB,Endgame,Rise Against,Make It Stop (September's Children),0,trackdone,trackdone,False,False,spotify:track:7IMLn7dBjWiUzGXzk20EGb,2015-02-12T22:35:02Z
11894,GB,Endgame,Rise Against,Make It Stop (September's Children),0,trackdone,trackdone,False,False,spotify:track:7IMLn7dBjWiUzGXzk20EGb,2015-02-12T23:35:57Z
4071,GB,Endgame,Rise Against,Make It Stop (September's Children),234709,trackdone,trackdone,False,False,spotify:track:7IMLn7dBjWiUzGXzk20EGb,2015-02-14T23:47:43Z
10327,GB,Endgame,Rise Against,Satellite,238523,trackdone,trackdone,False,False,spotify:track:1UMfD9AXeunpbd2TKEtuY9,2015-02-12T00:19:43Z
7728,GB,Endgame,Rise Against,Satellite,238523,trackdone,trackdone,False,False,spotify:track:1UMfD9AXeunpbd2TKEtuY9,2015-02-13T14:51:42Z
12142,GB,Endgame,Rise Against,Satellite,238523,trackdone,trackdone,False,False,spotify:track:1UMfD9AXeunpbd2TKEtuY9,2015-02-15T23:46:57Z
13371,GB,Endgame,Rise Against,Satellite,238523,trackdone,trackdone,False,False,spotify:track:1UMfD9AXeunpbd2TKEtuY9,2015-02-16T15:56:01Z
8784,GB,The Sufferer & The Witness,Rise Against,Prayer Of The Refugee,176901,trackdone,trackdone,False,False,spotify:track:2GTBnTnkvaNhVg7ADGnVzN,2015-02-13T23:46:17Z
13660,GB,The Sufferer & The Witness,Rise Against,Prayer Of The Refugee,199386,trackdone,trackdone,False,False,spotify:track:2GTBnTnkvaNhVg7ADGnVzN,2016-01-03T14:27:55Z
2600,GB,The Sufferer & The Witness,Rise Against,Under The Knife,0,trackdone,trackdone,False,False,spotify:track:3X8WHniDzH20AXb4AxQPX9,2015-02-17T15:54:25Z
2988,GB,The Sufferer & The Witness,Rise Against,Under The Knife,165171,trackdone,trackdone,False,False,spotify:track:3X8WHniDzH20AXb4AxQPX9,2015-02-16T17:30:05Z
13137,GB,The Sufferer & The Witness,Rise Against,Worth Dying For,200019,trackdone,trackdone,False,False,spotify:track:2cb4GyN7uKLMOezKYREPMT,2015-02-10T15:42:54Z
11631,GB,"Schumann : Kinderszenen, Waldszenen & Bunte Blätter",Robert Schumann,"Schumann: Waldszenen, Op. 82: No. 2, Jäger auf der Lauer",77870,trackdone,trackdone,False,False,spotify:track:1d4gcOPGh2ekXULuYmquUo,2015-03-14T14:05:07Z
1024,GB,"4th Of July: Music For Independence Day, Volume 1",Roger McGuinn,American Girl,225026,trackdone,trackdone,False,False,spotify:track:7J8NoGcvQqLKE6yR7S6RP9,2015-05-11T23:29:30Z
13591,GB,En La Luna,Rolando Luna,Alerta En El Cerro,388520,trackdone,trackdone,False,False,spotify:track:2e5tnGNkl6zhJMPYx79h0A,2015-06-30T11:21:25Z
3518,GB,En La Luna,Rolando Luna,Alerta En El Cerro,388520,trackdone,trackdone,False,False,spotify:track:2e5tnGNkl6zhJMPYx79h0A,2015-07-01T20:17:24Z
9917,GB,En La Luna,Rolando Luna,Alerta En El Cerro,388520,trackdone,trackdone,False,False,spotify:track:2e5tnGNkl6zhJMPYx79h0A,2015-07-13T00:26:36Z
11170,GB,En La Luna,Rolando Luna,Brass Guaguancó,252919,trackdone,trackdone,False,False,spotify:track:4HJeHJiEsx7Wqv4ofLHacU,2015-07-11T13:32:39Z
2459,GB,En La Luna,Rolando Luna,En La Luna,395600,trackdone,trackdone,False,False,spotify:track:6p84UdUkDc14X6t8fx8wNF,2015-06-29T14:23:09Z
14898,GB,En La Luna,Rolando Luna,En La Luna,395600,trackdone,trackdone,False,False,spotify:track:6p84UdUkDc14X6t8fx8wNF,2015-07-02T16:36:07Z
7575,GB,Chasing the Sun,Royal Bliss,Drink My Stupid Away,230350,trackdone,trackdone,False,False,spotify:track:7MZ00b2Owrr6qUtZVk545Q,2015-06-14T23:36:05Z
13379,GB,Waiting Out the Storm,Royal Bliss,Crazy,219088,trackdone,trackdone,False,False,spotify:track:3EfwppcUxeY1lOx0nsinpv,2015-01-24T21:41:39Z
10340,GB,The Contender,Royal Crown Revue,Stormy Weather,219335,trackdone,trackdone,False,False,spotify:track:2V4DShkadADmCBOxzGFdWr,2015-11-27T09:54:46Z
2937,GB,The Contender,Royal Crown Revue,Stormy Weather,220446,trackdone,trackdone,False,False,spotify:track:2V4DShkadADmCBOxzGFdWr,2015-01-21T01:36:02Z
2141,GB,The Contender,Royal Crown Revue,The Contender,204721,trackdone,trackdone,False,False,spotify:track:2E5GfAnEjtwWnpVXDRQuVG,2015-01-20T20:53:03Z
7754,GB,Out Of The Game,Rufus Wainwright,Out Of The Game,0,trackdone,trackdone,False,False,spotify:track:4k1VLeIDcBIT0HLgMJJqtC,2015-03-02T20:52:46Z
