Cumulative Monthly Cost,ID,Country,City,Address,Company,Office Size,Contract Start,Contract End,Contract Length,Months Until Expiry,People,Per Person,Rent per Month,Month Divider
2280000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,02/06/2026
2318000,3,United Kingdom,Newcastle,22 Corben Circle,Schoen and Sons,Large,02/07/2021,01/07/2026,60,51,100,380,38000,01/07/2026
20000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,30/07/2021
40000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,30/08/2021
60000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,30/09/2021
80000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,30/10/2021
100000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,30/11/2021
120000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,30/12/2021
140000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,30/01/2022
160000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/02/2022
180000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/03/2022
200000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/04/2022
220000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/05/2022
240000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/06/2022
260000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/07/2022
280000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/08/2022
300000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/09/2022
320000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/10/2022
340000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/11/2022
360000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/12/2022
380000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/01/2023
400000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/02/2023
420000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/03/2023
440000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/04/2023
460000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/05/2023
480000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/06/2023
500000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/07/2023
520000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/08/2023
540000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/09/2023
560000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/10/2023
580000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/11/2023
600000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/12/2023
620000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/01/2024
640000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/02/2024
660000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/03/2024
680000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/04/2024
700000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/05/2024
720000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/06/2024
740000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,28/07/2024
760000,4,United Kingdom,Liverpool,628 Superior Plaza,"Olson, Berge and Walsh",Medium,30/07/2021,29/07/2024,36,27,50,400,20000,29/07/2024
8000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/10/2021
16000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/11/2021
24000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/12/2021
32000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/01/2022
40000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/02/2022
48000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/03/2022
56000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/04/2022
64000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/05/2022
72000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/06/2022
80000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/07/2022
88000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/08/2022
96000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/09/2022
104000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/10/2022
112000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/11/2022
120000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/12/2022
128000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/01/2023
136000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/02/2023
144000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/03/2023
152000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/04/2023
160000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/05/2023
168000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/06/2023
176000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/07/2023
184000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/08/2023
192000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/09/2023
200000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/10/2023
208000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/11/2023
216000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/12/2023
224000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/01/2024
232000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/02/2024
240000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/03/2024
248000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/04/2024
256000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/05/2024
264000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/06/2024
272000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/07/2024
280000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/08/2024
288000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,24/09/2024
296000,5,United Kingdom,Liverpool,83179 Debra Pass,Hilll-Trantow,Small,24/10/2021,23/10/2024,36,30,20,400,8000,23/10/2024
52000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/08/2021
104000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/09/2021
156000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/10/2021
208000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/11/2021
260000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/12/2021
312000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/01/2022
364000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/02/2022
416000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/03/2022
468000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/04/2022
520000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/05/2022
572000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/06/2022
624000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/07/2022
676000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/08/2022
728000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/09/2022
780000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/10/2022
832000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/11/2022
884000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/12/2022
936000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/01/2023
988000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/02/2023
1040000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/03/2023
1092000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/04/2023
1144000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/05/2023
1196000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/06/2023
1248000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/07/2023
1300000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/08/2023
1352000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/09/2023
1404000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/10/2023
1456000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/11/2023
1508000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/12/2023
1560000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/01/2024
1612000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/02/2024
1664000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/03/2024
1716000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/04/2024
1768000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/05/2024
1820000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/06/2024
1872000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/07/2024
1924000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/08/2024
1976000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/09/2024
2028000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/10/2024
2080000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/11/2024
2132000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/12/2024
2184000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/01/2025
2236000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/02/2025
2288000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/03/2025
2340000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/04/2025
2392000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/05/2025
2444000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/06/2025
2496000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,26/07/2025
2548000,6,United Kingdom,London,6776 Gale Way,Abshire Group,Large,26/08/2021,25/08/2025,48,40,100,520,52000,25/08/2025
43000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/12/2021
86000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/01/2022
129000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/02/2022
172000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/03/2022
215000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/04/2022
258000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/05/2022
301000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/06/2022
344000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/07/2022
387000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/08/2022
430000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/09/2022
473000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/10/2022
516000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/11/2022
559000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/12/2022
602000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/01/2023
645000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/02/2023
688000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/03/2023
731000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/04/2023
774000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/05/2023
817000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/06/2023
860000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/07/2023
903000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/08/2023
946000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/09/2023
989000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/10/2023
1032000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/11/2023
1075000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/12/2023
1118000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/01/2024
1161000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/02/2024
1204000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/03/2024
1247000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/04/2024
1290000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/05/2024
1333000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/06/2024
1376000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/07/2024
1419000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/08/2024
1462000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/09/2024
1505000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/10/2024
1548000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,14/11/2024
1591000,7,United Kingdom,Manchester,5364 Blaine Court,Emmerich-Tillman,Large,14/12/2021,13/12/2024,36,32,100,430,43000,13/12/2024
40000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/09/2021
80000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/10/2021
120000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/11/2021
160000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/12/2021
200000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/01/2022
240000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/02/2022
280000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/03/2022
320000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/04/2022
360000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/05/2022
400000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/06/2022
440000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/07/2022
480000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/08/2022
520000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/09/2022
560000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/10/2022
600000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/11/2022
640000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/12/2022
680000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/01/2023
720000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/02/2023
760000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/03/2023
800000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/04/2023
840000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/05/2023
880000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/06/2023
920000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/07/2023
960000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/08/2023
1000000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/09/2023
1040000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/10/2023
1080000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/11/2023
1120000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/12/2023
1160000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/01/2024
1200000,8,United Kingdom,Liverpool,9838 Kennedy Street,McClure and Sons,Large,28/09/2021,27/09/2026,60,53,100,400,40000,28/02/2024
