Series,Week,Couple,Scores,Dance,Music,Result,Film,Broadway musical,Musical,Country,CelebratingBBC
17,Week 5,Will & Janette,"32 (7, 8, 8, 9)",Contemporary,"""7 Years"" —Lukas Graham",Safe,,,,,
17,Week 5,Chris & Karen,"25 (5, 6, 7, 7)",Quickstep,"""Let's Go Crazy"" —Prince&The Revolution",Safe,,,,,
17,Week 5,Saffron & AJ,"38 (9, 10, 9, 10)",Foxtrot,"""Theme fromNew York, New York"" —Frank Sinatra",Safe,,,,,
17,Week 6: Halloween Week,Couple,Scores,Dance,Music[23],Result,,,,,
17,Week 6: Halloween Week,Emma B. & Anton,"28 (5, 7, 8, 8)",Tango,"""Toccata and Fugue in D minor"" —Johann Sebastian Bach",Safe,,,,,
17,Week 6: Halloween Week,Emma W. & Aljaž,"30 (6, 8, 8, 8)",Charleston,"""A Little Party Never Killed Nobody (All We Got)"" —Fergie,Q-Tip&GoonRock",Safe,,,,,
17,Week 6: Halloween Week,Chris & Karen,"23 (5, 6, 6, 6)",Samba,"""Everybody (Backstreet's Back)"" —Backstreet Boys",Safe,,,,,
17,Week 6: Halloween Week,Saffron & AJ,"33 (8, 8, 8, 9)",Jive,"""Every Little Thing She Does Is Magic"" —The Police",Safe,,,,,
17,Week 6: Halloween Week,Mike & Katya,"26 (6, 6, 7, 7)",Tango,"""What You Waiting For?"" —Gwen Stefani",Bottom two,,,,,
17,Week 6: Halloween Week,Karim & Amy,"29 (7, 7, 7, 8)",Paso doble,"""Smalltown Boy"" —Bronski Beat",Safe,,,,,
17,Week 6: Halloween Week,Catherine & Johannes,"24 (6, 6, 5, 7)",Cha-cha-cha,"""Scared of the Dark"" —Steps",Eliminated,,,,,
17,Week 6: Halloween Week,Michelle & Giovanni,"39 (9, 10, 10, 10)",Foxtrot,"""The Addams FamilyTheme"" —Vic Mizzy",Safe,,,,,
17,Week 6: Halloween Week,Kelvin & Oti,"36 (9, 9, 9, 9)",Tango,"""Bad Guy"" —Billie Eilish",Safe,,,,,
17,Week 6: Halloween Week,Alex & Kevin,"34 (7, 9, 9, 9)",Street/Commercial,"""Ghostbusters"" —Ray Parker Jr.",Safe,,,,,
17,Week 7,Couple,Scores,Dance,Music[24],Result,,,,,
17,Week 7,Karim & Amy,"39 (9, 10, 10, 10)",Quickstep,"""Mr. Pinstripe Suit"" —Big Bad Voodoo Daddy",Safe,,,,,
17,Week 7,Michelle & Giovanni,"34 (8, 9, 9, 8)",Paso doble,"""Another One Bites the Dust"" —Queen",Safe,,,,,
17,Week 7,Emma W. & Aljaž,"26 (5, 7, 7, 7)",Samba,"""I Don't Care"" —Ed Sheeran&Justin Bieber",Eliminated,,,,,
17,Week 7,Kelvin & Oti,"34 (8, 9, 8, 9)",Viennese waltz,"""Say Something"" —A Great Big World&Christina Aguilera",Safe,,,,,
17,Week 7,Saffron & AJ,"27 (6, 7, 7, 7)",Salsa,"""Instruction"" —Jax Jones, feat.Demi Lovato",Safe,,,,,
17,Week 7,Alex & Kevin1,"31 (7, 8, 8, 8)",American Smooth,"""Ain't No Mountain High Enough"" —Marvin Gaye&Tammi Terrell",Safe,,,,,
17,Week 7,Chris & Karen,"34 (8, 9, 9, 8)",Street/Commercial,"""Let's Get Ready to Rhumble"" —PJ & Duncan",Safe,,,,,
17,Week 7,Emma B. & Anton,"22 (5, 6, 5, 6)",Rumba,"""Woman in Love"" —Barbra Streisand",Safe,,,,,
17,Week 7,Mike & Katya,"30 (7, 7, 8, 8)",Charleston,"""Those Magnificent Men in their Flying Machines"" —The Ron Goodwin Orchestra",Bottom two,,,,,
17,Week 8,Couple,Scores,Dance,Music[25],Result,,,,,
17,Week 8,Alex & Neil,"31 (7, 8, 8, 8)",Jive,"""Let's Twist Again"" —Chubby Checker",Safe,,,,,
17,Week 8,Mike & Katya,"25 (5, 7, 7, 6)",Paso doble,"""Tamacun"" —Rodrigo y Gabriela",Eliminated,,,,,
17,Week 8,Karim & Amy,"30 (6, 8, 8, 8)",Viennese waltz,"""Give Me Love"" —Ed Sheeran",Safe,,,,,
17,Week 8,Chris & Karen,"26 (5, 7, 7, 7)",Tango,"""Survivor"" —2WEI",Safe,,,,,
17,Week 8,Michelle & Giovanni,"36 (9, 9, 9, 9)",American Smooth,"""I Just Want to Make Love to You"" —Etta James",Bottom two,,,,,
17,Week 8,Emma B. & Anton,"33 (8, 9, 8, 8)",Theatre/Jazz,"""Right Now"" —The Pussycat Dolls",Safe,,,,,
17,Week 8,Saffron & AJ,"39 (9, 10, 10, 10)",Waltz,"""Your Song"" —Ellie Goulding",Safe,,,,,
17,Week 8,Kelvin & Oti,"35 (8, 9, 9, 9)",Salsa,"""Let's Hear It for the Boy"" —Deniece Williams",Safe,,,,,
17,Week 9: Blackpool Week,Couple,Scores,Dance,Music[26],Result,,,,,
17,Week 9: Blackpool Week,Chris & Karen,"33 (7, 8, 9, 9)",Salsa,"""Uptown Funk"" —Mark Ronson, feat.Bruno Mars",Safe,,,,,
17,Week 9: Blackpool Week,Emma B. & Anton,"37 (8, 9, 10, 10)",American Smooth,"""Let's Face the Music and Dance"" —Ella Fitzgerald",Safe,,,,,
17,Week 9: Blackpool Week,Alex & Neil,"34 (8, 8, 9, 9)",Paso doble,"""Run the World (Girls)"" —Beyoncé",Safe,,,,,
17,Week 9: Blackpool Week,Kelvin & Oti,"39 (9, 10, 10, 10)",Jive,"""Jailhouse Rock"" —fromSmokey Joe's Cafe",Safe,,,,,
17,Week 9: Blackpool Week,Saffron & AJ,"35 (8, 9, 9, 9)",Quickstep,"""I Went to a Marvellous Party"" —Beverley Knight",Bottom two,,,,,
17,Week 9: Blackpool Week,Michelle & Giovanni,"32 (8, 8, 8, 8)",Street/Commercial,"""Vogue"" —Madonna",Eliminated,,,,,
17,Week 9: Blackpool Week,Karim & Amy,"39 (9, 10, 10, 10)",Charleston,"""Happy"" —C2C, feat. Derek Martin",Safe,,,,,
17,Week 10,Couple,Scores,Dance,Music[27],Result,,,,,
17,Week 10,Saffron & AJ,"26 (5, 7, 7, 7)",Samba,"""Walking on Sunshine"" — Take Me to Rio Collective",Eliminated,,,,,
17,Week 10,Karim & Amy,"38 (9, 9, 10, 10)",Contemporary,"""Drops of Jupiter (Tell Me)"" —With Confidence",Bottom two,,,,,
17,Week 10,Alex & Neil,"26 (4, 7, 7, 8)",Argentine tango,"""Never Tear Us Apart"" —Bishop Briggs",Safe,,,,,
17,Week 10,Kelvin & Oti,"38 (8, 10, 10, 10)",Street/Commercial,"""Do I Love You (Indeed I Do)"" —Frank Wilson",Safe,,,,,
17,Week 10,Emma B. & Anton,"29 (6, 8, 7, 8)",Quickstep,"""Sparkling Diamonds"" —Nicole Kidman",Safe,,,,,
17,Week 10,Chris & Karen,"31 (8, 8, 8, 7)",Paso doble,"""Run Boy Run"" —Woodkid",Safe,,,,,
17,Week 11: Musicals Week (Quarter-final),Couple,Scores,Dance,Music[28],Result,,,Musical,,
17,Week 11: Musicals Week (Quarter-final),Chris & Karen,"28 (6, 7, 8, 7)",Foxtrot,"""Consider Yourself""",Bottom two,,,Oliver!,,
17,Week 11: Musicals Week (Quarter-final),Alex & Neil,"27 (6, 7, 7, 7)",Samba,"""Joyful, Joyful""",Eliminated,,,Sister Act 2: Back in the Habit,,
17,Week 11: Musicals Week (Quarter-final),Kelvin & Oti,"39 (9, 10, 10, 10)",American Smooth,"""Gaston""",Safe,,,Beauty and the Beast,,
17,Week 11: Musicals Week (Quarter-final),Karim & Amy,"40 (10, 10, 10, 10)",Jive,"""You Can't Stop the Beat""",Safe,,,Hairspray,,
17,Week 11: Musicals Week (Quarter-final),Emma B. & Anton,"39 (9, 10, 10, 10)",Charleston,"""Thoroughly Modern Millie""",Safe,,,Thoroughly Modern Millie,,
17,Week 12: Semi-final,Couple,Scores,Dance,Music[29],Result,,,,,
17,Week 12: Semi-final,Emma B. & Anton,"31 (7, 8, 8, 8)",Cha-cha-cha,"""Hold My Hand"" —Jess Glynne",Safe,,,,,
17,Week 12: Semi-final,Emma B. & Anton,"36 (8, 9, 9, 10)",Waltz,"""Gymnopédie No. 1"" —Erik Satie",Safe,,,,,
17,Week 12: Semi-final,Kelvin & Oti,"40 (10, 10, 10, 10)",Quickstep,"""The Lady Is a Tramp"" —Cast ofGlee",Safe,,,,,
17,Week 12: Semi-final,Kelvin & Oti,"37 (9, 10, 9, 9)",Paso doble,"""Seven Nation Army"" —The White Stripes",Safe,,,,,
17,Week 12: Semi-final,Chris & Karen,"26 (7, 7, 6, 6)",Viennese waltz,"""Somebody to Love"" —Queen",Eliminated,,,,,
17,Week 12: Semi-final,Chris & Karen,"28 (4, 8, 8, 8)",Rumba,"""Don't Watch Me Cry"" —Jorja Smith",Eliminated,,,,,
17,Week 12: Semi-final,Karim & Amy,"36 (8, 10, 9, 9)",Argentine tango,"""Libertango"" —Bond",Bottom two,,,,,
17,Week 12: Semi-final,Karim & Amy,"38 (9, 10, 9, 10)",American Smooth,"""Sweet Caroline"" —Neil Diamond",Bottom two,,,,,
17,Week 13: Final,Couple,Scores,Dance,Music[30],Result,,,,,
17,Week 13: Final,Karim & Amy,"40 (10, 10, 10, 10)",Quickstep,"""Mr. Pinstripe Suit"" —Big Bad Voodoo Daddy",Runners-up,,,,,
17,Week 13: Final,Karim & Amy,"39 (9, 10, 10, 10)",Showdance,"""A Million Dreams"" —Pink",Runners-up,,,,,
17,Week 13: Final,Karim & Amy,"40 (10, 10, 10, 10)",Jive,"""You Can't Stop the Beat"" —fromHairspray",Runners-up,,,,,
17,Week 13: Final,Emma B. & Anton,"39 (9, 10, 10, 10)",Charleston,"""Thoroughly Modern Millie"" —fromThoroughly Modern Millie",Runners-up,,,,,
17,Week 13: Final,Emma B. & Anton,"38 (8, 10, 10, 10)",Showdance,"""Let Yourself Go"" —Irving Berlin",Runners-up,,,,,
17,Week 13: Final,Emma B. & Anton,"39 (9, 10, 10, 10)",Viennese waltz,"""Send In the Clowns"" —Barbra Streisand",Runners-up,,,,,
17,Week 13: Final,Kelvin & Oti,"39 (9, 10, 10, 10)",Rumba,"""Ain't No Sunshine"" —Bill Withers",Winners,,,,,
17,Week 13: Final,Kelvin & Oti,"40 (10, 10, 10, 10)",Showdance,"""Shout"" —The Isley Brothers",Winners,,,,,
17,Week 13: Final,Kelvin & Oti,"39 (9, 10, 10, 10)",Samba,"""La Vida Es Un Carnaval"" —Celia Cruz",Winners,,,,,
18,Week 1,Couple,Scores[26],Dance,Music[27],,,,,,
18,Week 1,Jamie & Karen,"14 (4, 5, 5)",Cha-cha-cha,"""Think About Things"" —Daði og Gagnamagnið",,,,,,
18,Week 1,Caroline & Johannes,"21 (7, 7, 7)",American Smooth,"""Morning Train (9 to 5)"" —Sheena Easton",,,,,,
18,Week 1,Max & Dianne,"17 (6, 5, 6)",Tango,"""Best Fake Smile"" —James Bay",,,,,,
18,Week 1,Clara & Aljaž,"18 (5, 6, 7)",Cha-cha-cha,"""Don't Start Now"" —Dua Lipa",,,,,,
18,Week 1,Jacqui & Anton,"13 (3, 5, 5)",Foxtrot,"""Always Look on the Bright Side of Life"" —Monty Python",,,,,,
18,Week 1,JJ & Amy,"19 (6, 6, 7)",Waltz,"""What a Wonderful World"" —Louis Armstrong",,,,,,
18,Week 1,Maisie & Gorka,"24 (8, 8, 8)",Samba,"""Samba (Conga)"" —Gloria Estefan",,,,,,
18,Week 1,Jason & Luba,"16 (4, 6, 6)",American Smooth,"""My Girl"" —The Temptations",,,,,,
18,Week 1,Ranvir & Giovanni,"21 (7, 7, 7)",Paso doble,"""End of Time"" —Beyoncé",,,,,,
18,Week 1,Nicola & Katya,"21 (7, 7, 7)",Quickstep,"""Get Happy"" —Ella Fitzgerald",,,,,,
18,Week 1,Bill & Oti,"15 (3, 6, 6)",Cha-cha-cha,"""Pata Pata"" —Miriam Makeba",,,,,,
18,Week 1,HRVY & Janette,"25 (8, 8, 9)",Jive,"""Faith"" —Stevie Wonder, feat.Ariana Grande",,,,,,
18,Week 2,Couple,Scores[29],Dance,Music[30],Result,,,,,
18,Week 2,Max & Dianne,"20 (6, 7, 7)",Jive,"""I'm a Believer"" —The Monkees",Safe,,,,,
18,Week 2,Clara & Aljaž,"17 (5, 6, 6)",Viennese waltz,"""You Don't Own Me"" —SayGrace",Safe,,,,,
18,Week 2,Bill & Oti,"24 (8, 8, 8)",Quickstep,"""Talk to the Animals"" —Bobby Darin",Safe,,,,,
18,Week 2,JJ & Amy,"17 (5, 6, 6)",Paso doble,"""Believer"" —Imagine Dragons",Safe,,,,,
18,Week 2,Jamie & Karen,"17 (5, 6, 6)",American Smooth,"""Night and Day"" —Frank Sinatra",Bottom two,,,,,
18,Week 2,Maisie & Gorka,"25 (8, 9, 8)",Tango,"""Midnight Sky"" —Miley Cyrus",Safe,,,,,
18,Week 2,Jacqui & Anton,"12 (2, 5, 5)",Samba,"""Help Yourself"" —Tom Jones",Eliminated,,,,,
18,Week 2,HRVY & Janette,"24 (7, 8, 9)",Viennese waltz,"""Stuck with U"" —Ariana Grande&Justin Bieber",Safe,,,,,
18,Week 2,Ranvir & Giovanni,"21 (6, 7, 8)",Quickstep,"""You Are the Sunshine of My Life"" —Stevie Wonder",Safe,,,,,
18,Week 2,Nicola & Katya,"24 (8, 8, 8)",Street/Commercial,"""Shine"" —Years & Years",Safe,,,,,
18,Week 2,Caroline & Johannes,"21 (7, 7, 7)",Paso doble,"""El gato montés"" — Ramon Cortez Pasodoble Orchestra",Safe,,,,,
18,Week 2,Jason & Luba,"18 (6, 6, 6)",Salsa,"""Get Lucky"" —Daft Punk, feat.Pharrell Williams",Safe,,,,,
18,Week 3: Movie Week,Couple,Scores[32],Dance,Music[33],Result,Film,,,,
18,Week 3: Movie Week,Nicola & Katya,"19 (6, 7, 6)",Jive,"""Greased Lightnin'""",Bottom two,Grease,,,,
18,Week 3: Movie Week,Maisie & Gorka,"24 (8, 7, 9)",American Smooth,"""Into the Unknown""",Safe,Frozen II,,,,
18,Week 3: Movie Week,Caroline & Johannes,"21 (6, 7, 8)",Theatre/Jazz,"""Everything's Coming Up Roses""",Safe,Gypsy,,,,
18,Week 3: Movie Week,Jason & Luba,"12 (3, 4, 5)",Paso doble,"""Star Wars Theme""",Eliminated,Star Wars,,,,
18,Week 3: Movie Week,JJ & Amy,"24 (8, 8, 8)",Foxtrot,"""Raindrops Keep Fallin' on My Head""",Safe,Butch Cassidy and the Sundance Kid,,,,
18,Week 3: Movie Week,HRVY & Janette,"21 (6, 7, 8)",Cha-cha-cha,"""Don't Go Breaking My Heart""",Safe,Gnomeo & Juliet,,,,
18,Week 3: Movie Week,Ranvir & Giovanni,"27 (9, 9, 9)",Foxtrot,"""Love You I Do""",Safe,Dreamgirls,,,,
18,Week 3: Movie Week,Jamie & Karen,"23 (7, 8, 8)",Charleston,"""Zero to Hero""",Safe,Hercules,,,,
18,Week 3: Movie Week,Clara & Aljaž,"20 (7, 6, 7)",Tango,"""Lady Marmalade""",Safe,Moulin Rouge!,,,,
18,Week 3: Movie Week,Max & Dianne,"24 (8, 8, 8)",Street/Commercial,"""The Simpsons Theme""",Safe,The Simpsons Movie,,,,
18,Week 3: Movie Week,Bill & Oti,"26 (8, 9, 9)",Paso doble,"""The Good, the Bad and the Ugly""",Safe,"The Good, the Bad and the Ugly",,,,
18,Week 4,Couple,Scores[36],Dance,Music[37],Result,,,,,
18,Week 4,HRVY & Janette,"27 (8, 10, 9)",Salsa,"""Dynamite"" —BTS",Safe,,,,,
18,Week 4,Ranvir & Giovanni,"20 (5, 7, 8)",Cha-cha-cha,"""Oye Como Va"" —Santana&""I Like It Like That"" —Pete Rodriguez",Safe,,,,,
18,Week 4,Max & Dianne,"20 (5, 7, 8)",American Smooth,"""It Had to Be You"" —Harry Connick Jr.",Eliminated,,,,,
18,Week 4,JJ & Amy,"17 (4, 6, 7)",Jive,"""Boogie Woogie Bugle Boy"" —Bette Midler",Safe,,,,,
18,Week 4,Maisie & Gorka,"24 (7, 8, 9)",Cha-cha-cha,"""Girls Just Want to Have Fun"" —Cyndi Lauper",Bottom two,,,,,
18,Week 4,Bill & Oti,"27 (8, 10, 9)",Street/Commercial,"""Rapper's Delight"" —The Sugarhill Gang",Safe,,,,,
18,Week 4,Caroline & Johannes,"22 (7, 7, 8)",Waltz,"""With You I'm Born Again"" —Billy Preston&Syreeta Wright",Safe,,,,,
18,Week 4,Jamie & Karen,"25 (8, 8, 9)",Samba,"""Bamboléo"" —Gipsy Kings",Safe,,,,,
18,Week 4,Clara & Aljaž,"29 (9, 10, 10)",Charleston,"""Baby Face"" —Julie Andrews",Safe,,,,,
18,Week 5,Couple,Scores[39],Dance,Music[40],Result,,,,,
18,Week 5,Bill & Oti,"25 (8, 9, 8)",American Smooth,"""I've Got You Under My Skin"" —Frank Sinatra",Safe,,,,,
18,Week 5,Maisie & Gorka,"27 (9, 9, 9)",Salsa,"""Better When I'm Dancin'"" —Meghan Trainor",Bottom two,,,,,
18,Week 5,JJ & Amy,"25 (7, 9, 9)",Quickstep,"""For Once in My Life"" —Stevie Wonder",Safe,,,,,
18,Week 5,Clara & Aljaž,"18 (5, 6, 7)",Samba,"""That's the Way (I Like It)"" —KC and the Sunshine Band",Safe,,,,,
18,Week 5,Jamie & Karen,"29 (9, 10, 10)",Street/Commercial,"""Gonna Make You Sweat (Everybody Dance Now)"" —C+C Music Factory",Safe,,,,,
18,Week 5,HRVY & Janette,"26 (8, 9, 9)",Tango,"""Golden"" —Harry Styles",Safe,,,,,
18,Week 5,Caroline & Johannes,"24 (8, 8, 8)",Cha-cha-cha,"""Rescue Me"" —Fontella Bass",Eliminated,,,,,
18,Week 5,Ranvir & Giovanni,"27 (8, 9, 10)",Argentine tango,"""When Doves Cry"" —Prince",Safe,,,,,
18,Week 6,Couple,Scores[43],Dance,Music[44],Result,,,,,
18,Week 6,Clara & Aljaž,"19 (6, 6, 7)",Jive,"""River Deep, Mountain High"" —Ike & Tina Turner",Eliminated,,,,,
18,Week 6,Jamie & Karen,"24 (8, 8, 8)",Tango,"""Tanguera"" — Sexteto Mayor",Bottom two,,,,,
18,Week 6,HRVY & Janette,"30 (10, 10, 10)",Street/Commercial,"""A Sky Full of Stars"" —Coldplay",Safe,,,,,
18,Week 6,Ranvir & Giovanni,"24 (8, 8, 8)",American Smooth,"""I Say a Little Prayer"" —Aretha Franklin",Safe,,,,,
18,Week 6,Bill & Oti,"24 (8, 8, 8)",Jive,"""One Way or Another"" —Blondie",Safe,,,,,
18,Week 6,JJ & Amy,"25 (8, 9, 8)",Viennese waltz,"""Rescue"" —Lauren Daigle",Safe,,,,,
18,Week 6,Maisie & Gorka,"29 (9, 10, 10)",Quickstep,"""When You're Smiling"" —Andy Williams",Safe,,,,,
18,Week 7: Musicals Week (Quarter-final),Couple,Scores[46],Dance,Music[47],Result,,,Musical,,
18,Week 7: Musicals Week (Quarter-final),JJ & Amy,"20 (6, 7, 7)",Charleston,"""Chitty Chitty Bang Bang""",Eliminated,,,Chitty Chitty Bang Bang,,
18,Week 7: Musicals Week (Quarter-final),Ranvir & Giovanni,"27 (9, 9, 9)",Viennese waltz,"""She Used to Be Mine""",Safe,,,Waitress,,
18,Week 7: Musicals Week (Quarter-final),Maisie & Gorka,"28 (9, 10, 9)",Jive,"""Little Shop of Horrors""",Safe,,,Little Shop of Horrors,,
18,Week 7: Musicals Week (Quarter-final),Bill & Oti,"24 (8, 8, 8)",Argentine tango,"""The Phantom of the Opera""",Safe,,,The Phantom of the Opera,,
18,Week 7: Musicals Week (Quarter-final),HRVY & Janette,"29 (9, 10, 10)",American Smooth,"""One (Singular Sensation)""",Safe,,,A Chorus Line,,
18,Week 7: Musicals Week (Quarter-final),Jamie & Karen,"24 (8, 8, 8)",Jive,"""Everybody's Talking About Jamie""",Bottom two,,,Everybody's Talking About Jamie,,
18,Week 8: Semi-final,Couple,Scores[49],Dance,Music[50],Result,,,,,
18,Week 8: Semi-final,Jamie & Karen,"24 (8, 8, 8)",Salsa,"""Last Dance"" —Donna Summer",Bottom two,,,,,
18,Week 8: Semi-final,Jamie & Karen,"24 (8, 8, 8)",Quickstep,"""Thank God I'm a Country Boy"" —John Denver",Bottom two,,,,,
18,Week 8: Semi-final,Ranvir & Giovanni,"26 (8, 9, 9)",Waltz,"""Un Giorno Per Noi (A Time for Us)"" —Josh Groban",Eliminated,,,,,
18,Week 8: Semi-final,Ranvir & Giovanni,"18 (5, 6, 7)",Jive,"""Candyman"" —Christina Aguilera",Eliminated,,,,,
18,Week 8: Semi-final,Bill & Oti,"25 (8, 8, 9)",Charleston,"""(Won't You Come Home) Bill Bailey"" —Ottilie Patterson&Chris Barber",Safe,,,,,
18,Week 8: Semi-final,Bill & Oti,"23 (8, 7, 8)",Tango,"""Enter Sandman"" —Metallica",Safe,,,,,
18,Week 8: Semi-final,Maisie & Gorka,"30 (10, 10, 10)",Street/Commercial,"""Gettin' Jiggy wit It"" —Will Smith",Safe,,,,,
18,Week 8: Semi-final,Maisie & Gorka,"29 (9, 10, 10)",Viennese waltz,"""A Thousand Years"" —Christina Perri",Safe,,,,,
18,Week 8: Semi-final,HRVY & Janette,"23 (7, 8, 8)",Rumba,"""Only You"" —Kylie Minogue&James Corden",Safe,,,,,
18,Week 8: Semi-final,HRVY & Janette,"30 (10, 10, 10)",Charleston,"""Another Day of Sun"" —fromLa La Land",Safe,,,,,
18,Week 9: Final,Couple,Scores[52],Dance,Music[53],Result,,,,,
18,Week 9: Final,HRVY & Janette,"29 (9, 10, 10)",Jive,"""Faith"" —Stevie Wonder, feat.Ariana Grande",Runners-up,,,,,
18,Week 9: Final,HRVY & Janette,"29 (9, 10, 10)",Showdance,"""Boogie Wonderland"" —Brittany Murphy",Runners-up,,,,,
18,Week 9: Final,HRVY & Janette,"30 (10, 10, 10)",American Smooth,"""One (Singular Sensation)"" —fromA Chorus Line",Runners-up,,,,,
18,Week 9: Final,Jamie & Karen,"26 (8, 9, 9)",Charleston,"""Zero to Hero"" —fromHercules",Runners-up,,,,,
18,Week 9: Final,Jamie & Karen,"29 (9, 10, 10)",Showdance,"""I'm Still Standing"" —Elton John",Runners-up,,,,,
18,Week 9: Final,Jamie & Karen,"29 (9, 10, 10)",Street/Commercial,"""Gonna Make You Sweat (Everybody Dance Now)"" —C+C Music Factory",Runners-up,,,,,
18,Week 9: Final,Bill & Oti,"29 (9, 10, 10)",Quickstep,"""Talk to the Animals"" —Bobby Darin",Winners,,,,,
18,Week 9: Final,Bill & Oti,"30 (10, 10, 10)",Showdance,"""The Show Must Go On"" —Queen",Winners,,,,,
18,Week 9: Final,Bill & Oti,"29 (9, 10, 10)",Street/Commercial,"""Rapper's Delight"" —The Sugarhill Gang",Winners,,,,,
18,Week 9: Final,Maisie & Gorka,"29 (9, 10, 10)",Samba,"""Samba (Conga)"" —Gloria Estefan",Runners-up,,,,,
18,Week 9: Final,Maisie & Gorka,"30 (10, 10, 10)",Showdance,"""We Need a Little Christmas"" —Idina Menzel",Runners-up,,,,,
18,Week 9: Final,Maisie & Gorka,"29 (9, 10, 10)",Quickstep,"""When You're Smiling"" —Andy Williams",Runners-up,,,,,
19,Week 1,Couple,Scores[18],Dance[19],Music[19],,,,,,
19,Week 1,Tom & Amy,"21 (4, 7, 5, 5)",Cha-cha-cha,"""September"" —Earth, Wind & Fire",,,,,,
19,Week 1,Tilly & Nikita,"21 (5, 5, 6, 5)",Waltz,"""Consequences"" —Camila Cabello",,,,,,
19,Week 1,Ugo & Oti,"18 (3, 5, 5, 5)",Samba,"""Iko Iko (My Bestie)"" —Justin Wellington, feat. Small Jam",,,,,,
19,Week 1,Rhys & Nancy,"27 (6, 7, 7, 7)",Viennese waltz,"""End of the Road"" —Boyz II Men",,,,,,
19,Week 1,Sara & Aljaž,"17 (3, 5, 5, 4)",Cha-cha-cha,"""The Boss"" —Diana Ross",,,,,,
19,Week 1,Dan & Nadiya,"24 (5, 5, 7, 7)",Quickstep,"""Everybody Needs Somebody to Love"" —The Blues Brothers",,,,,,
19,Week 1,Rose & Giovanni,"22 (6, 6, 4, 6)",Jive,"""Shake It Off"" —Taylor Swift",,,,,,
19,Week 1,Katie & Gorka,"22 (6, 5, 5, 6)",Tango,"""Black Hole"" —Griff",,,,,,
19,Week 1,Robert & Dianne,"20 (6, 4, 4, 6)",Cha-cha-cha,"""Rasputin"" —Boney M.",,,,,,
19,Week 1,Greg & Karen,"24 (6, 6, 5, 7)",American Smooth,"""That's Life"" —Frank Sinatra",,,,,,
19,Week 1,Nina & Neil,"24 (5, 5, 7, 7)",Samba,"""Mi Gente"" —J Balvin&Willy William, feat.Beyoncé",,,,,,
19,Week 1,John & Johannes,"30 (7, 7, 8, 8)",Tango,"""Blue Monday"" —New Order",,,,,,
19,Week 1,Judi & Graziano,"24 (6, 6, 6, 6)",American Smooth,"""Chain of Fools"" —Aretha Franklin",,,,,,
19,Week 1,AJ & Kai,"34 (8, 8, 9, 9)",Jive,"""Gold Dust"" —DJ Fresh",,,,,,
19,Week 1,Adam & Katya,"30 (7, 7, 8, 8)",Cha-cha-cha,"""Beggin'"" —Måneskin",,,,,,
19,Week 2,Couple,Scores[22],Dance[23],Music[23],Result,,,,,
19,Week 2,Rhys & Nancy,"30 (7, 8, 8, 7)",Cha-cha-cha,"""Reach Out I'll Be There"" —Human Nature",Safe,,,,,
19,Week 2,Nina & Neil,"18 (3, 5, 5, 5)",Tango,"""Would I Lie to You?"" —Eurythmics",Eliminated,,,,,
19,Week 2,Adam & Katya,"19 (4, 5, 5, 5)",Quickstep,"""Are You Gonna Be My Girl"" —Jet",Safe,,,,,
19,Week 2,Katie & Gorka,"21 (4, 6, 5, 6)",Jive,"""Good 4 U"" —Olivia Rodrigo",Bottom two,,,,,
19,Week 2,Greg & Karen,"23 (3, 6, 7, 7)",Couple's choice,"""If You Could Read My Mind"" —Ultra Naté,Amber&Jocelyn Enriquez",Safe,,,,,
19,Week 2,John & Johannes,"31 (8, 8, 8, 7)",Cha-cha-cha,"""Starstruck"" —Years & Years",Safe,,,,,
19,Week 2,AJ & Kai,"31 (7, 9, 7, 8)",Foxtrot,"""Tears Dry on Their Own"" —Amy Winehouse",Safe,,,,,
19,Week 2,Judi & Graziano,"25 (6, 7, 6, 6)",Samba,"""Get Busy"" —Sean Paul",Safe,,,,,
19,Week 2,Robert & Dianne,"27 (7, 7, 6, 7)",Tango,"""La cumparsita"" —Machiko Ozawa",Safe,,,,,
19,Week 2,Rose & Giovanni,"26 (6, 7, 6, 7)",Salsa,"""Cuba"" —Gibson Brothers",Safe,,,,,
19,Week 2,Sara & Aljaž,"34 (8, 8, 9, 9)",Foxtrot,"""Dream a Little Dream of Me"" —Cass Elliot",Safe,,,,,
19,Week 2,Dan & Nadiya,"26 (7, 6, 6, 7)",Paso doble,"""Giant"" —Calvin Harris&Rag'n'Bone Man",Safe,,,,,
19,Week 2,Ugo & Oti,"25 (5, 7, 7, 6)",Quickstep,"""Bring Me Sunshine"" —The Jive Aces",Safe,,,,,
19,Week 2,Tilly & Nikita,"34 (8, 9, 9, 8)",Charleston,"""Yes Sir, That's My Baby"" —Firehouse Five Plus Two",Safe,,,,,
19,Week 3: Movie Week,Couple,Scores[25],Dance[26],Music[26],Result,Film,,,,
19,Week 3: Movie Week,Judi & Graziano,"24 (4, 7, 7, 6)",Charleston,"""When You're Good to Mama""",Bottom two,Chicago,,,,
19,Week 3: Movie Week,Dan & Nadiya,"21 (3, 5, 7, 6)",Foxtrot,"""Once Upon a Dream""",Safe,Sleeping Beauty,,,,
19,Week 3: Movie Week,Sara & Aljaž,"28 (7, 7, 7, 7)",Samba,"""Best Years of Our Lives""",Safe,Shrek,,,,
