Bike Type,Store,Order Date,Quantity,Value per Bike,Shipping Date,Model
Gravel,York,23/04/2020,1,1456,11/05/2020,92423/192KONA
Gravel,Birmingham,23/11/2020,4,2167,12/12/2020,83412/824KONA
Mountain,Leeds,03/02/2020,2,3383,04/02/2020,81233/023KONA
Gravel,Manchester,01/10/2020,4,1932,19/10/2020,12123/014KONA
Gravel,Birmingham,01/07/2020,5,2771,20/07/2020,84123/192KONA
Gravel,Birmingham,20/01/2020,1,3654,04/02/2020,02381/123KONA
Road,Leeds,13/03/2020,1,1438,20/03/2020,83481/012KONA
Gravel,York,24/05/2020,1,3222,31/05/2020,93481/014KONA
Gravel,Birmingham,26/04/2020,4,1852,04/05/2020,GIA31292/003
Road,York,07/06/2020,1,3318,08/06/2020,GIA21312/001
Gravel,London,22/01/2020,2,839,31/01/2020,GIA94221/129
Gravel,Leeds,13/08/2020,4,2571,26/08/2020,GIA12442/120
Mountain,Birmingham,28/04/2020,4,3481,08/05/2020,GIA12492/123
Gravel,London,28/07/2020,3,2879,14/08/2020,GIA14293/003
Road,Manchester,26/07/2020,1,1116,15/08/2020,GIA31292/004
Gravel,York,20/06/2020,3,944,24/06/2020,GIA21312/002
Road,London,22/04/2020,5,2514,08/05/2020,GIA94221/130
Road,York,29/08/2020,4,3729,03/09/2020,GIA12442/121
Mountain,Leeds,27/10/2020,1,3097,07/11/2020,GIA12492/124
Mountain,London,11/06/2020,4,3179,28/06/2020,GIA14293/004
Road,London,21/01/2020,1,2037,23/01/2020,GIA31292/005
Mountain,Manchester,20/04/2020,2,3731,09/05/2020,GIA31292/004
Gravel,York,31/05/2020,4,2580,12/06/2020,GIA21312/002
Gravel,York,19/05/2020,5,1250,26/05/2020,GIA94221/130
Road,London,28/06/2020,2,1947,17/07/2020,GIA12442/121
Road,Manchester,29/02/2020,4,2154,20/03/2020,GIA12492/124
Road,Leeds,21/11/2020,1,1902,25/11/2020,GIA14293/004
Gravel,Leeds,23/07/2020,3,2499,10/08/2020,GIA31292/005
Gravel,London,23/04/2020,5,967,08/05/2020,GIA21312/003
Road,Leeds,17/01/2020,3,906,03/02/2020,GIA94221/131
Gravel,Manchester,07/03/2020,1,2602,14/03/2020,GIA12442/122
Road,Birmingham,20/08/2020,5,1648,30/08/2020,GIA12492/125
Mountain,Leeds,22/10/2020,1,3810,01/11/2020,GIA14293/005
Road,London,25/11/2020,5,2533,05/12/2020,GIA31292/006
Mountain,Leeds,29/01/2020,2,1227,03/02/2020,GIA31292/005
Mountain,London,26/07/2020,1,3191,14/08/2020,GIA21312/003
Mountain,York,16/09/2020,2,3444,23/09/2020,GIA94221/131
Mountain,Birmingham,26/05/2020,5,1389,11/06/2020,GIA12442/122
Mountain,Manchester,17/12/2020,1,3944,31/12/2020,GIA12492/125
Gravel,Leeds,21/05/2020,3,1262,30/05/2020,GIA14293/005
Mountain,London,20/06/2020,5,3528,03/07/2020,GIA31292/006
Gravel,Leeds,14/10/2020,4,1505,02/11/2020,GIA21312/004
Mountain,Manchester,26/01/2020,4,3274,03/02/2020,GIA94221/132
Road,York,27/06/2020,4,1942,06/07/2020,GIA12442/123
Gravel,Leeds,13/04/2020,5,3004,02/05/2020,GIA12492/126
Mountain,Manchester,02/02/2020,5,836,16/02/2020,GIA14293/006
Road,Manchester,24/01/2020,3,1696,29/01/2020,GIA31292/007
Gravel,Birmingham,13/10/2020,5,1163,31/10/2020,GIA31292/006
Gravel,Birmingham,12/12/2020,3,2175,19/12/2020,GIA21312/004
Road,London,18/06/2020,1,1479,23/06/2020,GIA94221/132
Road,York,10/11/2020,1,2827,19/11/2020,GIA12442/123
Road,Birmingham,16/09/2020,3,2676,21/09/2020,GIA12492/126
Road,Manchester,08/01/2020,1,3671,20/01/2020,GIA14293/006
Mountain,Birmingham,24/12/2020,5,3396,06/01/2021,GIA31292/007
Road,London,28/02/2020,3,3212,19/03/2020,GIA21312/005
Road,Leeds,03/06/2020,1,3091,10/06/2020,GIA94221/133
Mountain,Birmingham,07/06/2020,4,1428,09/06/2020,GIA12442/124
Mountain,London,19/09/2020,5,3166,20/09/2020,GIA12492/127
Mountain,Leeds,25/06/2020,4,752,26/06/2020,GIA14293/007
Gravel,London,10/02/2020,2,3567,28/02/2020,GIA31292/008
Gravel,Birmingham,30/09/2020,3,1403,20/10/2020,GIA31292/007
Road,York,28/04/2020,4,2922,04/05/2020,GIA21312/005
Mountain,Manchester,25/12/2020,1,1390,08/01/2021,GIA94221/133
Road,Birmingham,11/10/2020,5,1505,13/10/2020,GIA12442/124
Mountain,Leeds,26/02/2020,1,1472,01/03/2020,GIA12492/127
Road,London,27/12/2020,2,2161,01/01/2021,GIA14293/007
Mountain,York,15/02/2020,5,1155,28/02/2020,GIA31292/008
Gravel,Manchester,13/12/2020,2,949,20/12/2020,GIA21312/006
Road,York,13/11/2020,2,2635,26/11/2020,GIA94221/134
Mountain,Birmingham,14/04/2020,3,3844,19/04/2020,GIA12442/125
Mountain,York,07/08/2020,3,1320,13/08/2020,GIA12492/128
Gravel,Leeds,12/08/2020,3,3863,25/08/2020,GIA14293/008
Mountain,Leeds,04/09/2020,1,3208,16/09/2020,GIA31292/009
Road,York,18/11/2020,2,1153,28/11/2020,GIA31292/008
Road,Birmingham,23/07/2020,2,2165,24/07/2020,GIA21312/006
Road,Leeds,27/10/2020,4,1825,07/11/2020,GIA94221/134
Road,Leeds,02/08/2020,2,890,13/08/2020,GIA12442/125
Road,Manchester,25/12/2020,3,2518,26/12/2020,GIA12492/128
Gravel,London,10/02/2020,1,3018,15/02/2020,GIA14293/008
Mountain,York,09/07/2020,1,3660,11/07/2020,GIA31292/009
Mountain,London,03/10/2020,4,1018,16/10/2020,GIA21312/007
Mountain,Birmingham,13/07/2020,1,2248,14/07/2020,GIA94221/135
Mountain,York,23/02/2020,2,3612,08/03/2020,GIA12442/126
Mountain,Leeds,29/09/2020,3,1411,04/10/2020,GIA12492/129
Gravel,Manchester,10/09/2020,2,3900,27/09/2020,GIA14293/009
Road,Birmingham,16/12/2020,2,1697,04/01/2021,GIA31292/010
Mountain,Birmingham,05/08/2020,2,778,25/08/2020,GIA31292/009
Mountain,York,29/01/2020,4,3071,15/02/2020,GIA21312/007
Mountain,Manchester,09/05/2020,3,2080,17/05/2020,GIA94221/135
Road,Leeds,25/03/2020,3,1545,27/03/2020,GIA12442/126
Mountain,London,15/06/2020,5,3651,19/06/2020,GIA12492/129
Road,Manchester,04/03/2020,2,2341,20/03/2020,GIA14293/009
Road,London,12/12/2020,5,3259,23/12/2020,GIA31292/010
Gravel,Birmingham,25/04/2020,4,2432,05/05/2020,GIA21312/008
Mountain,Manchester,21/10/2020,1,1311,01/11/2020,GIA94221/136
Road,Leeds,03/12/2020,4,2096,17/12/2020,GIA12442/127
Road,Manchester,26/09/2020,4,1715,14/10/2020,GIA12492/130
Gravel,York,14/07/2020,4,1473,02/08/2020,GIA14293/010
Mountain,Manchester,01/05/2020,3,1418,16/05/2020,GIA31292/011
Mountain,York,30/07/2020,1,3210,12/08/2020,GIA31292/010
Road,York,08/10/2020,5,3276,17/10/2020,GIA21312/008
Road,York,01/04/2020,1,1783,07/04/2020,GIA94221/136
Mountain,London,05/10/2020,3,936,12/10/2020,GIA12442/127
Road,Manchester,16/06/2020,3,1718,17/06/2020,GIA12492/130
Gravel,York,20/01/2020,1,3166,08/02/2020,GIA14293/010
Mountain,Leeds,09/03/2020,5,3344,24/03/2020,GIA31292/011
Road,Manchester,14/07/2020,5,1664,29/07/2020,220SPEC12402
Road,York,24/12/2020,1,2078,27/12/2020,012SPEC24021
Gravel,Manchester,14/03/2020,4,2016,25/03/2020,043SPEC12400
Mountain,Manchester,23/08/2020,3,1084,31/08/2020,032SPEC29124
Road,York,31/10/2020,5,1351,01/11/2020,021SPEC01442
Gravel,York,20/02/2020,2,3524,23/02/2020,102SPEC84223
Road,Manchester,22/05/2020,3,2847,24/05/2020,012SPEC93581
Mountain,Leeds,31/08/2020,1,2706,01/09/2020,943SPEC24912
Gravel,Birmingham,27/08/2020,5,969,07/09/2020,429SPEC21312
Road,Manchester,12/09/2020,1,2783,21/09/2020,942SPEC34342
Mountain,Birmingham,01/07/2020,2,3126,05/07/2020,120SPEC13492
Mountain,London,24/05/2020,5,873,01/06/2020,220SPEC12403
Mountain,London,09/10/2020,1,1316,21/10/2020,012SPEC24022
Mountain,Leeds,20/11/2020,3,3582,26/11/2020,043SPEC12401
Road,Birmingham,25/07/2020,2,3554,06/08/2020,032SPEC29125
Gravel,Birmingham,15/05/2020,2,1724,04/06/2020,021SPEC01443
Mountain,York,16/05/2020,2,3840,28/05/2020,102SPEC84224
Gravel,London,05/07/2020,2,1179,15/07/2020,012SPEC93582
Road,Birmingham,30/09/2020,1,1963,03/10/2020,943SPEC24913
Road,Birmingham,30/10/2020,5,3161,15/11/2020,429SPEC21313
Road,Manchester,09/03/2020,2,1922,21/03/2020,942SPEC34343
Road,Manchester,07/12/2020,4,927,09/12/2020,120SPEC13493
Road,Manchester,10/09/2020,4,1925,26/09/2020,220SPEC12404
Mountain,Manchester,06/07/2020,1,3593,25/07/2020,012SPEC24023
Road,London,21/12/2020,5,1191,27/12/2020,043SPEC12402
Mountain,Manchester,29/07/2020,3,3549,30/07/2020,032SPEC29126
Gravel,Birmingham,15/02/2020,1,2077,19/02/2020,021SPEC01444
Road,Manchester,30/09/2020,2,2005,07/10/2020,102SPEC84225
Road,Leeds,17/12/2020,1,2296,04/01/2021,012SPEC93583
Gravel,York,19/06/2020,1,2847,24/06/2020,943SPEC24914
Gravel,Leeds,07/12/2020,2,3560,27/12/2020,429SPEC21314
Road,Birmingham,22/07/2020,2,1676,05/08/2020,942SPEC34344
Road,York,08/01/2020,4,918,21/01/2020,120SPEC13494
Mountain,London,07/03/2020,3,3877,16/03/2020,220SPEC12405
Mountain,London,23/12/2020,2,1146,11/01/2021,012SPEC24024
Gravel,Leeds,17/02/2020,3,1679,03/03/2020,043SPEC12403
Road,Leeds,02/06/2020,2,3200,10/06/2020,032SPEC29127
Mountain,Leeds,05/06/2020,4,1231,10/06/2020,021SPEC01445
Mountain,Leeds,22/05/2020,2,1323,28/05/2020,102SPEC84226
Road,York,07/06/2020,3,2103,12/06/2020,012SPEC93584
Gravel,London,10/10/2020,1,1963,30/10/2020,943SPEC24915
Road,London,15/12/2020,2,1320,16/12/2020,429SPEC21315
Road,Leeds,28/12/2020,3,3391,05/01/2021,942SPEC34345
Gravel,Birmingham,26/04/2020,2,2484,13/05/2020,120SPEC13495
Mountain,London,06/01/2020,2,2936,19/01/2020,220SPEC12406
Gravel,York,09/12/2020,3,3512,17/12/2020,012SPEC24025
Gravel,Leeds,24/06/2020,3,2159,10/07/2020,043SPEC12404
Mountain,Birmingham,25/10/2020,5,3698,10/11/2020,032SPEC29128
Gravel,Manchester,06/06/2020,3,3289,20/06/2020,021SPEC01446
Mountain,Manchester,31/10/2020,5,2540,06/11/2020,102SPEC84227
Mountain,Birmingham,14/02/2020,2,2142,26/02/2020,012SPEC93585
Mountain,Birmingham,08/05/2020,1,1494,17/05/2020,943SPEC24916
Gravel,London,05/08/2020,3,1693,08/08/2020,429SPEC21316
Gravel,Birmingham,11/05/2020,3,1812,22/05/2020,942SPEC34346
Road,London,30/04/2020,2,3933,04/05/2020,120SPEC13496
Gravel,London,01/12/2020,1,3654,19/12/2020,220SPEC12407
Mountain,Birmingham,06/10/2020,1,1293,19/10/2020,012SPEC24026
Road,Birmingham,04/10/2020,1,3586,15/10/2020,043SPEC12405
Gravel,York,28/02/2020,5,2930,08/03/2020,032SPEC29129
Gravel,York,25/08/2020,3,3454,04/09/2020,021SPEC01447
Road,Leeds,03/10/2020,5,2853,15/10/2020,102SPEC84228
Road,Leeds,24/12/2020,4,1380,03/01/2021,012SPEC93586
Mountain,London,22/05/2020,3,3895,10/06/2020,943SPEC24917
Mountain,York,17/01/2020,4,3771,30/01/2020,429SPEC21317
Mountain,Manchester,29/02/2020,5,2196,01/03/2020,942SPEC34347
Mountain,Leeds,10/10/2020,4,3047,14/10/2020,120SPEC13497
Gravel,Manchester,02/03/2020,1,2943,18/03/2020,220SPEC12408
Mountain,Birmingham,04/08/2020,4,1293,23/08/2020,012SPEC24027
Gravel,London,27/05/2020,5,834,13/06/2020,043SPEC12406
Mountain,Birmingham,07/04/2020,5,2657,27/04/2020,032SPEC29130
Mountain,Leeds,05/11/2020,2,2690,09/11/2020,021SPEC01448
Mountain,Manchester,28/05/2020,3,1970,04/06/2020,102SPEC84229
Road,Manchester,19/08/2020,2,2638,02/09/2020,012SPEC93587
Mountain,Birmingham,10/10/2020,3,1917,20/10/2020,943SPEC24918
Gravel,Leeds,03/06/2020,3,1520,19/06/2020,429SPEC21318
Mountain,Manchester,19/03/2020,1,3275,03/04/2020,942SPEC34348
Gravel,Leeds,06/02/2020,4,3631,11/02/2020,120SPEC13498
Mountain,Birmingham,05/01/2020,2,2924,14/01/2020,220SPEC12409
Mountain,London,29/07/2020,2,3285,30/07/2020,012SPEC24028
Mountain,Birmingham,21/01/2020,3,3146,25/01/2020,043SPEC12407
Gravel,Birmingham,21/08/2020,4,1989,22/08/2020,032SPEC29131
Gravel,London,28/02/2020,1,1617,19/03/2020,021SPEC01449
Mountain,Birmingham,24/12/2020,2,777,12/01/2021,102SPEC84230
Mountain,Manchester,23/03/2020,2,2220,11/04/2020,012SPEC93588
Road,Leeds,03/02/2020,1,1665,07/02/2020,943SPEC24919
Road,London,26/12/2020,5,900,09/01/2021,429SPEC21319
Road,Manchester,23/04/2020,2,3471,04/05/2020,942SPEC34349
Road,Leeds,01/08/2020,4,3364,16/08/2020,120SPEC13499
Mountain,Birmingham,08/02/2020,2,2411,10/02/2020,220SPEC12410
Gravel,Leeds,29/12/2020,2,2551,13/01/2021,012SPEC24029
Road,London,02/10/2020,5,2634,22/10/2020,043SPEC12408
Road,Birmingham,14/04/2020,4,3032,01/05/2020,032SPEC29132
Road,London,01/12/2020,2,2813,15/12/2020,021SPEC01450
Road,Birmingham,30/12/2020,2,822,11/01/2021,102SPEC84231
Gravel,Manchester,22/08/2020,3,1860,23/08/2020,012SPEC93589
Road,York,20/06/2020,3,1977,23/06/2020,943SPEC24920
Mountain,London,11/08/2020,5,2946,14/08/2020,429SPEC21320
Gravel,London,27/01/2020,1,1964,10/02/2020,942SPEC34350
Mountain,York,21/03/2020,5,3155,22/03/2020,120SPEC13500
Gravel,Birmingham,19/10/2020,5,2704,27/10/2020,220SPEC12411
Mountain,York,22/03/2020,3,2124,23/03/2020,012SPEC24030
Mountain,Manchester,14/01/2020,1,2321,26/01/2020,043SPEC12409
Mountain,York,15/06/2020,3,1969,22/06/2020,032SPEC29133
Road,Leeds,01/12/2020,4,1422,05/12/2020,021SPEC01451
Gravel,London,10/07/2020,5,3376,23/07/2020,102SPEC84232
Road,Birmingham,29/10/2020,3,1458,17/11/2020,012SPEC93590
Mountain,Leeds,05/12/2020,1,2848,06/12/2020,943SPEC24921
Gravel,Birmingham,23/04/2020,4,3862,03/05/2020,429SPEC21321
Mountain,Birmingham,14/11/2020,4,2020,25/11/2020,942SPEC34351
Road,London,22/10/2020,3,3110,25/10/2020,120SPEC13501
Road,Leeds,05/10/2020,4,3985,17/10/2020,220SPEC12412
Gravel,London,21/10/2020,1,1487,07/11/2020,012SPEC24031
Road,Manchester,25/09/2020,3,3037,08/10/2020,043SPEC12410
Road,London,23/03/2020,5,1126,04/04/2020,032SPEC29134
Road,Manchester,03/01/2020,4,877,17/01/2020,021SPEC01452
Gravel,Leeds,18/07/2020,2,1583,07/08/2020,102SPEC84233
Road,Manchester,21/04/2020,5,795,04/05/2020,012SPEC93591
Gravel,London,28/03/2020,4,3585,02/04/2020,943SPEC24922
Mountain,London,25/04/2020,2,3648,03/05/2020,429SPEC21322
Gravel,London,14/07/2020,2,1501,20/07/2020,942SPEC34352
Mountain,Manchester,19/07/2020,4,3502,06/08/2020,120SPEC13502
Road,York,12/07/2020,5,2405,19/07/2020,220SPEC12413
Road,York,13/10/2020,1,1394,01/11/2020,012SPEC24032
Mountain,Manchester,04/06/2020,5,2255,19/06/2020,043SPEC12411
Mountain,York,26/08/2020,4,2119,07/09/2020,032SPEC29135
Road,London,28/01/2020,4,1947,09/02/2020,021SPEC01453
Gravel,London,06/12/2020,3,3978,26/12/2020,102SPEC84234
Mountain,Birmingham,14/06/2020,5,2473,22/06/2020,012SPEC93592
Mountain,Manchester,26/12/2020,3,2434,07/01/2021,943SPEC24923
Road,Manchester,30/06/2020,4,3785,09/07/2020,429SPEC21323
Road,Manchester,23/11/2020,1,1983,24/11/2020,942SPEC34353
Road,Leeds,15/10/2020,5,3538,23/10/2020,120SPEC13503
Road,York,02/11/2020,1,3004,18/11/2020,220SPEC12414
Gravel,Manchester,09/06/2020,3,2691,24/06/2020,012SPEC24033
Road,Manchester,21/07/2020,4,3476,24/07/2020,043SPEC12412
Mountain,Leeds,30/10/2020,5,2565,12/11/2020,032SPEC29136
Gravel,Birmingham,07/10/2020,2,2044,22/10/2020,021SPEC01454
Gravel,London,09/10/2020,1,917,24/10/2020,102SPEC84235
Road,London,20/05/2020,2,1391,07/06/2020,012SPEC93593
Gravel,Leeds,14/06/2020,5,2464,15/06/2020,943SPEC24924
Road,Manchester,18/10/2020,5,1795,03/11/2020,429SPEC21324
Mountain,Manchester,24/02/2020,3,2160,12/03/2020,942SPEC34354
Mountain,London,30/06/2020,4,2318,20/07/2020,120SPEC13504
Gravel,Leeds,11/12/2020,5,2934,20/12/2020,220SPEC12415
Gravel,Manchester,03/07/2020,4,3696,10/07/2020,012SPEC24034
Mountain,York,23/07/2020,4,1644,26/07/2020,043SPEC12413
Road,London,25/08/2020,1,3979,08/09/2020,032SPEC29137
Road,London,29/06/2020,2,2317,04/07/2020,021SPEC01455
Mountain,Birmingham,10/08/2020,3,1595,16/08/2020,102SPEC84236
Mountain,Birmingham,20/09/2020,5,1164,07/10/2020,012SPEC93594
Mountain,Manchester,09/11/2020,3,2230,20/11/2020,943SPEC24925
Gravel,Leeds,27/03/2020,3,1032,05/04/2020,429SPEC21325
Gravel,Birmingham,23/09/2020,2,2106,27/09/2020,942SPEC34355
Mountain,Birmingham,28/11/2020,1,2644,03/12/2020,120SPEC13505
Gravel,Leeds,08/09/2020,4,2002,13/09/2020,220SPEC12416
Gravel,Leeds,26/05/2020,5,807,27/05/2020,012SPEC24035
Gravel,Manchester,04/01/2020,4,3920,17/01/2020,043SPEC12414
Road,London,17/11/2020,4,1879,28/11/2020,032SPEC29138
Gravel,York,02/04/2020,1,1794,07/04/2020,021SPEC01456
Gravel,Manchester,11/02/2020,3,2041,29/02/2020,102SPEC84237
Mountain,Manchester,17/05/2020,4,3618,30/05/2020,012SPEC93595
Mountain,York,27/04/2020,3,3051,09/05/2020,943SPEC24926
Mountain,Leeds,19/08/2020,1,1408,29/08/2020,429SPEC21326
Gravel,Leeds,02/11/2020,1,2290,09/11/2020,942SPEC34356
Gravel,London,29/12/2020,1,3972,04/01/2021,120SPEC13506
Gravel,York,21/05/2020,3,2733,03/06/2020,220SPEC12417
Mountain,London,10/04/2020,5,3354,14/04/2020,012SPEC24036
Mountain,Birmingham,30/07/2020,2,1823,19/08/2020,043SPEC12415
Mountain,Manchester,06/02/2020,3,971,21/02/2020,032SPEC29139
Gravel,Manchester,18/06/2020,2,1940,08/07/2020,021SPEC01457
Road,Birmingham,31/05/2020,2,2278,01/06/2020,102SPEC84238
Mountain,Leeds,27/07/2020,1,3218,07/08/2020,012SPEC93596
Gravel,Manchester,15/02/2020,1,1608,05/03/2020,943SPEC24927
Road,York,19/10/2020,5,959,23/10/2020,429SPEC21327
Road,London,07/12/2020,1,1749,20/12/2020,942SPEC34357
Gravel,Birmingham,26/01/2020,1,3504,03/02/2020,120SPEC13507
Gravel,London,11/03/2020,3,3671,23/03/2020,220SPEC12418
Gravel,Manchester,12/02/2020,2,3919,27/02/2020,012SPEC24037
Gravel,York,06/04/2020,3,1016,20/04/2020,043SPEC12416
Gravel,Manchester,12/11/2020,3,2505,29/11/2020,032SPEC29140
Mountain,Manchester,26/10/2020,1,1709,05/11/2020,021SPEC01458
Gravel,Manchester,16/05/2020,2,1375,17/05/2020,102SPEC84239
Mountain,York,21/10/2020,1,3997,31/10/2020,012SPEC93597
Road,London,14/12/2020,2,2017,31/12/2020,943SPEC24928
Gravel,London,19/04/2020,1,2064,04/05/2020,429SPEC21328
Mountain,York,10/06/2020,3,2143,29/06/2020,942SPEC34358
Road,Manchester,19/05/2020,5,2844,05/06/2020,120SPEC13508
Gravel,Manchester,12/10/2020,1,2905,13/10/2020,220SPEC12419
Mountain,Manchester,30/10/2020,3,3724,08/11/2020,012SPEC24038
Road,Leeds,16/07/2020,1,3899,03/08/2020,043SPEC12417
Road,Manchester,06/11/2020,3,2921,18/11/2020,032SPEC29141
Gravel,York,24/08/2020,2,2437,25/08/2020,021SPEC01459
Gravel,York,02/10/2020,5,3737,12/10/2020,102SPEC84240
Mountain,Manchester,09/05/2020,2,1096,27/05/2020,012SPEC93598
Mountain,Manchester,01/09/2020,2,1990,02/09/2020,943SPEC24929
Gravel,Birmingham,28/11/2020,1,1544,04/12/2020,429SPEC21329
Mountain,Leeds,28/11/2020,2,3663,09/12/2020,942SPEC34359
Gravel,Manchester,15/09/2020,1,3333,19/09/2020,120SPEC13509
Gravel,York,17/10/2020,5,3150,26/10/2020,220SPEC12420
Gravel,Birmingham,19/08/2020,3,2557,08/09/2020,012SPEC24039
Gravel,Leeds,08/02/2020,4,3981,17/02/2020,043SPEC12418
Gravel,Leeds,26/04/2020,2,1574,02/05/2020,032SPEC29142
Mountain,Manchester,06/06/2020,5,3324,26/06/2020,021SPEC01460
Road,London,08/11/2020,3,1074,17/11/2020,102SPEC84241
Gravel,York,08/04/2020,1,2380,24/04/2020,012SPEC93599
Gravel,Leeds,14/12/2020,2,1474,16/12/2020,943SPEC24930
Gravel,London,09/01/2020,3,2064,27/01/2020,429SPEC21330
Road,Leeds,17/12/2020,2,2128,24/12/2020,942SPEC34360
Road,Leeds,21/08/2020,3,793,01/09/2020,120SPEC13510
Road,Birmingham,10/06/2020,4,1613,24/06/2020,220SPEC12421
Mountain,Leeds,29/06/2020,1,3321,05/07/2020,012SPEC24040
Road,Manchester,12/01/2020,5,1789,25/01/2020,043SPEC12419
Gravel,Birmingham,08/06/2020,2,2529,25/06/2020,032SPEC29143
Gravel,London,02/06/2020,2,1163,15/06/2020,021SPEC01461
Mountain,Birmingham,03/08/2020,5,996,07/08/2020,102SPEC84242
Gravel,London,21/03/2020,5,822,31/03/2020,012SPEC93600
Gravel,Leeds,17/11/2020,5,2099,06/12/2020,943SPEC24931
Road,London,04/11/2020,2,1679,09/11/2020,429SPEC21331
Mountain,London,04/04/2020,3,1226,06/04/2020,942SPEC34361
Road,London,22/08/2020,5,3151,27/08/2020,120SPEC13511
Mountain,London,20/11/2020,4,2706,25/11/2020,220SPEC12422
Gravel,Manchester,03/08/2020,1,3712,23/08/2020,012SPEC24041
Gravel,Manchester,15/05/2020,5,3506,18/05/2020,043SPEC12420
Road,Leeds,12/07/2020,3,2982,18/07/2020,032SPEC29144
Gravel,Birmingham,04/05/2020,4,3500,18/05/2020,021SPEC01462
Mountain,Leeds,19/02/2020,1,3862,24/02/2020,102SPEC84243
Mountain,Leeds,29/05/2020,4,3197,12/06/2020,012SPEC93601
Gravel,Birmingham,18/10/2020,4,880,25/10/2020,943SPEC24932
Mountain,Leeds,16/04/2020,3,3785,22/04/2020,429SPEC21332
Mountain,Birmingham,18/02/2020,2,1962,19/02/2020,942SPEC34362
Road,York,12/07/2020,4,1122,15/07/2020,120SPEC13512
Gravel,Birmingham,07/04/2020,4,3106,17/04/2020,220SPEC12423
Mountain,Manchester,13/05/2020,2,1295,20/05/2020,012SPEC24042
Road,London,16/10/2020,2,2840,03/11/2020,043SPEC12421
Mountain,York,17/12/2020,1,2709,03/01/2021,032SPEC29145
Road,Manchester,06/07/2020,5,3062,24/07/2020,021SPEC01463
Road,York,26/03/2020,4,1965,12/04/2020,102SPEC84244
Road,Leeds,09/03/2020,1,3799,28/03/2020,012SPEC93602
Road,London,06/08/2020,5,3206,25/08/2020,943SPEC24933
Road,London,16/04/2020,1,1412,29/04/2020,429SPEC21333
Gravel,Manchester,22/03/2020,5,2264,09/04/2020,942SPEC34363
Road,York,26/02/2020,3,3068,29/02/2020,120SPEC13513
Gravel,Birmingham,25/07/2020,1,2804,01/08/2020,220SPEC12424
Road,Leeds,01/07/2020,5,2909,06/07/2020,012SPEC24043
Gravel,York,12/03/2020,5,3835,31/03/2020,043SPEC12422
Mountain,Leeds,01/10/2020,2,1689,19/10/2020,032SPEC29146
Road,Manchester,12/10/2020,4,2802,27/10/2020,021SPEC01464
Mountain,London,29/03/2020,5,2545,04/04/2020,102SPEC84245
Gravel,Birmingham,22/04/2020,1,2394,04/05/2020,012SPEC93603
Road,Manchester,01/10/2020,4,1022,12/10/2020,943SPEC24934
Mountain,Birmingham,02/09/2020,2,3135,16/09/2020,429SPEC21334
Mountain,York,27/06/2020,2,2150,28/06/2020,942SPEC34364
Gravel,Manchester,25/02/2020,1,3989,07/03/2020,120SPEC13514
Road,Leeds,27/04/2020,2,2415,14/05/2020,220SPEC12425
Gravel,Birmingham,29/02/2020,3,1662,13/03/2020,012SPEC24044
Mountain,York,27/10/2020,2,2938,08/11/2020,043SPEC12423
Mountain,Birmingham,24/08/2020,4,2203,05/09/2020,032SPEC29147
Mountain,London,20/01/2020,1,2513,07/02/2020,021SPEC01465
Mountain,York,12/12/2020,3,3701,23/12/2020,102SPEC84246
Gravel,Leeds,05/02/2020,3,2864,24/02/2020,012SPEC93604
Gravel,York,26/08/2020,2,1128,05/09/2020,943SPEC24935
Mountain,Leeds,08/12/2020,3,1369,27/12/2020,429SPEC21335
Gravel,Manchester,23/04/2020,3,3111,02/05/2020,942SPEC34365
Mountain,Birmingham,07/03/2020,3,822,20/03/2020,120SPEC13515
Mountain,London,03/01/2020,2,1311,17/01/2020,220SPEC12426
Mountain,London,03/10/2020,1,3680,12/10/2020,012SPEC24045
Road,London,28/04/2020,2,2202,30/04/2020,043SPEC12424
Gravel,Manchester,29/02/2020,5,3583,19/03/2020,032SPEC29148
Gravel,Birmingham,09/07/2020,4,2142,26/07/2020,021SPEC01466
Road,London,03/01/2020,1,1045,18/01/2020,102SPEC84247
Mountain,Manchester,26/02/2020,5,2168,06/03/2020,012SPEC93605
Mountain,Manchester,24/07/2020,2,2158,10/08/2020,943SPEC24936
Gravel,Manchester,18/11/2020,5,931,01/12/2020,429SPEC21336
Gravel,York,22/09/2020,4,2036,01/10/2020,942SPEC34366
Road,Birmingham,07/06/2020,5,3170,16/06/2020,120SPEC13516
Gravel,Birmingham,17/07/2020,5,1038,04/08/2020,220SPEC12427
Mountain,Manchester,27/06/2020,2,1121,05/07/2020,012SPEC24046
Road,Manchester,22/10/2020,5,2801,23/10/2020,043SPEC12425
Gravel,Leeds,14/04/2020,1,3678,25/04/2020,032SPEC29149
Road,London,14/03/2020,5,1595,28/03/2020,021SPEC01467
Mountain,London,29/09/2020,3,1026,09/10/2020,102SPEC84248
Mountain,York,01/08/2020,4,2560,15/08/2020,03913/012ORRO
Gravel,York,03/10/2020,1,2873,18/10/2020,03913/012ORRO
Mountain,Manchester,12/12/2020,2,3214,17/12/2020,48321/001ORRO
Road,York,09/10/2020,3,1552,13/10/2020,84123/002ORRO
Mountain,York,13/10/2020,1,3396,17/10/2020,12349/014ORRO
Mountain,Leeds,12/11/2020,3,1287,29/11/2020,19312/032ORRO
Gravel,York,22/09/2020,1,1350,12/10/2020,23144/014ORRO
Mountain,York,04/02/2020,4,2051,11/02/2020,03913/012ORRO
