Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
10/02/2024,PA012,Tokyo,Perth,Economy,1745,Yes,2,Vegan
29/06/2024,PA005,London,Tokyo,First Class,617,Yes,3,Nut Free
10/03/2024,PA002,New York,London,Premium Economy,725,Yes,1,Vegan
19/08/2024,PA010,Tokyo,New York,Business Class,452.4,Yes,0,Dairy Free
14/10/2024,PA010,Tokyo,New York,First Class,331,Yes,2,None
14/08/2024,PA011,Perth,Tokyo,Economy,1355,Yes,0,Vegetarian
29/09/2024,PA007,New York,Perth,Economy,3460,Yes,3,None
21/06/2024,PA005,London,Tokyo,First Class,238,Yes,3,Vegan
03/01/2024,PA004,Perth,London,First Class,620,Yes,2,None
30/11/2024,PA004,Perth,London,Economy,3225,Yes,2,None
30/04/2024,PA001,London,New York,Economy,2925,Yes,2,Vegetarian
23/11/2024,PA001,London,New York,Business Class,772.8,Yes,3,Dairy Free
03/07/2024,PA003,London,Perth,Premium Economy,555,Yes,2,Egg Free
05/11/2024,PA002,New York,London,Premium Economy,1030,Yes,1,Egg Free
26/06/2024,PA003,London,Perth,Business Class,241.2,Yes,2,Vegetarian
16/03/2024,PA005,London,Tokyo,Business Class,734.4,Yes,2,Vegan
06/01/2024,PA001,London,New York,Business Class,727.2,Yes,2,Nut Free
26/01/2024,PA004,Perth,London,First Class,524,Yes,0,Egg Free
25/08/2024,PA011,Perth,Tokyo,Economy,2985,Yes,1,Vegetarian
11/10/2024,PA005,London,Tokyo,Economy,1675,Yes,3,Vegetarian
30/03/2024,PA012,Tokyo,Perth,Business Class,272.4,Yes,3,None
06/02/2024,PA002,New York,London,Business Class,589.2,Yes,1,Vegetarian
01/08/2024,PA006,Tokyo,London,Business Class,789.6,Yes,0,None
28/12/2024,PA009,New York,Tokyo,Economy,2705,Yes,3,Dairy Free
06/08/2024,PA012,Tokyo,Perth,Business Class,442.8,Yes,3,Nut Free
17/11/2024,PA012,Tokyo,Perth,Premium Economy,1585,Yes,1,Vegetarian
17/08/2024,PA003,London,Perth,Business Class,532.8,Yes,2,Nut Free
22/09/2024,PA011,Perth,Tokyo,Economy,2035,Yes,0,Vegetarian
24/10/2024,PA003,London,Perth,Premium Economy,1037.5,Yes,1,Nut Free
28/11/2024,PA012,Tokyo,Perth,Business Class,588,Yes,2,Nut Free
20/03/2024,PA003,London,Perth,First Class,303,Yes,0,None
13/08/2024,PA004,Perth,London,Business Class,606,Yes,2,Dairy Free
01/03/2024,PA008,Perth,New York,First Class,471,Yes,2,Nut Free
22/05/2024,PA004,Perth,London,First Class,670,Yes,0,Dairy Free
29/02/2024,PA008,Perth,New York,Business Class,387.6,Yes,2,Egg Free
28/05/2024,PA010,Tokyo,New York,Premium Economy,720,Yes,1,None
16/10/2024,PA001,London,New York,Premium Economy,662.5,Yes,0,Egg Free
17/12/2024,PA007,New York,Perth,Economy,1295,Yes,1,Vegan
26/07/2024,PA009,New York,Tokyo,First Class,225,Yes,2,Vegan
28/12/2024,PA008,Perth,New York,Premium Economy,542.5,Yes,2,None
20/09/2024,PA005,London,Tokyo,Economy,2355,Yes,3,Egg Free
02/10/2024,PA006,Tokyo,London,Business Class,706.8,Yes,1,Vegan
02/04/2024,PA003,London,Perth,First Class,667,Yes,1,Vegan
09/02/2024,PA010,Tokyo,New York,First Class,680,Yes,1,Egg Free
03/09/2024,PA009,New York,Tokyo,Business Class,369.6,Yes,2,Nut Free
31/08/2024,PA011,Perth,Tokyo,First Class,284,Yes,3,Egg Free
21/01/2024,PA001,London,New York,Business Class,552,Yes,3,Dairy Free
10/08/2024,PA006,Tokyo,London,First Class,234,Yes,3,Egg Free
16/12/2024,PA012,Tokyo,Perth,Premium Economy,552.5,Yes,2,Dairy Free
04/04/2024,PA002,New York,London,Business Class,304.8,Yes,0,Vegan
13/10/2024,PA009,New York,Tokyo,First Class,410,Yes,0,Dairy Free
21/11/2024,PA005,London,Tokyo,Economy,1665,Yes,0,Nut Free
23/06/2024,PA001,London,New York,Premium Economy,582.5,Yes,3,Nut Free
06/09/2024,PA011,Perth,Tokyo,Premium Economy,710,Yes,1,Vegetarian
21/02/2024,PA003,London,Perth,Business Class,436.8,Yes,0,Egg Free
08/10/2024,PA011,Perth,Tokyo,Premium Economy,1360,Yes,1,Dairy Free
11/11/2024,PA008,Perth,New York,Premium Economy,1332.5,Yes,3,Nut Free
21/11/2024,PA012,Tokyo,Perth,First Class,555,Yes,0,Nut Free
08/06/2024,PA009,New York,Tokyo,First Class,589,Yes,0,Vegan
26/11/2024,PA012,Tokyo,Perth,First Class,495,Yes,1,Dairy Free
26/05/2024,PA002,New York,London,Economy,3405,Yes,3,Vegetarian
17/04/2024,PA006,Tokyo,London,Business Class,550.8,Yes,2,Egg Free
30/08/2024,PA008,Perth,New York,Business Class,602.4,Yes,0,Nut Free
06/01/2024,PA007,New York,Perth,Premium Economy,1192.5,Yes,3,Egg Free
04/08/2024,PA007,New York,Perth,Premium Economy,1235,Yes,1,Vegetarian
28/05/2024,PA006,Tokyo,London,First Class,507,Yes,2,None
02/04/2024,PA011,Perth,Tokyo,First Class,506,Yes,2,Dairy Free
09/11/2024,PA001,London,New York,Economy,1370,Yes,2,Vegan
09/10/2024,PA006,Tokyo,London,First Class,514,Yes,1,None
18/12/2024,PA010,Tokyo,New York,Business Class,362.4,Yes,3,Egg Free
31/12/2024,PA001,London,New York,Premium Economy,615,Yes,0,Egg Free
21/08/2024,PA010,Tokyo,New York,First Class,421,Yes,1,None
13/06/2024,PA008,Perth,New York,First Class,632,Yes,1,Vegan
04/12/2024,PA005,London,Tokyo,First Class,256,Yes,0,Egg Free
03/11/2024,PA012,Tokyo,Perth,Premium Economy,1087.5,Yes,0,Vegetarian
26/07/2024,PA007,New York,Perth,Business Class,424.8,Yes,1,Egg Free
29/11/2024,PA007,New York,Perth,Premium Economy,882.5,Yes,0,None
15/04/2024,PA006,Tokyo,London,Premium Economy,1355,Yes,3,None
13/12/2024,PA003,London,Perth,Business Class,364.8,Yes,0,Nut Free
04/11/2024,PA009,New York,Tokyo,Economy,2045,Yes,0,Dairy Free
20/08/2024,PA009,New York,Tokyo,First Class,505,Yes,3,Vegan
17/08/2024,PA009,New York,Tokyo,Economy,2525,Yes,3,Nut Free
23/05/2024,PA011,Perth,Tokyo,Business Class,697.2,Yes,2,Dairy Free
25/08/2024,PA003,London,Perth,Premium Economy,1207.5,Yes,0,Dairy Free
08/11/2024,PA009,New York,Tokyo,Premium Economy,670,Yes,2,Vegetarian
27/01/2024,PA011,Perth,Tokyo,Business Class,289.2,Yes,2,Dairy Free
07/02/2024,PA004,Perth,London,First Class,583,Yes,2,Egg Free
29/12/2024,PA002,New York,London,Premium Economy,740,Yes,2,None
25/09/2024,PA012,Tokyo,Perth,First Class,485,Yes,0,Vegan
24/04/2024,PA007,New York,Perth,First Class,673,Yes,3,Vegan
05/12/2024,PA008,Perth,New York,Business Class,734.4,Yes,2,Vegetarian
11/11/2024,PA004,Perth,London,Economy,3405,Yes,2,Egg Free
02/12/2024,PA008,Perth,New York,First Class,288,Yes,0,Vegetarian
14/07/2024,PA005,London,Tokyo,Economy,2290,Yes,1,Egg Free
10/01/2024,PA002,New York,London,Economy,3305,Yes,0,None
23/08/2024,PA003,London,Perth,Economy,2455,Yes,1,Dairy Free
22/02/2024,PA009,New York,Tokyo,Premium Economy,507.5,Yes,1,Nut Free
28/05/2024,PA007,New York,Perth,First Class,584,Yes,1,Dairy Free
04/01/2024,PA011,Perth,Tokyo,Business Class,692.4,Yes,1,Vegan
02/04/2024,PA004,Perth,London,First Class,280,Yes,2,Vegan
25/09/2024,PA004,Perth,London,Business Class,321.6,Yes,3,None
30/07/2024,PA001,London,New York,Premium Economy,560,Yes,1,Vegan
19/12/2024,PA006,Tokyo,London,Business Class,529.2,Yes,3,Vegan
11/10/2024,PA005,London,Tokyo,First Class,633,Yes,0,None
16/02/2024,PA010,Tokyo,New York,Business Class,594,Yes,3,Vegan
15/06/2024,PA009,New York,Tokyo,Business Class,453.6,Yes,1,Egg Free
20/10/2024,PA003,London,Perth,Business Class,656.4,Yes,1,None
19/04/2024,PA001,London,New York,Premium Economy,1287.5,Yes,0,Vegan
07/10/2024,PA010,Tokyo,New York,First Class,583,Yes,3,Dairy Free
12/12/2024,PA011,Perth,Tokyo,Economy,1165,Yes,3,Vegetarian
09/12/2024,PA007,New York,Perth,Premium Economy,1170,Yes,2,Egg Free
13/04/2024,PA009,New York,Tokyo,Economy,2110,Yes,3,Dairy Free
16/01/2024,PA003,London,Perth,Premium Economy,867.5,Yes,1,Egg Free
11/03/2024,PA004,Perth,London,Business Class,804,Yes,2,Vegan
13/06/2024,PA009,New York,Tokyo,First Class,519,Yes,2,Nut Free
24/10/2024,PA012,Tokyo,Perth,Business Class,700.8,Yes,0,Vegetarian
31/03/2024,PA001,London,New York,Business Class,553.2,Yes,2,Nut Free
21/02/2024,PA008,Perth,New York,Premium Economy,1505,Yes,2,Egg Free
11/10/2024,PA006,Tokyo,London,Business Class,704.4,Yes,2,Vegan
18/09/2024,PA002,New York,London,First Class,630,Yes,2,None
25/10/2024,PA004,Perth,London,First Class,313,Yes,3,Egg Free
15/09/2024,PA005,London,Tokyo,First Class,655,Yes,0,Dairy Free
19/04/2024,PA002,New York,London,Business Class,423.6,Yes,1,Nut Free
03/04/2024,PA009,New York,Tokyo,Economy,3340,Yes,3,Egg Free
02/06/2024,PA007,New York,Perth,Business Class,408,Yes,2,Vegetarian
10/06/2024,PA010,Tokyo,New York,Premium Economy,1317.5,Yes,3,Nut Free
08/01/2024,PA012,Tokyo,Perth,Economy,3120,Yes,2,Vegetarian
25/09/2024,PA003,London,Perth,Premium Economy,572.5,Yes,0,Egg Free
30/09/2024,PA006,Tokyo,London,Premium Economy,1435,Yes,1,Vegan
16/09/2024,PA005,London,Tokyo,First Class,233,Yes,3,Nut Free
29/07/2024,PA008,Perth,New York,Business Class,520.8,Yes,2,Vegetarian
14/05/2024,PA005,London,Tokyo,First Class,239,Yes,2,Dairy Free
18/11/2024,PA007,New York,Perth,Premium Economy,600,Yes,1,Vegetarian
27/05/2024,PA009,New York,Tokyo,Economy,1520,Yes,2,Egg Free
15/07/2024,PA008,Perth,New York,Business Class,316.8,Yes,0,Nut Free
16/11/2024,PA009,New York,Tokyo,Economy,2290,Yes,2,Vegetarian
11/01/2024,PA012,Tokyo,Perth,First Class,269,Yes,1,Nut Free
12/02/2024,PA011,Perth,Tokyo,Business Class,504,Yes,2,None
24/02/2024,PA008,Perth,New York,Economy,1500,Yes,1,Vegan
28/01/2024,PA011,Perth,Tokyo,Business Class,512.4,Yes,1,Nut Free
08/02/2024,PA009,New York,Tokyo,Premium Economy,585,Yes,2,Vegetarian
19/07/2024,PA008,Perth,New York,Business Class,463.2,Yes,2,Nut Free
20/08/2024,PA006,Tokyo,London,Premium Economy,1325,Yes,1,Dairy Free
19/11/2024,PA007,New York,Perth,Premium Economy,1372.5,Yes,2,None
22/03/2024,PA005,London,Tokyo,First Class,340,Yes,1,Nut Free
14/02/2024,PA004,Perth,London,Business Class,678,Yes,0,Nut Free
20/10/2024,PA004,Perth,London,First Class,616,Yes,3,Egg Free
08/12/2024,PA002,New York,London,First Class,333,Yes,3,None
17/04/2024,PA009,New York,Tokyo,Premium Economy,1000,Yes,0,None
04/02/2024,PA001,London,New York,Premium Economy,537.5,Yes,2,None
29/01/2024,PA010,Tokyo,New York,First Class,413,Yes,2,Nut Free
27/04/2024,PA003,London,Perth,Premium Economy,965,Yes,3,Dairy Free
09/05/2024,PA010,Tokyo,New York,Premium Economy,1725,Yes,0,Vegetarian
23/12/2024,PA002,New York,London,Premium Economy,1475,Yes,0,None
15/04/2024,PA004,Perth,London,Premium Economy,1582.5,Yes,0,Vegetarian
23/12/2024,PA004,Perth,London,Business Class,399.6,Yes,2,Nut Free
27/08/2024,PA012,Tokyo,Perth,Premium Economy,1312.5,Yes,2,Nut Free
02/11/2024,PA005,London,Tokyo,Economy,1170,Yes,3,Dairy Free
21/07/2024,PA007,New York,Perth,Business Class,746.4,Yes,3,Egg Free
15/08/2024,PA009,New York,Tokyo,Business Class,608.4,Yes,2,Dairy Free
11/11/2024,PA009,New York,Tokyo,First Class,456,Yes,3,Nut Free
26/04/2024,PA012,Tokyo,Perth,Premium Economy,1735,Yes,1,Egg Free
26/04/2024,PA002,New York,London,Business Class,338.4,Yes,3,Nut Free
19/05/2024,PA005,London,Tokyo,First Class,341,Yes,3,Egg Free
04/07/2024,PA008,Perth,New York,Business Class,622.8,Yes,2,None
11/03/2024,PA005,London,Tokyo,Business Class,708,Yes,0,Egg Free
15/02/2024,PA005,London,Tokyo,Business Class,309.6,Yes,2,Egg Free
18/04/2024,PA007,New York,Perth,Premium Economy,1282.5,Yes,0,Vegetarian
27/10/2024,PA010,Tokyo,New York,First Class,695,Yes,2,Egg Free
24/03/2024,PA004,Perth,London,Economy,1810,Yes,2,None
30/01/2024,PA007,New York,Perth,Economy,2815,Yes,2,Vegan
04/11/2024,PA011,Perth,Tokyo,Premium Economy,1145,Yes,0,Nut Free
03/08/2024,PA005,London,Tokyo,First Class,334,Yes,0,Egg Free
21/11/2024,PA012,Tokyo,Perth,Economy,1265,Yes,0,Vegan
12/11/2024,PA009,New York,Tokyo,Premium Economy,652.5,Yes,3,Nut Free
28/02/2024,PA003,London,Perth,First Class,415,Yes,0,Egg Free
02/06/2024,PA003,London,Perth,Business Class,711.6,Yes,1,Dairy Free
09/08/2024,PA012,Tokyo,Perth,Economy,1270,Yes,2,Vegetarian
16/03/2024,PA007,New York,Perth,Economy,3010,Yes,1,Nut Free
04/06/2024,PA005,London,Tokyo,Business Class,799.2,Yes,0,Dairy Free
28/10/2024,PA006,Tokyo,London,Economy,1055,Yes,2,Dairy Free
09/12/2024,PA007,New York,Perth,Premium Economy,1650,Yes,3,Vegetarian
18/10/2024,PA006,Tokyo,London,Premium Economy,1722.5,Yes,0,Vegetarian
27/04/2024,PA006,Tokyo,London,Premium Economy,805,Yes,0,Vegan
16/05/2024,PA006,Tokyo,London,First Class,307,Yes,1,Dairy Free
24/04/2024,PA006,Tokyo,London,Premium Economy,855,Yes,3,Vegetarian
29/01/2024,PA009,New York,Tokyo,Premium Economy,1227.5,Yes,3,Dairy Free
06/08/2024,PA003,London,Perth,Economy,1715,Yes,0,Egg Free
11/12/2024,PA012,Tokyo,Perth,Business Class,634.8,Yes,1,Vegetarian
15/10/2024,PA004,Perth,London,Economy,1405,Yes,3,Vegetarian
17/09/2024,PA003,London,Perth,Business Class,411.6,Yes,0,Nut Free
18/11/2024,PA010,Tokyo,New York,Business Class,800.4,Yes,0,Vegetarian
29/01/2024,PA009,New York,Tokyo,Economy,1995,Yes,0,Egg Free
25/03/2024,PA011,Perth,Tokyo,First Class,201,Yes,1,Vegan
22/12/2024,PA002,New York,London,First Class,525,Yes,1,Egg Free
26/07/2024,PA009,New York,Tokyo,Economy,2685,Yes,2,Vegetarian
24/08/2024,PA006,Tokyo,London,First Class,303,Yes,3,Dairy Free
10/01/2024,PA010,Tokyo,New York,Premium Economy,927.5,Yes,1,Egg Free
06/10/2024,PA003,London,Perth,Premium Economy,1047.5,Yes,3,Egg Free
22/08/2024,PA012,Tokyo,Perth,Business Class,675.6,Yes,0,Vegetarian
23/05/2024,PA003,London,Perth,Economy,2815,Yes,1,Dairy Free
09/02/2024,PA001,London,New York,Economy,2700,Yes,0,None
13/06/2024,PA006,Tokyo,London,Economy,1945,Yes,1,Vegetarian
19/09/2024,PA010,Tokyo,New York,Economy,2720,Yes,0,None
23/03/2024,PA012,Tokyo,Perth,Economy,2015,Yes,3,Dairy Free
07/11/2024,PA006,Tokyo,London,First Class,215,Yes,3,Dairy Free
16/05/2024,PA005,London,Tokyo,Business Class,487.2,Yes,1,Nut Free
15/08/2024,PA003,London,Perth,Business Class,496.8,Yes,1,Egg Free
12/07/2024,PA007,New York,Perth,First Class,411,Yes,3,None
17/06/2024,PA001,London,New York,First Class,462,Yes,1,Vegetarian
17/12/2024,PA010,Tokyo,New York,First Class,224,Yes,2,None
23/08/2024,PA009,New York,Tokyo,First Class,530,Yes,3,Egg Free
10/11/2024,PA006,Tokyo,London,Premium Economy,1702.5,Yes,0,Egg Free
23/04/2024,PA008,Perth,New York,Economy,2630,Yes,3,Egg Free
05/10/2024,PA006,Tokyo,London,First Class,659,Yes,1,None
12/04/2024,PA012,Tokyo,Perth,Premium Economy,1222.5,Yes,0,Egg Free
13/01/2024,PA007,New York,Perth,First Class,571,Yes,3,Dairy Free
17/06/2024,PA004,Perth,London,Premium Economy,500,Yes,2,Egg Free
15/05/2024,PA001,London,New York,Business Class,699.6,Yes,1,None
19/02/2024,PA011,Perth,Tokyo,Economy,2810,Yes,2,Vegetarian
25/03/2024,PA002,New York,London,Economy,2325,Yes,3,Vegetarian
21/10/2024,PA001,London,New York,Economy,2000,Yes,0,Nut Free
16/11/2024,PA004,Perth,London,Economy,1050,Yes,3,Vegetarian
06/04/2024,PA012,Tokyo,Perth,First Class,235,Yes,2,Vegetarian
07/06/2024,PA008,Perth,New York,Economy,2740,Yes,0,Vegan
01/04/2024,PA005,London,Tokyo,Business Class,552,Yes,2,Vegan
17/12/2024,PA011,Perth,Tokyo,First Class,208,Yes,3,Vegan
10/06/2024,PA006,Tokyo,London,Premium Economy,1147.5,Yes,3,Vegan
26/01/2024,PA008,Perth,New York,Economy,2610,Yes,0,None
17/01/2024,PA012,Tokyo,Perth,Business Class,805.2,Yes,1,None
04/03/2024,PA001,London,New York,Business Class,697.2,Yes,0,None
08/08/2024,PA011,Perth,Tokyo,First Class,582,Yes,3,Vegan
20/07/2024,PA001,London,New York,Economy,2885,Yes,3,Nut Free
17/06/2024,PA008,Perth,New York,Premium Economy,1185,Yes,3,Nut Free
21/01/2024,PA009,New York,Tokyo,Business Class,411.6,Yes,3,Dairy Free
01/03/2024,PA004,Perth,London,First Class,493,Yes,1,Egg Free
12/05/2024,PA005,London,Tokyo,Premium Economy,1030,Yes,0,Egg Free
25/12/2024,PA007,New York,Perth,Business Class,386.4,Yes,1,None
17/04/2024,PA007,New York,Perth,Business Class,355.2,Yes,3,Dairy Free
17/01/2024,PA005,London,Tokyo,Business Class,537.6,Yes,1,Vegan
05/04/2024,PA011,Perth,Tokyo,Business Class,763.2,Yes,3,None
03/07/2024,PA004,Perth,London,Business Class,550.8,Yes,1,Dairy Free
25/04/2024,PA007,New York,Perth,Business Class,482.4,Yes,1,Egg Free
24/10/2024,PA011,Perth,Tokyo,Business Class,712.8,Yes,2,Vegan
31/01/2024,PA012,Tokyo,Perth,First Class,397,Yes,1,Egg Free
19/02/2024,PA009,New York,Tokyo,Economy,2385,Yes,2,Vegan
30/10/2024,PA001,London,New York,First Class,287,Yes,2,Vegetarian
14/01/2024,PA010,Tokyo,New York,Business Class,636,Yes,1,Nut Free
24/02/2024,PA006,Tokyo,London,Premium Economy,1132.5,Yes,2,Nut Free
14/08/2024,PA002,New York,London,First Class,429,Yes,3,Nut Free
15/10/2024,PA012,Tokyo,Perth,Business Class,273.6,Yes,2,Vegan
19/08/2024,PA008,Perth,New York,Economy,1985,Yes,3,Dairy Free
04/10/2024,PA006,Tokyo,London,Business Class,357.6,Yes,0,Egg Free
23/05/2024,PA010,Tokyo,New York,Business Class,492,Yes,3,None
04/07/2024,PA007,New York,Perth,Premium Economy,1750,Yes,0,Nut Free
31/01/2024,PA004,Perth,London,Economy,2845,Yes,0,Nut Free
06/10/2024,PA001,London,New York,Business Class,776.4,Yes,2,Vegan
15/11/2024,PA012,Tokyo,Perth,Business Class,456,Yes,2,Egg Free
17/09/2024,PA005,London,Tokyo,Economy,2995,Yes,0,Vegan
03/01/2024,PA008,Perth,New York,Business Class,558,Yes,2,Dairy Free
23/10/2024,PA003,London,Perth,Business Class,406.8,Yes,3,Vegan
30/10/2024,PA008,Perth,New York,Economy,2310,Yes,2,Egg Free
05/07/2024,PA001,London,New York,Premium Economy,835,Yes,2,Vegetarian
02/12/2024,PA004,Perth,London,Business Class,482.4,Yes,1,Vegan
22/02/2024,PA012,Tokyo,Perth,First Class,231,Yes,1,None
07/12/2024,PA010,Tokyo,New York,Business Class,548.4,Yes,0,Vegetarian
29/10/2024,PA004,Perth,London,Premium Economy,905,Yes,3,Vegetarian
20/11/2024,PA006,Tokyo,London,First Class,627,Yes,3,Vegetarian
01/06/2024,PA011,Perth,Tokyo,Business Class,532.8,Yes,0,Vegetarian
23/07/2024,PA001,London,New York,First Class,418,Yes,2,Vegan
07/03/2024,PA002,New York,London,First Class,632,Yes,2,None
25/07/2024,PA008,Perth,New York,Business Class,766.8,Yes,0,Vegetarian
14/05/2024,PA011,Perth,Tokyo,First Class,503,Yes,3,Vegan
08/04/2024,PA006,Tokyo,London,Premium Economy,782.5,Yes,3,None
06/06/2024,PA007,New York,Perth,Premium Economy,1565,Yes,2,Egg Free
25/12/2024,PA003,London,Perth,Premium Economy,1225,Yes,2,Vegan
19/08/2024,PA007,New York,Perth,Economy,3105,Yes,1,None
06/10/2024,PA008,Perth,New York,Premium Economy,1632.5,Yes,3,Vegan
28/02/2024,PA011,Perth,Tokyo,Business Class,626.4,Yes,0,Nut Free
28/09/2024,PA002,New York,London,First Class,521,Yes,3,Dairy Free
16/02/2024,PA010,Tokyo,New York,Business Class,259.2,Yes,0,Vegetarian
09/07/2024,PA006,Tokyo,London,First Class,365,Yes,2,Dairy Free
14/12/2024,PA011,Perth,Tokyo,Premium Economy,1027.5,Yes,2,Dairy Free
09/05/2024,PA012,Tokyo,Perth,Economy,2225,Yes,3,Nut Free
12/11/2024,PA003,London,Perth,Premium Economy,1392.5,Yes,0,Nut Free
12/02/2024,PA006,Tokyo,London,Premium Economy,1075,Yes,0,Egg Free
11/05/2024,PA003,London,Perth,Economy,2000,Yes,1,Vegetarian
21/03/2024,PA011,Perth,Tokyo,Economy,1465,Yes,3,Nut Free
27/08/2024,PA003,London,Perth,First Class,422,Yes,1,Dairy Free
18/03/2024,PA002,New York,London,Business Class,409.2,Yes,0,None
01/12/2024,PA004,Perth,London,Premium Economy,1580,Yes,0,Dairy Free
16/12/2024,PA004,Perth,London,Economy,2770,Yes,0,Dairy Free
19/04/2024,PA011,Perth,Tokyo,First Class,484,Yes,1,Vegetarian
25/12/2024,PA006,Tokyo,London,Economy,3350,Yes,0,Nut Free
12/10/2024,PA008,Perth,New York,First Class,604,Yes,3,Vegetarian
07/09/2024,PA010,Tokyo,New York,First Class,697,Yes,2,None
02/10/2024,PA004,Perth,London,Economy,2420,Yes,0,Nut Free
22/05/2024,PA009,New York,Tokyo,First Class,693,Yes,0,Dairy Free
03/11/2024,PA008,Perth,New York,Economy,2000,Yes,2,Dairy Free
08/08/2024,PA002,New York,London,First Class,548,Yes,1,Dairy Free
17/10/2024,PA007,New York,Perth,Premium Economy,715,Yes,1,None
04/12/2024,PA004,Perth,London,Business Class,442.8,Yes,2,Nut Free
04/09/2024,PA009,New York,Tokyo,Business Class,642,Yes,3,None
09/04/2024,PA005,London,Tokyo,Economy,1350,Yes,1,None
29/04/2024,PA011,Perth,Tokyo,Economy,2785,Yes,1,Dairy Free
12/08/2024,PA008,Perth,New York,First Class,310,Yes,3,Dairy Free
23/05/2024,PA011,Perth,Tokyo,Business Class,302.4,Yes,1,Vegetarian
04/08/2024,PA010,Tokyo,New York,Economy,3390,Yes,0,None
21/08/2024,PA004,Perth,London,Premium Economy,1317.5,Yes,3,Dairy Free
25/04/2024,PA011,Perth,Tokyo,Economy,2135,Yes,0,Dairy Free
11/03/2024,PA007,New York,Perth,Premium Economy,722.5,Yes,2,Vegetarian
14/10/2024,PA007,New York,Perth,First Class,219,Yes,0,Vegan
23/01/2024,PA002,New York,London,Business Class,409.2,Yes,1,Nut Free
25/05/2024,PA002,New York,London,Premium Economy,795,Yes,3,Egg Free
15/07/2024,PA002,New York,London,Premium Economy,892.5,Yes,1,Dairy Free
15/12/2024,PA002,New York,London,Business Class,626.4,Yes,3,Vegetarian
28/11/2024,PA008,Perth,New York,Business Class,740.4,Yes,2,Vegan
07/12/2024,PA006,Tokyo,London,First Class,214,Yes,2,None
10/08/2024,PA005,London,Tokyo,Economy,2530,Yes,2,Egg Free
01/12/2024,PA010,Tokyo,New York,Premium Economy,942.5,Yes,0,Dairy Free
26/08/2024,PA009,New York,Tokyo,Economy,1150,Yes,2,None
02/12/2024,PA005,London,Tokyo,First Class,651,Yes,3,Egg Free
09/09/2024,PA011,Perth,Tokyo,Premium Economy,847.5,Yes,2,Dairy Free
02/07/2024,PA001,London,New York,First Class,295,Yes,3,Egg Free
22/03/2024,PA010,Tokyo,New York,Economy,1985,Yes,0,None
26/08/2024,PA006,Tokyo,London,First Class,399,Yes,2,Dairy Free
01/03/2024,PA005,London,Tokyo,Premium Economy,877.5,Yes,3,None
08/01/2024,PA007,New York,Perth,Premium Economy,1110,Yes,2,Vegetarian
15/04/2024,PA004,Perth,London,First Class,646,Yes,3,Egg Free
10/08/2024,PA004,Perth,London,Business Class,435.6,Yes,1,Vegetarian
25/05/2024,PA002,New York,London,First Class,543,Yes,0,Dairy Free
05/03/2024,PA003,London,Perth,Premium Economy,1192.5,Yes,1,None
29/01/2024,PA007,New York,Perth,Premium Economy,1122.5,Yes,3,Egg Free
18/10/2024,PA009,New York,Tokyo,Economy,2295,Yes,2,Nut Free
12/12/2024,PA010,Tokyo,New York,First Class,566,Yes,1,Nut Free
26/06/2024,PA006,Tokyo,London,Business Class,315.6,Yes,3,Vegetarian
15/08/2024,PA001,London,New York,Business Class,598.8,Yes,1,Nut Free
21/08/2024,PA001,London,New York,Business Class,249.6,Yes,3,Vegan
28/01/2024,PA009,New York,Tokyo,Business Class,613.2,Yes,1,Vegan
20/09/2024,PA003,London,Perth,Premium Economy,920,Yes,1,None
16/04/2024,PA010,Tokyo,New York,Business Class,280.8,Yes,2,Egg Free
25/07/2024,PA002,New York,London,First Class,296,Yes,2,Vegan
17/12/2024,PA010,Tokyo,New York,Premium Economy,1307.5,Yes,1,Egg Free
02/09/2024,PA011,Perth,Tokyo,Business Class,427.2,Yes,2,Dairy Free
28/12/2024,PA002,New York,London,First Class,295,Yes,2,None
31/07/2024,PA002,New York,London,First Class,501,Yes,1,None
18/08/2024,PA005,London,Tokyo,Business Class,338.4,Yes,0,None
22/02/2024,PA007,New York,Perth,Economy,2835,Yes,1,Vegan
19/11/2024,PA006,Tokyo,London,Business Class,330,Yes,2,Nut Free
12/01/2024,PA007,New York,Perth,Economy,2125,Yes,0,Vegetarian
29/12/2024,PA004,Perth,London,Business Class,550.8,Yes,0,Nut Free
04/02/2024,PA001,London,New York,Business Class,828,Yes,0,None
07/06/2024,PA010,Tokyo,New York,Business Class,674.4,Yes,3,Vegetarian
19/05/2024,PA002,New York,London,First Class,239,Yes,0,Vegan
09/01/2024,PA012,Tokyo,Perth,Business Class,507.6,Yes,0,Dairy Free
23/03/2024,PA002,New York,London,Premium Economy,1625,Yes,0,Nut Free
20/01/2024,PA002,New York,London,First Class,201,Yes,1,Nut Free
23/02/2024,PA009,New York,Tokyo,Premium Economy,622.5,Yes,2,Vegetarian
25/09/2024,PA011,Perth,Tokyo,First Class,457,Yes,3,Nut Free
09/12/2024,PA010,Tokyo,New York,Premium Economy,1142.5,Yes,2,Vegan
14/01/2024,PA004,Perth,London,Economy,1020,Yes,0,Nut Free
08/09/2024,PA001,London,New York,First Class,427,Yes,1,Egg Free
26/07/2024,PA008,Perth,New York,Premium Economy,1410,Yes,0,Vegetarian
07/02/2024,PA009,New York,Tokyo,Premium Economy,1397.5,Yes,3,Vegan
15/07/2024,PA006,Tokyo,London,First Class,531,Yes,3,Egg Free
