Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
12/04/2024,PA010,Tokyo,New York,Business Class,778.8,No,0,Vegan
22/02/2024,PA008,Perth,New York,Economy,2390,No,2,Nut Free
02/04/2024,PA002,New York,London,Business Class,525.6,No,1,Vegan
11/03/2024,PA006,Tokyo,London,Business Class,764.4,No,2,None
22/03/2024,PA012,Tokyo,Perth,Economy,1030,No,1,Vegetarian
11/09/2024,PA011,Perth,Tokyo,Economy,2905,No,3,Egg Free
02/05/2024,PA008,Perth,New York,Economy,1255,No,3,Vegetarian
29/03/2024,PA003,London,Perth,Premium Economy,1700,No,2,Vegetarian
25/06/2024,PA005,London,Tokyo,Premium Economy,1032.5,No,0,Vegan
22/01/2024,PA008,Perth,New York,First Class,230,No,2,None
23/04/2024,PA006,Tokyo,London,Business Class,483.6,No,1,Vegetarian
25/10/2024,PA005,London,Tokyo,Economy,3125,No,1,Vegan
17/11/2024,PA001,London,New York,Economy,2100,No,3,Vegan
23/10/2024,PA009,New York,Tokyo,Premium Economy,1500,No,3,Egg Free
05/12/2024,PA010,Tokyo,New York,Premium Economy,932.5,No,1,Vegetarian
26/05/2024,PA011,Perth,Tokyo,Premium Economy,1542.5,No,2,Vegan
13/06/2024,PA005,London,Tokyo,Economy,1480,No,2,Vegan
28/12/2024,PA012,Tokyo,Perth,First Class,241,No,1,Dairy Free
04/06/2024,PA007,New York,Perth,First Class,252,No,0,Dairy Free
06/10/2024,PA001,London,New York,Economy,1615,No,3,Vegan
05/05/2024,PA008,Perth,New York,First Class,352,No,1,None
29/12/2024,PA002,New York,London,Business Class,643.2,No,1,Vegetarian
08/07/2024,PA003,London,Perth,Premium Economy,1657.5,No,0,Vegan
03/05/2024,PA002,New York,London,First Class,627,No,2,Vegetarian
29/03/2024,PA012,Tokyo,Perth,Premium Economy,1475,No,1,None
16/12/2024,PA006,Tokyo,London,Business Class,410.4,No,2,Nut Free
03/09/2024,PA006,Tokyo,London,Premium Economy,1352.5,No,0,Dairy Free
17/06/2024,PA010,Tokyo,New York,Premium Economy,1175,No,2,Dairy Free
01/09/2024,PA002,New York,London,Premium Economy,1320,No,1,Vegan
11/10/2024,PA011,Perth,Tokyo,Business Class,450,No,2,None
06/02/2024,PA005,London,Tokyo,Business Class,465.6,No,0,None
21/06/2024,PA008,Perth,New York,Business Class,511.2,No,1,Vegan
16/08/2024,PA001,London,New York,Business Class,549.6,No,2,Vegetarian
04/09/2024,PA007,New York,Perth,Business Class,595.2,No,3,Vegan
21/06/2024,PA007,New York,Perth,Economy,1955,No,2,Vegetarian
12/06/2024,PA002,New York,London,First Class,453,No,3,None
10/09/2024,PA008,Perth,New York,Economy,2570,No,3,Vegetarian
17/04/2024,PA004,Perth,London,First Class,597,No,3,None
02/03/2024,PA001,London,New York,Premium Economy,1022.5,No,3,Dairy Free
16/07/2024,PA005,London,Tokyo,Economy,3340,No,1,Dairy Free
03/10/2024,PA011,Perth,Tokyo,Business Class,776.4,No,3,Nut Free
10/12/2024,PA012,Tokyo,Perth,First Class,314,No,2,Vegetarian
12/11/2024,PA008,Perth,New York,Economy,2700,No,0,Vegetarian
04/11/2024,PA001,London,New York,Business Class,448.8,No,3,None
15/07/2024,PA007,New York,Perth,Business Class,735.6,No,1,Nut Free
11/01/2024,PA001,London,New York,First Class,440,No,3,Vegetarian
07/04/2024,PA005,London,Tokyo,Economy,2690,No,3,Vegan
15/12/2024,PA005,London,Tokyo,Premium Economy,560,No,1,Vegan
23/05/2024,PA006,Tokyo,London,Premium Economy,1677.5,No,2,Vegan
15/09/2024,PA007,New York,Perth,Premium Economy,1112.5,No,1,Egg Free
23/09/2024,PA010,Tokyo,New York,Economy,2350,No,1,Vegetarian
15/01/2024,PA005,London,Tokyo,Economy,2660,No,2,None
30/10/2024,PA011,Perth,Tokyo,Economy,2280,No,3,Vegan
04/12/2024,PA003,London,Perth,First Class,333,No,1,Egg Free
04/02/2024,PA005,London,Tokyo,Economy,3005,No,0,Vegan
01/11/2024,PA001,London,New York,Economy,2780,No,3,Egg Free
09/01/2024,PA012,Tokyo,Perth,Economy,2990,No,1,Nut Free
12/08/2024,PA003,London,Perth,Premium Economy,920,No,0,Dairy Free
25/04/2024,PA004,Perth,London,First Class,238,No,1,None
14/09/2024,PA007,New York,Perth,Economy,2925,No,0,Dairy Free
13/08/2024,PA005,London,Tokyo,Premium Economy,1425,No,0,Nut Free
04/07/2024,PA005,London,Tokyo,Economy,2700,No,2,Nut Free
22/07/2024,PA002,New York,London,Economy,3455,No,2,Egg Free
18/02/2024,PA005,London,Tokyo,Business Class,387.6,No,0,Vegan
20/07/2024,PA011,Perth,Tokyo,Business Class,744,No,2,Nut Free
10/07/2024,PA001,London,New York,Economy,1910,No,0,Nut Free
02/11/2024,PA012,Tokyo,Perth,First Class,342,No,3,Nut Free
30/06/2024,PA007,New York,Perth,Business Class,680.4,No,3,None
06/09/2024,PA002,New York,London,Economy,1495,No,1,Nut Free
08/08/2024,PA009,New York,Tokyo,Economy,3130,No,0,Vegan
03/11/2024,PA007,New York,Perth,Economy,2325,No,3,Dairy Free
03/08/2024,PA003,London,Perth,First Class,507,No,3,Nut Free
10/09/2024,PA004,Perth,London,Business Class,570,No,0,None
14/08/2024,PA001,London,New York,First Class,691,No,2,None
22/07/2024,PA011,Perth,Tokyo,Premium Economy,1682.5,No,2,Vegetarian
03/01/2024,PA003,London,Perth,Business Class,283.2,No,0,Vegetarian
27/12/2024,PA008,Perth,New York,Economy,3315,No,2,None
31/07/2024,PA003,London,Perth,Economy,1450,No,3,Dairy Free
27/12/2024,PA007,New York,Perth,Economy,1670,No,3,Nut Free
03/08/2024,PA011,Perth,Tokyo,Premium Economy,795,No,2,Egg Free
20/05/2024,PA008,Perth,New York,Premium Economy,1642.5,No,2,Egg Free
04/03/2024,PA005,London,Tokyo,Business Class,459.6,No,3,Dairy Free
13/06/2024,PA008,Perth,New York,Business Class,625.2,No,0,Vegetarian
01/07/2024,PA003,London,Perth,Business Class,490.8,No,1,Vegan
11/03/2024,PA009,New York,Tokyo,Business Class,592.8,No,2,Vegetarian
18/12/2024,PA004,Perth,London,Economy,1855,No,0,Dairy Free
30/09/2024,PA012,Tokyo,Perth,Economy,1845,No,1,Dairy Free
21/12/2024,PA005,London,Tokyo,First Class,385,No,1,Vegan
29/01/2024,PA004,Perth,London,Business Class,700.8,No,3,Vegetarian
15/02/2024,PA012,Tokyo,Perth,Economy,3375,No,3,Vegetarian
29/04/2024,PA005,London,Tokyo,Economy,2070,No,3,Egg Free
12/02/2024,PA012,Tokyo,Perth,Business Class,304.8,No,1,Nut Free
26/04/2024,PA001,London,New York,Premium Economy,932.5,No,3,Vegetarian
28/01/2024,PA006,Tokyo,London,Business Class,776.4,No,0,Nut Free
04/07/2024,PA011,Perth,Tokyo,Premium Economy,777.5,No,1,Nut Free
03/03/2024,PA005,London,Tokyo,Business Class,568.8,No,1,Vegetarian
22/04/2024,PA011,Perth,Tokyo,Economy,1175,No,2,None
02/03/2024,PA008,Perth,New York,Economy,3300,No,1,Vegetarian
02/09/2024,PA012,Tokyo,Perth,Economy,2980,No,0,None
13/08/2024,PA002,New York,London,Economy,3180,No,1,Nut Free
17/05/2024,PA006,Tokyo,London,Business Class,248.4,No,2,Vegetarian
05/02/2024,PA006,Tokyo,London,First Class,570,No,1,Nut Free
18/01/2024,PA001,London,New York,Business Class,518.4,No,1,Vegan
29/02/2024,PA009,New York,Tokyo,Business Class,284.4,No,2,Vegan
13/03/2024,PA007,New York,Perth,First Class,373,No,3,Egg Free
13/03/2024,PA008,Perth,New York,Economy,2635,No,2,Vegetarian
02/01/2024,PA005,London,Tokyo,Economy,1215,No,2,Vegetarian
07/10/2024,PA001,London,New York,Premium Economy,940,No,3,Nut Free
25/08/2024,PA011,Perth,Tokyo,Economy,3195,No,2,Dairy Free
02/11/2024,PA009,New York,Tokyo,First Class,258,No,2,Vegan
12/06/2024,PA005,London,Tokyo,Economy,2435,No,0,Vegan
27/11/2024,PA005,London,Tokyo,Business Class,734.4,No,0,Vegan
08/12/2024,PA003,London,Perth,Economy,1800,No,0,Vegetarian
04/06/2024,PA010,Tokyo,New York,First Class,362,No,3,Dairy Free
08/08/2024,PA008,Perth,New York,Premium Economy,555,No,0,Vegan
06/05/2024,PA011,Perth,Tokyo,Business Class,368.4,No,0,Nut Free
10/11/2024,PA006,Tokyo,London,Economy,2100,No,0,Nut Free
08/07/2024,PA002,New York,London,Premium Economy,965,No,1,Vegan
15/05/2024,PA003,London,Perth,Premium Economy,540,No,3,Vegetarian
23/01/2024,PA008,Perth,New York,First Class,432,No,3,Vegan
21/04/2024,PA006,Tokyo,London,First Class,257,No,1,Vegan
07/02/2024,PA010,Tokyo,New York,Economy,1450,No,3,None
25/11/2024,PA010,Tokyo,New York,First Class,589,No,2,Dairy Free
12/03/2024,PA005,London,Tokyo,Business Class,708,No,1,Vegan
09/09/2024,PA004,Perth,London,First Class,453,No,2,Dairy Free
24/02/2024,PA009,New York,Tokyo,Business Class,340.8,No,0,Dairy Free
13/11/2024,PA010,Tokyo,New York,Premium Economy,742.5,No,1,Vegetarian
28/04/2024,PA003,London,Perth,Business Class,348,No,1,Vegan
29/09/2024,PA007,New York,Perth,Business Class,256.8,No,2,Nut Free
18/05/2024,PA004,Perth,London,Economy,1090,No,0,None
19/08/2024,PA006,Tokyo,London,Economy,1645,No,2,Egg Free
07/12/2024,PA009,New York,Tokyo,Premium Economy,1615,No,3,None
29/08/2024,PA006,Tokyo,London,First Class,640,No,0,None
11/10/2024,PA002,New York,London,Economy,2275,No,1,Egg Free
21/05/2024,PA012,Tokyo,Perth,Economy,2440,No,3,None
10/11/2024,PA009,New York,Tokyo,First Class,472,No,1,Vegan
11/11/2024,PA006,Tokyo,London,First Class,678,No,3,Egg Free
17/10/2024,PA001,London,New York,Premium Economy,535,No,0,Nut Free
20/05/2024,PA009,New York,Tokyo,First Class,279,No,0,None
07/02/2024,PA009,New York,Tokyo,Business Class,670.8,No,0,None
19/04/2024,PA012,Tokyo,Perth,First Class,227,No,1,Vegetarian
29/07/2024,PA008,Perth,New York,First Class,485,No,2,Vegan
15/05/2024,PA003,London,Perth,Business Class,325.2,No,1,Vegan
24/01/2024,PA005,London,Tokyo,Premium Economy,1197.5,No,3,Nut Free
20/09/2024,PA004,Perth,London,First Class,427,No,3,Dairy Free
01/02/2024,PA009,New York,Tokyo,Premium Economy,592.5,No,0,Vegan
23/10/2024,PA003,London,Perth,Economy,3465,No,0,Dairy Free
29/08/2024,PA006,Tokyo,London,Business Class,720,No,1,None
25/02/2024,PA011,Perth,Tokyo,Economy,1400,No,1,Vegan
09/03/2024,PA003,London,Perth,Business Class,584.4,No,1,Nut Free
11/11/2024,PA011,Perth,Tokyo,First Class,551,No,2,Vegan
12/04/2024,PA007,New York,Perth,Business Class,464.4,No,2,None
12/04/2024,PA007,New York,Perth,Economy,1725,No,3,Vegetarian
22/08/2024,PA008,Perth,New York,Premium Economy,1275,No,3,Dairy Free
03/07/2024,PA003,London,Perth,Economy,2285,No,2,Nut Free
10/02/2024,PA007,New York,Perth,First Class,459,No,2,Dairy Free
04/08/2024,PA003,London,Perth,Premium Economy,1700,No,0,Dairy Free
30/09/2024,PA002,New York,London,Premium Economy,897.5,No,2,Nut Free
01/10/2024,PA007,New York,Perth,Premium Economy,885,No,3,Nut Free
24/06/2024,PA004,Perth,London,Business Class,570,No,3,Vegan
16/09/2024,PA004,Perth,London,Premium Economy,1437.5,No,2,Egg Free
06/09/2024,PA001,London,New York,Business Class,393.6,No,1,Vegetarian
15/05/2024,PA004,Perth,London,Business Class,445.2,No,3,Vegetarian
19/08/2024,PA008,Perth,New York,Economy,2035,No,3,Egg Free
24/02/2024,PA003,London,Perth,Economy,3275,No,0,None
19/05/2024,PA006,Tokyo,London,Premium Economy,1307.5,No,1,Vegetarian
17/12/2024,PA012,Tokyo,Perth,Economy,2030,No,1,None
01/08/2024,PA009,New York,Tokyo,Economy,1530,No,0,None
16/05/2024,PA004,Perth,London,Premium Economy,687.5,No,1,Vegan
27/01/2024,PA004,Perth,London,Economy,1580,No,3,Dairy Free
15/11/2024,PA012,Tokyo,Perth,Economy,2670,No,3,Vegan
03/09/2024,PA011,Perth,Tokyo,First Class,310,No,3,Nut Free
11/11/2024,PA005,London,Tokyo,Premium Economy,1062.5,No,2,Vegetarian
31/10/2024,PA006,Tokyo,London,First Class,261,No,0,Vegan
29/06/2024,PA003,London,Perth,Economy,2320,No,2,Dairy Free
04/11/2024,PA008,Perth,New York,Premium Economy,1135,No,0,Vegan
24/09/2024,PA011,Perth,Tokyo,Business Class,498,No,3,Dairy Free
24/02/2024,PA010,Tokyo,New York,First Class,628,No,0,None
07/07/2024,PA011,Perth,Tokyo,Business Class,291.6,No,2,Vegetarian
03/04/2024,PA006,Tokyo,London,Business Class,740.4,No,3,Vegan
24/08/2024,PA012,Tokyo,Perth,Business Class,693.6,No,1,Vegetarian
26/07/2024,PA006,Tokyo,London,Economy,2030,No,3,Nut Free
11/03/2024,PA011,Perth,Tokyo,Economy,2630,No,1,Vegan
18/08/2024,PA008,Perth,New York,Premium Economy,617.5,No,1,Egg Free
15/12/2024,PA010,Tokyo,New York,Premium Economy,1727.5,No,2,Vegan
15/04/2024,PA002,New York,London,Economy,1720,No,3,Egg Free
26/11/2024,PA006,Tokyo,London,Premium Economy,1237.5,No,1,Egg Free
27/11/2024,PA001,London,New York,Business Class,543.6,No,0,Vegetarian
23/11/2024,PA008,Perth,New York,Business Class,454.8,No,3,None
03/03/2024,PA001,London,New York,First Class,522,No,1,None
10/05/2024,PA006,Tokyo,London,First Class,609,No,2,Vegan
12/07/2024,PA011,Perth,Tokyo,Economy,2825,No,2,None
03/12/2024,PA011,Perth,Tokyo,Business Class,570,No,3,Vegetarian
19/02/2024,PA010,Tokyo,New York,Premium Economy,1502.5,No,0,Nut Free
09/06/2024,PA011,Perth,Tokyo,Economy,2245,No,0,Egg Free
30/01/2024,PA007,New York,Perth,Business Class,516,No,2,Egg Free
24/07/2024,PA008,Perth,New York,Business Class,594,No,1,Dairy Free
17/08/2024,PA006,Tokyo,London,Economy,1505,No,0,Vegan
31/07/2024,PA004,Perth,London,Economy,2575,No,2,Vegetarian
11/01/2024,PA009,New York,Tokyo,Business Class,388.8,No,0,Egg Free
16/04/2024,PA012,Tokyo,Perth,Business Class,752.4,No,1,None
23/06/2024,PA006,Tokyo,London,Business Class,439.2,No,1,Dairy Free
18/11/2024,PA004,Perth,London,Economy,2790,No,1,Egg Free
02/01/2024,PA008,Perth,New York,Business Class,811.2,No,3,Vegetarian
25/04/2024,PA009,New York,Tokyo,Business Class,240,No,3,Vegan
27/12/2024,PA008,Perth,New York,Economy,1050,No,1,Vegetarian
05/07/2024,PA004,Perth,London,Premium Economy,877.5,No,2,Vegan
05/11/2024,PA001,London,New York,Economy,1350,No,3,Vegan
14/09/2024,PA001,London,New York,Premium Economy,1625,No,1,Egg Free
29/10/2024,PA007,New York,Perth,Economy,3200,No,0,Dairy Free
01/08/2024,PA011,Perth,Tokyo,First Class,414,No,3,Vegan
13/05/2024,PA006,Tokyo,London,Business Class,313.2,No,2,Vegan
19/03/2024,PA008,Perth,New York,Economy,3305,No,1,Vegetarian
13/04/2024,PA001,London,New York,Business Class,590.4,No,3,Vegan
08/09/2024,PA012,Tokyo,Perth,Business Class,792,No,0,Vegan
22/10/2024,PA008,Perth,New York,Premium Economy,965,No,2,Dairy Free
30/05/2024,PA003,London,Perth,Business Class,493.2,No,0,Egg Free
09/07/2024,PA006,Tokyo,London,First Class,600,No,1,Nut Free
28/08/2024,PA012,Tokyo,Perth,Business Class,410.4,No,0,Egg Free
24/10/2024,PA009,New York,Tokyo,Premium Economy,777.5,No,1,Egg Free
03/09/2024,PA012,Tokyo,Perth,Premium Economy,1652.5,No,0,Dairy Free
18/10/2024,PA004,Perth,London,First Class,275,No,2,Vegetarian
22/11/2024,PA010,Tokyo,New York,Economy,3375,No,0,Vegetarian
10/02/2024,PA010,Tokyo,New York,Economy,3455,No,3,Egg Free
07/04/2024,PA011,Perth,Tokyo,Premium Economy,910,No,0,Egg Free
05/06/2024,PA009,New York,Tokyo,First Class,243,No,0,Vegetarian
23/04/2024,PA008,Perth,New York,Economy,2760,No,1,Egg Free
21/09/2024,PA005,London,Tokyo,Business Class,385.2,No,3,Dairy Free
18/09/2024,PA003,London,Perth,Economy,2535,No,0,None
15/07/2024,PA011,Perth,Tokyo,Economy,1655,No,0,Nut Free
12/05/2024,PA002,New York,London,Premium Economy,1290,No,1,Vegan
11/03/2024,PA008,Perth,New York,Economy,1365,No,1,Egg Free
08/03/2024,PA012,Tokyo,Perth,First Class,525,No,1,Vegetarian
05/03/2024,PA011,Perth,Tokyo,First Class,490,No,1,Egg Free
10/11/2024,PA010,Tokyo,New York,Premium Economy,875,No,2,Vegan
10/10/2024,PA007,New York,Perth,Premium Economy,822.5,No,1,Nut Free
16/04/2024,PA003,London,Perth,First Class,294,No,1,Egg Free
17/12/2024,PA009,New York,Tokyo,Business Class,327.6,No,2,Dairy Free
12/02/2024,PA012,Tokyo,Perth,Premium Economy,715,No,0,Dairy Free
24/09/2024,PA009,New York,Tokyo,First Class,509,No,2,Egg Free
24/10/2024,PA005,London,Tokyo,First Class,306,No,3,Vegetarian
14/11/2024,PA001,London,New York,First Class,259,No,0,Vegan
20/06/2024,PA012,Tokyo,Perth,Economy,3395,No,0,Vegan
16/10/2024,PA010,Tokyo,New York,Economy,2385,No,0,None
05/11/2024,PA007,New York,Perth,Premium Economy,515,No,0,Nut Free
10/09/2024,PA001,London,New York,Premium Economy,890,No,1,Nut Free
07/03/2024,PA008,Perth,New York,First Class,242,No,0,Dairy Free
04/12/2024,PA007,New York,Perth,Business Class,242.4,No,3,Dairy Free
18/07/2024,PA007,New York,Perth,First Class,609,No,3,Vegetarian
19/05/2024,PA001,London,New York,First Class,399,No,2,Egg Free
04/01/2024,PA012,Tokyo,Perth,Economy,1500,No,1,None
22/12/2024,PA010,Tokyo,New York,First Class,219,No,2,None
23/12/2024,PA003,London,Perth,First Class,382,No,3,Vegetarian
28/07/2024,PA003,London,Perth,Premium Economy,1585,No,3,Vegan
14/01/2024,PA012,Tokyo,Perth,Premium Economy,1425,No,0,Vegetarian
27/01/2024,PA001,London,New York,First Class,682,No,1,Vegetarian
09/02/2024,PA008,Perth,New York,Business Class,465.6,No,2,None
19/01/2024,PA007,New York,Perth,Business Class,606,No,3,Vegan
20/02/2024,PA007,New York,Perth,First Class,337,No,3,Dairy Free
27/05/2024,PA006,Tokyo,London,Economy,2425,No,0,Vegan
13/04/2024,PA011,Perth,Tokyo,Economy,1750,No,2,Nut Free
13/09/2024,PA005,London,Tokyo,Business Class,240,No,0,Egg Free
25/04/2024,PA009,New York,Tokyo,Economy,2080,No,3,Dairy Free
07/08/2024,PA004,Perth,London,Premium Economy,1617.5,No,1,Nut Free
31/07/2024,PA009,New York,Tokyo,Economy,3115,No,0,Vegetarian
13/07/2024,PA010,Tokyo,New York,Economy,1125,No,1,Nut Free
14/05/2024,PA007,New York,Perth,Business Class,781.2,No,0,None
16/07/2024,PA006,Tokyo,London,Premium Economy,1397.5,No,3,Dairy Free
19/03/2024,PA008,Perth,New York,First Class,646,No,3,Vegan
11/05/2024,PA011,Perth,Tokyo,Premium Economy,732.5,No,3,Dairy Free
21/11/2024,PA010,Tokyo,New York,Economy,1015,No,3,Vegetarian
26/08/2024,PA010,Tokyo,New York,Business Class,369.6,No,2,Nut Free
09/07/2024,PA002,New York,London,Premium Economy,635,No,0,Dairy Free
11/01/2024,PA010,Tokyo,New York,First Class,226,No,3,None
02/11/2024,PA011,Perth,Tokyo,Business Class,315.6,No,2,Vegetarian
18/12/2024,PA011,Perth,Tokyo,Premium Economy,1267.5,No,3,Dairy Free
04/02/2024,PA004,Perth,London,Economy,1900,No,3,None
15/11/2024,PA008,Perth,New York,First Class,533,No,3,Dairy Free
12/04/2024,PA012,Tokyo,Perth,Business Class,672,No,1,Dairy Free
10/01/2024,PA005,London,Tokyo,Business Class,705.6,No,3,Egg Free
14/03/2024,PA002,New York,London,Business Class,247.2,No,2,Dairy Free
25/08/2024,PA004,Perth,London,Economy,1435,No,1,None
20/05/2024,PA003,London,Perth,Economy,3215,No,1,Nut Free
08/05/2024,PA001,London,New York,Economy,3325,No,3,Egg Free
16/08/2024,PA011,Perth,Tokyo,Business Class,345.6,No,2,Egg Free
19/02/2024,PA006,Tokyo,London,Economy,3380,No,2,Vegan
26/04/2024,PA004,Perth,London,Economy,1870,No,0,Dairy Free
30/08/2024,PA009,New York,Tokyo,Premium Economy,1615,No,0,Vegetarian
20/03/2024,PA003,London,Perth,First Class,523,No,3,Vegetarian
04/11/2024,PA012,Tokyo,Perth,Economy,3280,No,1,Nut Free
11/01/2024,PA010,Tokyo,New York,First Class,567,No,3,Vegan
16/05/2024,PA007,New York,Perth,Economy,1780,No,2,Vegan
19/06/2024,PA007,New York,Perth,Economy,2685,No,3,Vegetarian
22/10/2024,PA011,Perth,Tokyo,First Class,395,No,1,None
29/03/2024,PA008,Perth,New York,First Class,639,No,3,Dairy Free
12/02/2024,PA011,Perth,Tokyo,Premium Economy,1615,No,2,Vegetarian
29/04/2024,PA011,Perth,Tokyo,Economy,2330,No,1,None
17/12/2024,PA004,Perth,London,Premium Economy,1317.5,No,1,None
05/09/2024,PA004,Perth,London,Premium Economy,1350,No,3,None
08/10/2024,PA005,London,Tokyo,Business Class,772.8,No,1,Egg Free
09/01/2024,PA006,Tokyo,London,Economy,2845,No,2,Egg Free
29/01/2024,PA002,New York,London,Economy,2280,No,2,Vegetarian
04/10/2024,PA005,London,Tokyo,Premium Economy,1512.5,No,2,Vegetarian
03/10/2024,PA002,New York,London,Premium Economy,785,No,1,Vegan
22/04/2024,PA008,Perth,New York,First Class,398,No,1,Vegan
06/09/2024,PA001,London,New York,Economy,2830,No,1,Egg Free
30/05/2024,PA009,New York,Tokyo,Premium Economy,1550,No,0,Dairy Free
03/09/2024,PA001,London,New York,Premium Economy,837.5,No,0,Dairy Free
20/09/2024,PA012,Tokyo,Perth,First Class,557,No,2,Egg Free
24/12/2024,PA010,Tokyo,New York,Premium Economy,1660,No,3,Dairy Free
11/06/2024,PA005,London,Tokyo,First Class,300,No,1,Dairy Free
30/07/2024,PA011,Perth,Tokyo,Premium Economy,1305,No,1,Vegetarian
22/09/2024,PA005,London,Tokyo,Premium Economy,627.5,No,3,None
03/04/2024,PA003,London,Perth,Premium Economy,605,No,2,Vegetarian
27/05/2024,PA005,London,Tokyo,First Class,608,No,2,Egg Free
21/12/2024,PA009,New York,Tokyo,First Class,272,No,2,Egg Free
30/10/2024,PA006,Tokyo,London,Economy,3195,No,3,Egg Free
20/12/2024,PA007,New York,Perth,Premium Economy,1292.5,No,0,None
27/01/2024,PA006,Tokyo,London,First Class,495,No,1,Nut Free
04/04/2024,PA007,New York,Perth,Business Class,253.2,No,3,Vegetarian
15/01/2024,PA003,London,Perth,Premium Economy,1617.5,No,2,None
12/12/2024,PA005,London,Tokyo,Premium Economy,802.5,No,2,Egg Free
02/03/2024,PA009,New York,Tokyo,Economy,1910,No,0,Vegetarian
08/10/2024,PA010,Tokyo,New York,Business Class,405.6,No,0,Egg Free
19/04/2024,PA006,Tokyo,London,Economy,3455,No,2,None
27/12/2024,PA008,Perth,New York,Business Class,428.4,No,3,Egg Free
19/01/2024,PA010,Tokyo,New York,First Class,252,No,3,Nut Free
20/02/2024,PA007,New York,Perth,Economy,1280,No,2,Egg Free
31/03/2024,PA007,New York,Perth,Economy,1100,No,3,Nut Free
23/11/2024,PA008,Perth,New York,Premium Economy,1370,No,1,Vegan
04/05/2024,PA012,Tokyo,Perth,First Class,587,No,1,Egg Free
05/11/2024,PA007,New York,Perth,First Class,256,No,3,Nut Free
12/02/2024,PA004,Perth,London,Economy,3175,No,1,Nut Free
02/11/2024,PA007,New York,Perth,Business Class,595.2,No,2,Vegan
26/03/2024,PA008,Perth,New York,First Class,523,No,1,Egg Free
25/12/2024,PA003,London,Perth,First Class,674,No,1,Nut Free
18/12/2024,PA012,Tokyo,Perth,Business Class,552,No,1,Vegan
10/07/2024,PA005,London,Tokyo,First Class,479,No,2,Dairy Free
06/04/2024,PA002,New York,London,Premium Economy,587.5,No,3,Vegetarian
04/09/2024,PA007,New York,Perth,Economy,3215,No,0,Vegetarian
12/09/2024,PA007,New York,Perth,Business Class,832.8,No,2,None
04/06/2024,PA006,Tokyo,London,First Class,303,No,1,Nut Free
06/08/2024,PA007,New York,Perth,Premium Economy,1072.5,No,2,Nut Free
13/09/2024,PA003,London,Perth,Business Class,700.8,No,2,Vegetarian
24/11/2024,PA009,New York,Tokyo,First Class,207,No,3,Egg Free
11/01/2024,PA011,Perth,Tokyo,Premium Economy,1570,No,3,Dairy Free
07/12/2024,PA001,London,New York,Business Class,608.4,No,1,Vegetarian
18/10/2024,PA002,New York,London,First Class,594,No,0,Egg Free
29/05/2024,PA006,Tokyo,London,Premium Economy,880,No,0,Vegan
17/06/2024,PA004,Perth,London,First Class,621,No,2,Egg Free
25/08/2024,PA010,Tokyo,New York,First Class,250,No,0,Egg Free
13/07/2024,PA003,London,Perth,Premium Economy,1072.5,No,3,Vegetarian
17/11/2024,PA007,New York,Perth,Economy,2370,No,1,Vegetarian
25/04/2024,PA010,Tokyo,New York,Business Class,758.4,No,1,Dairy Free
30/09/2024,PA012,Tokyo,Perth,First Class,658,No,0,Vegetarian
01/08/2024,PA006,Tokyo,London,Business Class,746.4,No,3,None
28/12/2024,PA004,Perth,London,First Class,323,No,3,Vegetarian
20/07/2024,PA009,New York,Tokyo,First Class,302,No,1,Nut Free
27/02/2024,PA004,Perth,London,Business Class,594,No,3,Vegan
21/12/2024,PA005,London,Tokyo,First Class,233,No,1,Nut Free
04/11/2024,PA004,Perth,London,Business Class,772.8,No,1,Nut Free
24/01/2024,PA003,London,Perth,Premium Economy,1552.5,No,2,Dairy Free
11/12/2024,PA012,Tokyo,Perth,Business Class,531.6,No,0,Egg Free
03/02/2024,PA008,Perth,New York,Premium Economy,1697.5,No,1,Vegan
31/01/2024,PA011,Perth,Tokyo,Premium Economy,1192.5,No,0,None
06/11/2024,PA007,New York,Perth,Business Class,333.6,No,3,Egg Free
03/03/2024,PA006,Tokyo,London,Economy,1140,No,1,Vegan
12/02/2024,PA010,Tokyo,New York,Economy,2345,No,2,Nut Free
14/04/2024,PA002,New York,London,Premium Economy,717.5,No,3,None
15/12/2024,PA007,New York,Perth,Premium Economy,882.5,No,2,None
10/10/2024,PA006,Tokyo,London,Economy,1560,No,2,Vegetarian
05/02/2024,PA011,Perth,Tokyo,Economy,3075,No,0,Egg Free
05/12/2024,PA003,London,Perth,First Class,226,No,3,Dairy Free
26/10/2024,PA001,London,New York,Premium Economy,1137.5,No,1,Vegan
17/02/2024,PA001,London,New York,Economy,2230,No,1,Dairy Free
08/10/2024,PA003,London,Perth,Business Class,648,No,3,Egg Free
05/07/2024,PA010,Tokyo,New York,Business Class,639.6,No,3,Vegetarian
29/05/2024,PA010,Tokyo,New York,Premium Economy,1745,No,3,Vegan
27/02/2024,PA005,London,Tokyo,Economy,2900,No,3,Egg Free
04/05/2024,PA004,Perth,London,Premium Economy,1277.5,No,3,Dairy Free
08/11/2024,PA008,Perth,New York,Business Class,348,No,2,Nut Free
29/03/2024,PA012,Tokyo,Perth,Economy,3400,No,3,Dairy Free
26/06/2024,PA001,London,New York,Premium Economy,610,No,1,Egg Free
22/11/2024,PA008,Perth,New York,Business Class,787.2,No,3,Egg Free
12/04/2024,PA002,New York,London,Premium Economy,1585,No,2,None
